State,County,Supercenters & club stores per 1000 pop (% change) 2011-16 (PCH_SUPERCPTH_11_16),Units,FIPS,FID
Maine,Kennebec,0.360180667,% change,23011,1755
Maine,Knox,0.0,% change,23013,1774
Maine,Lincoln,0.0,% change,23015,1835
Maine,Oxford,1.154196441,% change,23017,1842
Maine,Penobscot,102.901362901,% change,23019,1846
Maine,Piscataquis,0.0,% change,23021,1851
Maine,Sagadahoc,0.0,% change,23023,1855
Maine,Somerset,104.981939482,% change,23025,1860
Maine,Waldo,0.0,% change,23027,1865
Maine,Washington,0.0,% change,23029,1884
Maine,York,96.028147144,% change,23031,1901
Maryland,Allegany,3.311909577,% change,24001,1905
Maryland,Anne Arundel,59.652450157,% change,24003,1925
Maryland,Baltimore County,19.553984502,% change,24005,1939
Maryland,Calvert,0.0,% change,24009,1946
Maryland,Caroline,nan,% change,24011,1949
Maryland,Carroll,99.8552112,% change,24013,1955
Maryland,Cecil,97.826700811,% change,24015,1963
Maryland,Charles,-5.223273836,% change,24017,1294
Maryland,Dorchester,nan,% change,24019,1346
Maryland,Frederick,27.679545158,% change,24021,1357
Maryland,Garrett,2.70242639,% change,24023,1361
Maryland,Harford,-1.480999365,% change,24025,1372
Maryland,Howard,39.064442243,% change,24027,1379
Maryland,Kent,0.0,% change,24029,1394
Maryland,Montgomery,42.129497144,% change,24031,1398
Maryland,Prince George's,19.985068386,% change,24033,1403
Maryland,Queen Anne's,0.0,% change,24035,1413
Maryland,St. Mary's,-3.800241427,% change,24037,1421
Maryland,Somerset,0.0,% change,24039,1430
Maryland,Talbot,nan,% change,24041,1438
Maryland,Washington,-0.704225352,% change,24043,1445
Maryland,Wicomico,-2.412633426,% change,24045,1446
Maryland,Worcester,99.965058042,% change,24047,1456
Maryland,Baltimore County,nan,% change,24510,1939
Massachusetts,Barnstable,0.89017991,% change,25001,1478
Massachusetts,Berkshire,2.861467152,% change,25003,1480
Massachusetts,Bristol,57.436845348,% change,25005,1486
Massachusetts,Dukes,0.0,% change,25007,1491
Massachusetts,Essex,60.444579378,% change,25009,1519
Massachusetts,Franklin,1.47271234,% change,25011,1523
Massachusetts,Hampden,32.497233493,% change,25013,1526
Massachusetts,Hampshire,-0.966855955,% change,25015,1527
Massachusetts,Middlesex,22.916448257,% change,25017,1533
Massachusetts,Nantucket,0.0,% change,25019,1537
Massachusetts,Norfolk,-2.726249896,% change,25021,1543
Massachusetts,Plymouth,46.007776171,% change,25023,1569
Massachusetts,Suffolk,-6.888702104,% change,25025,1585
Massachusetts,Worcester,-12.919582098,% change,25027,1599
Michigan,Alcona,0.0,% change,26001,1603
Michigan,Alger,0.0,% change,26003,1609
Michigan,Allegan,-3.321299639,% change,26005,1611
Michigan,Alpena,104.738807272,% change,26007,1614
Michigan,Antrim,0.0,% change,26009,1617
Michigan,Arenac,0.0,% change,26011,1621
Michigan,Baraga,0.0,% change,26013,1624
Michigan,Barry,nan,% change,26015,1627
Michigan,Bay,2.776581388,% change,26017,1631
Michigan,Benzie,0.0,% change,26019,1634
Michigan,Berrien,1.709296367,% change,26021,1635
Michigan,Branch,1.049313114,% change,26023,1640
Michigan,Calhoun,0.641684926,% change,26025,1641
Michigan,Cass,0.0,% change,26027,1644
Michigan,Charlevoix,0.0,% change,26029,1648
Michigan,Cheboygan,1.889466226,% change,26031,1649
Michigan,Chippewa,nan,% change,26033,1660
Michigan,Clare,0.0,% change,26035,1665
Michigan,Clinton,46.809622082,% change,26037,1669
Michigan,Crawford,0.0,% change,26039,1672
Michigan,Delta,1.973775017,% change,26041,1675
Michigan,Dickinson,2.135998432,% change,26043,1677
Michigan,Eaton,-0.912289728,% change,26045,1678
Michigan,Emmet,-0.562036699,% change,26047,1686
Michigan,Genesee,26.198713624,% change,26049,1688
Michigan,Gladwin,0.0,% change,26051,1691
Michigan,Gogebic,4.99055313,% change,26053,1693
Michigan,Grand Traverse,92.188349979,% change,26055,1697
Michigan,Gratiot,nan,% change,26057,1700
Michigan,Hillsdale,1.798238906,% change,26059,1701
Michigan,Houghton,1.218067076,% change,26061,1705
Michigan,Huron,4.155670726,% change,26063,1708
Michigan,Ingham,-1.974070357,% change,26065,1710
Michigan,Ionia,-0.51260478,% change,26067,1713
Michigan,Iosco,1.246488069,% change,26069,1715
Michigan,Iron,0.0,% change,26071,1716
Michigan,Isabella,-0.811156566,% change,26073,1717
Michigan,Jackson,0.891192365,% change,26075,1719
Michigan,Kalamazoo,10.509403565,% change,26077,1720
Michigan,Kalkaska,0.0,% change,26079,1722
Michigan,Kent,-0.423985682,% change,26081,1726
Michigan,Keweenaw,0.0,% change,26083,1743
Michigan,Lake,0.0,% change,26085,1749
Michigan,Lapeer,-0.100974575,% change,26087,1752
Michigan,Leelanau,0.0,% change,26089,1765
Michigan,Lenawee,0.825296924,% change,26091,1768
Michigan,Livingston,-17.180354128,% change,26093,1770
Michigan,Luce,0.0,% change,26095,1773
Michigan,Mackinac,0.0,% change,26097,1779
Michigan,Macomb,8.676789794,% change,26099,1785
Michigan,Manistee,nan,% change,26101,1787
Michigan,Marquette,1.482072193,% change,26103,1793
Michigan,Mason,-0.738403938,% change,26105,1797
Michigan,Mecosta,0.583711665,% change,26107,1800
Michigan,Menominee,0.0,% change,26109,1802
Michigan,Midland,0.390732684,% change,26111,1806
Michigan,Missaukee,0.0,% change,26113,1810
Michigan,Monroe,102.988815397,% change,26115,1812
Michigan,Montcalm,0.447882089,% change,26117,1815
Michigan,Montmorency,0.0,% change,26119,1816
Michigan,Muskegon,-1.806449377,% change,26121,1818
Michigan,Newaygo,1.092324433,% change,26123,1820
Michigan,Oakland,5.016341805,% change,26125,1824
Michigan,Oceana,0.0,% change,26127,1825
Michigan,Ogemaw,2.837049086,% change,26129,1827
Michigan,Ontonagon,0.0,% change,26131,1829
Michigan,Osceola,0.0,% change,26133,1830
Michigan,Oscoda,0.0,% change,26135,1832
Michigan,Otsego,-1.18925569,% change,26137,1834
Michigan,Ottawa,-5.815521709,% change,26139,1837
Michigan,Presque Isle,0.0,% change,26141,1840
Michigan,Roscommon,1.945737409,% change,26143,1843
Michigan,Saginaw,3.405361833,% change,26145,1845
Michigan,St. Clair,1.264521306,% change,26147,1854
Michigan,St. Joseph,33.804576539,% change,26149,1857
Michigan,Sanilac,3.169694627,% change,26151,1858
Michigan,Schoolcraft,0.0,% change,26153,1861
Michigan,Shiawassee,2.077588597,% change,26155,1863
Michigan,Tuscola,4.061237907,% change,26157,1866
Michigan,Van Buren,202.876291539,% change,26159,1867
Michigan,Washtenaw,14.851296223,% change,26161,1869
Michigan,Wayne,53.89098701,% change,26163,1871
Michigan,Wexford,-1.365971593,% change,26165,1873
Minnesota,Aitkin,0.0,% change,27001,1875
Minnesota,Anoka,53.444100318,% change,27003,1877
Minnesota,Becker,-2.939085091,% change,27005,1878
Minnesota,Beltrami,-2.116885093,% change,27007,1880
Minnesota,Benton,0.0,% change,27009,1881
Minnesota,Big Stone,0.0,% change,27011,1882
Minnesota,Blue Earth,-2.868184288,% change,27013,1886
Minnesota,Brown,1.547779273,% change,27015,1892
Minnesota,Carlton,-0.317915823,% change,27017,1893
Minnesota,Carver,-7.49847997,% change,27019,1894
Minnesota,Cass,0.0,% change,27021,1895
Minnesota,Chippewa,2.276503822,% change,27023,1896
Minnesota,Chisago,0.0,% change,27025,1897
Minnesota,Clay,nan,% change,27027,1898
Minnesota,Clearwater,0.0,% change,27029,1899
Minnesota,Cook,0.0,% change,27031,1900
Minnesota,Cottonwood,0.0,% change,27033,1902
Minnesota,Crow Wing,96.487431591,% change,27035,1903
Minnesota,Dakota,78.763920085,% change,27037,1904
Minnesota,Dodge,0.0,% change,27039,1906
Minnesota,Douglas,-2.684744304,% change,27041,1907
Minnesota,Faribault,0.0,% change,27043,1908
Minnesota,Fillmore,0.0,% change,27045,1909
Minnesota,Freeborn,2.200440746,% change,27047,1910
Minnesota,Goodhue,-0.296280277,% change,27049,1911
Minnesota,Grant,0.0,% change,27051,1912
Minnesota,Hennepin,19.747868613,% change,27053,1913
Minnesota,Houston,0.0,% change,27055,1914
Minnesota,Hubbard,-0.99425648,% change,27057,1915
Minnesota,Isanti,-1.48075534,% change,27059,1916
Minnesota,Itasca,nan,% change,27061,1917
Minnesota,Jackson,0.0,% change,27063,1918
Minnesota,Kanabec,0.0,% change,27065,1919
Minnesota,Kandiyohi,-0.994791422,% change,27067,1920
Minnesota,Kittson,0.0,% change,27069,1921
Minnesota,Koochiching,0.0,% change,27071,1922
Minnesota,Lac qui Parle,0.0,% change,27073,1923
Minnesota,Lake,0.0,% change,27075,1926
Minnesota,Lake of the Woods,0.0,% change,27077,1927
Minnesota,Le Sueur,0.0,% change,27079,1929
Minnesota,Lincoln,0.0,% change,27081,1931
Minnesota,Lyon,-0.158539886,% change,27083,1932
Minnesota,McLeod,1.695199731,% change,27085,1934
Minnesota,Mahnomen,0.0,% change,27087,1936
Minnesota,Marshall,0.0,% change,27089,1937
Minnesota,Martin,3.655103067,% change,27091,1940
Minnesota,Meeker,0.415602407,% change,27093,1941
Minnesota,Mille Lacs,nan,% change,27095,1943
Minnesota,Morrison,1.002430134,% change,27097,1944
Minnesota,Mower,0.104248773,% change,27099,1945
Minnesota,Murray,0.0,% change,27101,1947
Minnesota,Nicollet,0.0,% change,27103,1948
Minnesota,Nobles,-1.844113372,% change,27105,1950
Minnesota,Norman,0.0,% change,27107,1951
Minnesota,Olmsted,14.231213646,% change,27109,1953
Minnesota,Otter Tail,nan,% change,27111,1954
Minnesota,Pennington,-1.312188618,% change,27113,1956
Minnesota,Pine,2.566056031,% change,27115,1957
Minnesota,Pipestone,0.0,% change,27117,1958
Minnesota,Polk,-0.322427691,% change,27119,1959
Minnesota,Pope,0.0,% change,27121,1961
Minnesota,Ramsey,14.044567917,% change,27123,1964
Minnesota,Red Lake,0.0,% change,27125,1966
Minnesota,Redwood,nan,% change,27127,1969
Minnesota,Renville,0.0,% change,27129,1971
Minnesota,Rice,-1.724400805,% change,27131,1973
Minnesota,Rock,0.0,% change,27133,1974
Minnesota,Roseau,0.0,% change,27135,1976
Minnesota,St. Louis,100.353968143,% change,27137,1978
Minnesota,Scott,-7.576095595,% change,27139,1979
Minnesota,Sherburne,-4.270882492,% change,27141,1980
Minnesota,Sibley,0.0,% change,27143,1982
Minnesota,Stearns,93.310383149,% change,27145,1984
Minnesota,Steele,-0.37326649,% change,27147,1985
Minnesota,Stevens,0.0,% change,27149,1987
Minnesota,Swift,0.0,% change,27151,1988
Minnesota,Todd,0.0,% change,27153,1989
Minnesota,Traverse,0.0,% change,27155,1990
Minnesota,Wabasha,0.0,% change,27157,1991
Minnesota,Wadena,0.611823677,% change,27159,1992
Minnesota,Waseca,1.885489696,% change,27161,1993
Minnesota,Washington,186.273401429,% change,27163,1994
Minnesota,Watonwan,0.0,% change,27165,1996
Minnesota,Wilkin,0.0,% change,27167,1997
Minnesota,Winona,0.947476018,% change,27169,1998
Minnesota,Wright,27.12829306,% change,27171,1999
Minnesota,Yellow Medicine,0.0,% change,27173,1531
Mississippi,Adams,3.094783715,% change,28001,1534
Mississippi,Alcorn,0.077873255,% change,28003,1538
Mississippi,Amite,0.0,% change,28005,1539
Mississippi,Attala,4.432834213,% change,28007,1541
Mississippi,Benton,0.0,% change,28009,1544
Mississippi,Bolivar,3.554574983,% change,28011,1547
Mississippi,Calhoun,0.0,% change,28013,1548
Mississippi,Carroll,0.0,% change,28015,1549
Mississippi,Chickasaw,0.0,% change,28017,1550
Mississippi,Choctaw,0.0,% change,28019,1552
Mississippi,Claiborne,0.0,% change,28021,1555
Mississippi,Clarke,0.0,% change,28023,1557
Mississippi,Clay,nan,% change,28025,1559
Mississippi,Coahoma,8.505457599,% change,28027,1562
Mississippi,Copiah,nan,% change,28029,1564
Mississippi,Covington,0.0,% change,28031,1567
Mississippi,DeSoto,16.762795864,% change,28033,1571
Mississippi,Forrest,0.212858786,% change,28035,1572
Mississippi,Franklin,0.0,% change,28037,1575
Mississippi,George,-3.6685642,% change,28039,1577
Mississippi,Greene,0.0,% change,28041,1579
Mississippi,Grenada,1.833262642,% change,28043,1581
Mississippi,Hancock,-4.158895535,% change,28045,1583
Mississippi,Harrison,17.775946387,% change,28047,1587
Mississippi,Hinds,36.772283287,% change,28049,1591
Mississippi,Holmes,0.0,% change,28051,1593
Mississippi,Humphreys,0.0,% change,28053,1596
Mississippi,Issaquena,0.0,% change,28055,1598
Mississippi,Itawamba,-0.576849122,% change,28057,1601
Mississippi,Jackson,-1.140233133,% change,28059,1605
Mississippi,Jasper,0.0,% change,28061,1607
Mississippi,Jefferson,0.0,% change,28063,1610
Mississippi,Jefferson Davis,0.0,% change,28065,1612
Mississippi,Jones,-0.407738226,% change,28067,1615
Mississippi,Kemper,0.0,% change,28069,1616
Mississippi,Lafayette,-9.59442024,% change,28071,1620
Mississippi,Lamar,-6.405356851,% change,28073,1623
Mississippi,Lauderdale,4.399958564,% change,28075,1628
Mississippi,Lawrence,0.0,% change,28077,1632
Mississippi,Leake,2.27822492,% change,28079,1636
Mississippi,Lee,-0.950292398,% change,28081,1638
Mississippi,Leflore,7.814444781,% change,28083,1643
Mississippi,Lincoln,1.322520637,% change,28085,1645
Mississippi,Lowndes,0.220316179,% change,28087,1647
Mississippi,Madison,39.887364621,% change,28089,1651
Mississippi,Marion,6.207940111,% change,28091,1653
Mississippi,Marshall,2.688652879,% change,28093,1655
Mississippi,Monroe,1.954996101,% change,28095,1656
Mississippi,Montgomery,0.0,% change,28097,1658
Mississippi,Neshoba,0.988484663,% change,28099,1661
Mississippi,Newton,0.154313771,% change,28101,1663
Mississippi,Noxubee,0.0,% change,28103,1666
Mississippi,Oktibbeha,-3.747554408,% change,28105,1668
Mississippi,Panola,0.913348946,% change,28107,1671
Mississippi,Pearl River,0.653689715,% change,28109,1676
Mississippi,Perry,0.0,% change,28111,1679
Mississippi,Pike,2.075338315,% change,28113,1680
Mississippi,Pontotoc,-5.289944969,% change,28115,1682
Mississippi,Prentiss,nan,% change,28117,1684
Mississippi,Quitman,0.0,% change,28119,1685
Mississippi,Rankin,-4.585170182,% change,28121,1690
Mississippi,Scott,-0.119811121,% change,28123,1692
Mississippi,Sharkey,0.0,% change,28125,1695
Mississippi,Simpson,1.527057079,% change,28127,1698
Mississippi,Smith,0.0,% change,28129,1709
Mississippi,Stone,-0.339813938,% change,28131,1712
Mississippi,Sunflower,8.056387131,% change,28133,1721
Mississippi,Tallahatchie,0.0,% change,28135,1725
Mississippi,Tate,1.766621823,% change,28137,1727
Mississippi,Tippah,0.0,% change,28139,1730
Mississippi,Tishomingo,0.0,% change,28141,1732
Mississippi,Tunica,0.0,% change,28143,1735
Mississippi,Union,-3.654015887,% change,28145,1737
Mississippi,Walthall,0.0,% change,28147,1740
Mississippi,Warren,2.689143513,% change,28149,1746
Mississippi,Washington,6.88902545,% change,28151,1750
Mississippi,Wayne,0.787286064,% change,28153,1753
Mississippi,Webster,0.0,% change,28155,1756
Mississippi,Wilkinson,0.0,% change,28157,1757
Mississippi,Winston,3.703703704,% change,28159,1758
Mississippi,Yalobusha,0.0,% change,28161,1759
Mississippi,Yazoo,0.0,% change,28163,1760
Missouri,Adair,1.633429806,% change,29001,1761
Missouri,Andrew,0.0,% change,29003,1762
Missouri,Atchison,0.0,% change,29005,1763
Missouri,Audrain,-1.344927536,% change,29007,1766
Missouri,Barry,-0.036787,% change,29009,1767
Missouri,Barton,4.089720887,% change,29011,1771
Missouri,Bates,nan,% change,29013,1776
Missouri,Benton,0.565509223,% change,29015,1778
Missouri,Bollinger,0.0,% change,29017,1781
Missouri,Boone,-5.967545524,% change,29019,1783
Missouri,Buchanan,0.352530385,% change,29021,1789
Missouri,Butler,100.916123303,% change,29023,1792
Missouri,Caldwell,0.0,% change,29025,1795
Missouri,Callaway,-1.779177851,% change,29027,1799
Missouri,Camden,-2.692794774,% change,29029,1803
Missouri,Cape Girardeau,30.230896798,% change,29031,1808
Missouri,Carroll,0.0,% change,29033,1822
Missouri,Carter,0.0,% change,29035,1001
Missouri,Cass,-2.733021989,% change,29037,1004
Missouri,Cedar,0.0,% change,29039,1007
Missouri,Chariton,0.0,% change,29041,1011
Missouri,Christian,-6.564954431,% change,29043,1014
Missouri,Clark,0.0,% change,29045,1015
Missouri,Clay,41.459068026,% change,29047,1018
Missouri,Clinton,0.0,% change,29049,1021
Missouri,Cole,49.409964181,% change,29051,1022
Missouri,Cooper,nan,% change,29053,1025
Missouri,Crawford,0.0,% change,29055,1028
Missouri,Dade,0.0,% change,29057,1030
Missouri,Dallas,0.0,% change,29059,1032
Missouri,Daviess,0.0,% change,29061,1036
Missouri,DeKalb,2.5029988,% change,29063,1038
Missouri,Dent,1.011345219,% change,29065,1040
Missouri,Douglas,2.059616537,% change,29067,1043
Missouri,Dunklin,4.745385522,% change,29069,1045
Missouri,Franklin,-1.095821087,% change,29071,1047
Missouri,Gasconade,2.216949153,% change,29073,1049
Missouri,Gentry,0.0,% change,29075,1052
Missouri,Greene,23.846261873,% change,29077,1054
Missouri,Grundy,0.0,% change,29079,1057
Missouri,Harrison,3.38766007,% change,29081,1058
Missouri,Henry,2.821853171,% change,29083,1061
Missouri,Hickory,0.0,% change,29085,1063
Missouri,Holt,0.0,% change,29087,1065
Missouri,Howard,0.0,% change,29089,1068
Missouri,Howell,1.121076233,% change,29091,1070
Missouri,Iron,0.0,% change,29093,1072
Missouri,Jackson,15.142508819,% change,29095,1074
Missouri,Jasper,-1.005884424,% change,29097,1078
Missouri,Jefferson,96.53287857,% change,29099,1082
Missouri,Johnson,-0.447335558,% change,29101,1087
Missouri,Knox,0.0,% change,29103,1091
Missouri,Laclede,0.587122816,% change,29105,1096
Missouri,Lafayette,0.0,% change,29107,1099
Missouri,Lawrence,nan,% change,29109,1101
Missouri,Lewis,0.0,% change,29111,1104
Missouri,Lincoln,-3.843366071,% change,29113,1106
Missouri,Linn,3.682042834,% change,29115,1109
Missouri,Livingston,-0.145329634,% change,29117,1112
Missouri,McDonald,0.500724733,% change,29119,1113
Missouri,Macon,0.0,% change,29121,1116
Missouri,Madison,0.220750552,% change,29123,1117
Missouri,Maries,0.0,% change,29125,1120
Missouri,Marion,0.390693131,% change,29127,1122
Missouri,Mercer,0.0,% change,29129,1125
Missouri,Miller,0.0,% change,29131,1128
Missouri,Mississippi,0.0,% change,29133,1131
Missouri,Moniteau,0.0,% change,29135,1135
Missouri,Monroe,0.0,% change,29137,1139
Missouri,Montgomery,0.0,% change,29139,1142
Missouri,Morgan,1.353301159,% change,29141,1146
Missouri,New Madrid,4.991615428,% change,29143,1149
Missouri,Newton,0.551366392,% change,29145,1152
Missouri,Nodaway,4.099235284,% change,29147,1156
Missouri,Oregon,0.0,% change,29149,1158
Missouri,Osage,0.0,% change,29151,1164
Missouri,Ozark,0.0,% change,29153,1168
Missouri,Pemiscot,0.0,% change,29155,1170
Missouri,Perry,-1.031196292,% change,29157,1172
Missouri,Pettis,-0.352412488,% change,29159,1174
Missouri,Phelps,0.854376729,% change,29161,1176
Missouri,Pike,nan,% change,29163,1179
Missouri,Platte,-7.950087681,% change,29165,1181
Missouri,Polk,-0.674901312,% change,29167,1183
Missouri,Pulaski,1.222177872,% change,29169,1185
Missouri,Putnam,0.0,% change,29171,1188
Missouri,Ralls,0.0,% change,29173,1191
Missouri,Randolph,1.221465759,% change,29175,1194
Missouri,Ray,2.640728841,% change,29177,1197
Missouri,Reynolds,0.0,% change,29179,1200
Missouri,Ripley,0.0,% change,29181,1203
Missouri,St. Charles,63.630228125,% change,29183,1205
Missouri,St. Clair,0.0,% change,29185,1208
Missouri,Ste. Genevieve,0.0,% change,29186,1209
Missouri,St. Francois,-1.230551414,% change,29187,1212
Missouri,St. Louis County,111.342056451,% change,29189,1216
Missouri,Saline,2.117976545,% change,29195,1218
Missouri,Schuyler,0.0,% change,29197,1221
Missouri,Scotland,0.0,% change,29199,1224
Missouri,Scott,0.0,% change,29201,1227
Missouri,Shannon,0.0,% change,29203,1229
Missouri,Shelby,0.0,% change,29205,1232
Missouri,Stoddard,1.234609775,% change,29207,1236
Missouri,Stone,1.832942221,% change,29209,1237
Missouri,Sullivan,0.0,% change,29211,1240
Missouri,Taney,-3.885002466,% change,29213,1242
Missouri,Texas,0.235958533,% change,29215,1245
Missouri,Vernon,2.087184976,% change,29217,1248
Missouri,Warren,-3.669968949,% change,29219,1251
Missouri,Washington,1.055090206,% change,29221,1253
Missouri,Wayne,0.0,% change,29223,1256
Missouri,Webster,-4.424011559,% change,29225,1258
Missouri,Worth,0.0,% change,29227,1261
Missouri,Wright,2.013679891,% change,29229,1263
Missouri,St. Louis County,0.0,% change,29510,1216
Montana,Beaverhead,0.0,% change,30001,1269
Montana,Big Horn,0.0,% change,30003,1274
Montana,Blaine,0.0,% change,30005,1124
Montana,Broadwater,0.0,% change,30007,1132
Montana,Carbon,0.0,% change,30009,1137
Montana,Carter,0.0,% change,30011,1141
Montana,Cascade,0.228254467,% change,30013,1144
Montana,Chouteau,0.0,% change,30015,1150
Montana,Custer,-0.558328399,% change,30017,1153
Montana,Daniels,0.0,% change,30019,1157
Montana,Dawson,0.0,% change,30021,1160
Montana,Deer Lodge,0.0,% change,30023,1163
Montana,Fallon,0.0,% change,30025,1165
Montana,Fergus,0.0,% change,30027,1169
Montana,Flathead,86.78103856,% change,30029,1173
Montana,Gallatin,-12.277077408,% change,30031,1177
Montana,Garfield,0.0,% change,30033,1182
Montana,Glacier,0.0,% change,30035,1186
Montana,Golden Valley,0.0,% change,30037,1189
Montana,Granite,0.0,% change,30039,1192
Montana,Hill,-0.37091086,% change,30041,1195
Montana,Jefferson,0.0,% change,30043,1199
Montana,Judith Basin,0.0,% change,30045,1202
Montana,Lake,0.0,% change,30047,1207
Montana,Lewis and Clark,-3.817822494,% change,30049,1211
Montana,Liberty,0.0,% change,30051,1214
Montana,Lincoln,0.0,% change,30053,1219
Montana,McCone,0.0,% change,30055,1223
Montana,Madison,0.0,% change,30057,1226
Montana,Meagher,0.0,% change,30059,1231
Montana,Mineral,0.0,% change,30061,1234
Montana,Missoula,42.591633879,% change,30063,1239
Montana,Musselshell,0.0,% change,30065,1241
Montana,Park,0.0,% change,30067,1244
Montana,Petroleum,0.0,% change,30069,1247
Montana,Phillips,0.0,% change,30071,1250
Montana,Pondera,0.0,% change,30073,1254
Montana,Powder River,0.0,% change,30075,1259
Montana,Powell,0.0,% change,30077,1262
Montana,Prairie,0.0,% change,30079,1264
Montana,Ravalli,0.0,% change,30081,1268
Montana,Richland,0.0,% change,30083,1271
Montana,Roosevelt,0.0,% change,30085,1275
Montana,Rosebud,0.0,% change,30087,1277
Montana,Sanders,0.0,% change,30089,1278
Montana,Sheridan,0.0,% change,30091,1281
Montana,Silver Bow,-0.269823309,% change,30093,1284
Montana,Stillwater,0.0,% change,30095,1286
Montana,Sweet Grass,0.0,% change,30097,1288
Montana,Teton,0.0,% change,30099,1290
Montana,Toole,0.0,% change,30101,1292
Montana,Treasure,0.0,% change,30103,1293
Montana,Valley,0.0,% change,30105,1296
Montana,Wheatland,0.0,% change,30107,1298
Montana,Wibaux,0.0,% change,30109,1300
Montana,Yellowstone,-5.040343043,% change,30111,1302
Nebraska,Adams,-1.424645418,% change,31001,1303
Nebraska,Antelope,0.0,% change,31003,1305
Nebraska,Arthur,0.0,% change,31005,1307
Nebraska,Banner,0.0,% change,31007,1308
Nebraska,Blaine,0.0,% change,31009,1309
Nebraska,Boone,0.0,% change,31011,1310
Nebraska,Box Butte,0.0,% change,31013,1315
Nebraska,Boyd,0.0,% change,31015,1317
Nebraska,Brown,0.0,% change,31017,1319
Nebraska,Buffalo,-5.141549552,% change,31019,1321
Nebraska,Burt,0.0,% change,31021,1323
Nebraska,Butler,0.0,% change,31023,1325
Nebraska,Cass,0.0,% change,31025,1326
Nebraska,Cedar,0.0,% change,31027,1329
Nebraska,Chase,0.0,% change,31029,1330
Nebraska,Cherry,0.0,% change,31031,1333
Nebraska,Cheyenne,-0.774885754,% change,31033,1334
Nebraska,Clay,0.0,% change,31035,1336
Nebraska,Colfax,0.0,% change,31037,1338
Nebraska,Cuming,0.0,% change,31039,1340
Nebraska,Custer,0.0,% change,31041,1342
Nebraska,Dakota,2.068526053,% change,31043,1344
Nebraska,Dawes,3.242818671,% change,31045,1347
Nebraska,Dawson,1.763002141,% change,31047,1349
Nebraska,Deuel,0.0,% change,31049,1351
Nebraska,Dixon,0.0,% change,31051,1353
Nebraska,Dodge,0.989963628,% change,31053,1354
Nebraska,Douglas,22.648454561,% change,31055,1358
Nebraska,Dundy,0.0,% change,31057,1360
Nebraska,Fillmore,0.0,% change,31059,1363
Nebraska,Franklin,0.0,% change,31061,1369
Nebraska,Frontier,0.0,% change,31063,1371
Nebraska,Furnas,0.0,% change,31065,1374
Nebraska,Gage,1.374427322,% change,31067,1378
Nebraska,Garden,0.0,% change,31069,1381
Nebraska,Garfield,0.0,% change,31071,1391
Nebraska,Gosper,0.0,% change,31073,1393
Nebraska,Grant,0.0,% change,31075,1395
Nebraska,Greeley,0.0,% change,31077,1397
Nebraska,Hall,-3.219567691,% change,31079,1402
Nebraska,Hamilton,0.0,% change,31081,1405
Nebraska,Harlan,0.0,% change,31083,1409
Nebraska,Hayes,0.0,% change,31085,1411
Nebraska,Hitchcock,0.0,% change,31087,1414
Nebraska,Holt,0.0,% change,31089,1416
Nebraska,Hooker,0.0,% change,31091,1418
Nebraska,Howard,0.0,% change,31093,1311
Nebraska,Jefferson,5.18250209,% change,31095,1312
Nebraska,Johnson,0.0,% change,31097,1313
Nebraska,Kearney,0.0,% change,31099,1314
Nebraska,Keith,nan,% change,31101,1316
Nebraska,Keya Paha,0.0,% change,31103,1318
Nebraska,Kimball,0.0,% change,31105,1320
Nebraska,Knox,0.0,% change,31107,1322
Nebraska,Lancaster,30.756018393,% change,31109,1324
Nebraska,Lincoln,1.581439928,% change,31111,1327
Nebraska,Logan,0.0,% change,31113,1328
Nebraska,Loup,0.0,% change,31115,1331
Nebraska,McPherson,0.0,% change,31117,1332
Nebraska,Madison,0.226134249,% change,31119,1335
Nebraska,Merrick,0.0,% change,31121,1337
Nebraska,Morrill,0.0,% change,31123,1339
Nebraska,Nance,0.0,% change,31125,1341
Nebraska,Nemaha,0.0,% change,31127,1343
Nebraska,Nuckolls,0.0,% change,31129,1345
Nebraska,Otoe,-1.495245245,% change,31131,1348
Nebraska,Pawnee,0.0,% change,31133,1350
Nebraska,Perkins,0.0,% change,31135,1352
Nebraska,Phelps,0.0,% change,31137,1355
Nebraska,Pierce,0.0,% change,31139,1356
Nebraska,Platte,-1.28695441,% change,31141,1359
Nebraska,Polk,0.0,% change,31143,1362
Nebraska,Red Willow,2.457572104,% change,31145,1364
Nebraska,Richardson,0.0,% change,31147,1365
Nebraska,Rock,0.0,% change,31149,1366
Nebraska,Saline,0.286813571,% change,31151,1367
Nebraska,Sarpy,36.766239738,% change,31153,1368
Nebraska,Saunders,0.0,% change,31155,1370
Nebraska,Scotts Bluff,1.107980193,% change,31157,1373
Nebraska,Seward,-2.235879426,% change,31159,1375
Nebraska,Sheridan,0.0,% change,31161,1376
Nebraska,Sherman,0.0,% change,31163,1377
Nebraska,Sioux,0.0,% change,31165,1380
Nebraska,Stanton,0.0,% change,31167,1382
Nebraska,Thayer,0.0,% change,31169,1383
Nebraska,Thomas,0.0,% change,31171,1384
Nebraska,Thurston,0.0,% change,31173,1385
Nebraska,Valley,0.0,% change,31175,1386
Nebraska,Washington,nan,% change,31177,1387
Nebraska,Wayne,0.0,% change,31179,1388
Nebraska,Webster,0.0,% change,31181,1389
Nebraska,Wheeler,0.0,% change,31183,1390
Nebraska,York,0.188939757,% change,31185,1392
