State,County,Recreation & fitness facilities per 1000 pop (% change) 2011-16 (PCH_RECFACPTH_11_16),Units,FIPS,FID
Louisiana,Union,0.64133752,% change,22111,1507
Louisiana,Vermilion,-41.996877803,% change,22113,1510
Louisiana,Vernon,-49.397532012,% change,22115,1513
Louisiana,Washington,-49.212691711,% change,22117,1516
Louisiana,Webster,0.0,% change,22119,1518
Louisiana,West Baton Rouge,-7.094112658,% change,22121,1520
Louisiana,West Carroll,-100.0,% change,22123,1522
Louisiana,West Feliciana,0.0,% change,22125,1524
Louisiana,Winn,0.0,% change,22127,1529
Maine,Androscoggin,-15.285224708,% change,23001,1532
Maine,Aroostook,39.708732163,% change,23003,1535
Maine,Cumberland,7.938635943,% change,23005,1608
Maine,Franklin,2.194805627,% change,23007,1619
Maine,Hancock,0.22978786,% change,23009,1748
Maine,Kennebec,-6.330498044,% change,23011,1755
Maine,Knox,-28.555217321,% change,23013,1774
Maine,Lincoln,0.826640779,% change,23015,1835
Maine,Oxford,-32.563869039,% change,23017,1842
Maine,Penobscot,26.813351813,% change,23019,1846
Maine,Piscataquis,2.867978194,% change,23021,1851
Maine,Sagadahoc,-16.690386057,% change,23023,1855
Maine,Somerset,53.736454612,% change,23025,1860
Maine,Waldo,-26.101458465,% change,23027,1865
Maine,Washington,-30.906671735,% change,23029,1884
Maine,York,-1.985926428,% change,23031,1901
Maryland,Allegany,-38.012854254,% change,24001,1905
Maryland,Anne Arundel,-10.428755237,% change,24003,1925
Maryland,Baltimore County,0.28286859,% change,24005,1939
Maryland,Calvert,-43.971785797,% change,24009,1946
Maryland,Caroline,0.0334479,% change,24011,1949
Maryland,Carroll,-28.052123968,% change,24013,1955
Maryland,Cecil,18.696020487,% change,24015,1963
Maryland,Charles,-5.223273836,% change,24017,1294
Maryland,Dorchester,-49.329035857,% change,24019,1346
Maryland,Frederick,-4.240341131,% change,24021,1357
Maryland,Garrett,-58.919029444,% change,24023,1361
Maryland,Harford,2.16785251,% change,24025,1372
Maryland,Howard,35.305943804,% change,24027,1379
Maryland,Kent,-31.311692276,% change,24029,1394
Maryland,Montgomery,21.515295268,% change,24031,1398
Maryland,Prince George's,-14.677284703,% change,24033,1403
Maryland,Queen Anne's,-29.890252901,% change,24035,1413
Maryland,St. Mary's,28.266344764,% change,24037,1421
Maryland,Somerset,nan,% change,24039,1430
Maryland,Talbot,2.002472852,% change,24041,1438
Maryland,Washington,-0.704225352,% change,24043,1445
Maryland,Wicomico,-43.074036165,% change,24045,1446
Maryland,Worcester,24.978161277,% change,24047,1456
Maryland,Baltimore County,75.28932016,% change,24510,1939
Massachusetts,Barnstable,-7.882879213,% change,25001,1478
Massachusetts,Berkshire,10.773887702,% change,25003,1480
Massachusetts,Bristol,-5.537892791,% change,25005,1486
Massachusetts,Dukes,-3.564001848,% change,25007,1491
Massachusetts,Essex,7.643726892,% change,25009,1519
Massachusetts,Franklin,1.47271234,% change,25011,1523
Massachusetts,Hampden,11.491574525,% change,25013,1526
Massachusetts,Hampshire,9.457685523,% change,25015,1527
Massachusetts,Middlesex,7.633186172,% change,25017,1533
Massachusetts,Nantucket,36.946523582,% change,25019,1537
Massachusetts,Norfolk,16.728500125,% change,25021,1543
Massachusetts,Plymouth,7.181738313,% change,25023,1569
Massachusetts,Suffolk,9.59117363,% change,25025,1585
Massachusetts,Worcester,6.045096543,% change,25027,1599
Michigan,Alcona,0.0,% change,26001,1603
Michigan,Alger,0.0,% change,26003,1609
Michigan,Allegan,-72.377514183,% change,26005,1611
Michigan,Alpena,-31.753730909,% change,26007,1614
Michigan,Antrim,-100.0,% change,26009,1617
Michigan,Arenac,-100.0,% change,26011,1621
Michigan,Baraga,0.0,% change,26013,1624
Michigan,Barry,-80.268287781,% change,26015,1627
Michigan,Bay,-35.764636632,% change,26017,1631
Michigan,Benzie,-100.0,% change,26019,1634
Michigan,Berrien,-13.93828769,% change,26021,1635
Michigan,Branch,-39.370412132,% change,26023,1640
Michigan,Calhoun,-38.06665543,% change,26025,1641
Michigan,Cass,1.909820539,% change,26027,1644
Michigan,Charlevoix,-20.119439553,% change,26029,1648
Michigan,Cheboygan,-49.055266887,% change,26031,1649
Michigan,Chippewa,-48.453416808,% change,26033,1660
Michigan,Clare,-32.037536451,% change,26035,1665
Michigan,Clinton,95.746162776,% change,26037,1669
Michigan,Crawford,2.139893733,% change,26039,1672
Michigan,Delta,-56.296953564,% change,26041,1675
Michigan,Dickinson,-41.636572324,% change,26043,1677
Michigan,Eaton,-20.729831782,% change,26045,1678
Michigan,Emmet,39.213148621,% change,26047,1686
Michigan,Genesee,-18.872255527,% change,26049,1688
Michigan,Gladwin,-48.570235444,% change,26051,1691
Michigan,Gogebic,-47.504723435,% change,26053,1693
Michigan,Grand Traverse,17.448436098,% change,26055,1697
Michigan,Gratiot,2.858399296,% change,26057,1700
Michigan,Hillsdale,-59.280704438,% change,26059,1701
Michigan,Houghton,-39.269159754,% change,26061,1705
Michigan,Huron,-65.281443091,% change,26063,1708
Michigan,Ingham,-6.429794431,% change,26065,1710
Michigan,Ionia,-60.205041912,% change,26067,1713
Michigan,Iosco,-49.376755965,% change,26069,1715
Michigan,Iron,-100.0,% change,26071,1716
Michigan,Isabella,23.986054293,% change,26073,1717
Michigan,Jackson,15.304219846,% change,26075,1719
Michigan,Kalamazoo,-37.432175923,% change,26077,1720
Michigan,Kalkaska,0.0,% change,26079,1722
Michigan,Kent,-9.638482529,% change,26081,1726
Michigan,Keweenaw,0.0,% change,26083,1743
Michigan,Lake,0.0,% change,26085,1749
Michigan,Lapeer,33.198700567,% change,26087,1752
Michigan,Leelanau,-50.169822733,% change,26089,1765
Michigan,Lenawee,34.433729232,% change,26091,1768
Michigan,Livingston,28.830560245,% change,26093,1770
Michigan,Luce,0.0,% change,26095,1773
Michigan,Mackinac,0.0,% change,26097,1779
Michigan,Macomb,8.215513097,% change,26099,1785
Michigan,Manistee,0.0,% change,26101,1787
Michigan,Marquette,-13.015366692,% change,26103,1793
Michigan,Mason,-66.912801313,% change,26105,1797
Michigan,Mecosta,-32.944192223,% change,26107,1800
Michigan,Menominee,-58.895827053,% change,26109,1802
Michigan,Midland,-53.150991414,% change,26111,1806
Michigan,Missaukee,-100.0,% change,26113,1810
Michigan,Monroe,-34.753595051,% change,26115,1812
Michigan,Montcalm,0.447882089,% change,26117,1815
Michigan,Montmorency,0.0,% change,26119,1816
Michigan,Muskegon,-34.537632918,% change,26121,1818
Michigan,Newaygo,203.276973299,% change,26123,1820
Michigan,Oakland,2.256055641,% change,26125,1824
Michigan,Oceana,0.643050112,% change,26127,1825
Michigan,Ogemaw,54.255573629,% change,26129,1827
Michigan,Ontonagon,0.0,% change,26131,1829
Michigan,Osceola,nan,% change,26133,1830
Michigan,Oscoda,nan,% change,26135,1832
Michigan,Otsego,-67.06308523,% change,26137,1834
Michigan,Ottawa,-29.361641282,% change,26139,1837
Michigan,Presque Isle,-74.172888016,% change,26141,1840
Michigan,Roscommon,205.837212228,% change,26143,1843
Michigan,Saginaw,22.206336711,% change,26145,1845
Michigan,St. Clair,-32.490319129,% change,26147,1854
Michigan,St. Joseph,-49.823283798,% change,26149,1857
Michigan,Sanilac,3.169694627,% change,26151,1858
Michigan,Schoolcraft,0.0,% change,26153,1861
Michigan,Shiawassee,-12.50492406,% change,26155,1863
Michigan,Tuscola,-30.625841395,% change,26157,1866
Michigan,Van Buren,202.876291539,% change,26159,1867
Michigan,Washtenaw,13.515816035,% change,26161,1869
Michigan,Wayne,4.493880069,% change,26163,1871
Michigan,Wexford,-17.804976327,% change,26165,1873
Minnesota,Aitkin,0.0,% change,27001,1875
Minnesota,Anoka,25.411043529,% change,27003,1877
Minnesota,Becker,-2.939085091,% change,27005,1878
Minnesota,Beltrami,22.353893634,% change,27007,1880
Minnesota,Benton,-34.579912841,% change,27009,1881
Minnesota,Big Stone,0.0,% change,27011,1882
Minnesota,Blue Earth,9.273292676,% change,27013,1886
Minnesota,Brown,-27.465871948,% change,27015,1892
Minnesota,Carlton,-0.317915823,% change,27017,1893
Minnesota,Carver,-29.263543507,% change,27019,1894
Minnesota,Cass,0.0,% change,27021,1895
Minnesota,Chippewa,2.276503822,% change,27023,1896
Minnesota,Chisago,-1.564102564,% change,27025,1897
Minnesota,Clay,19.11570524,% change,27027,1898
Minnesota,Clearwater,0.0,% change,27029,1899
Minnesota,Cook,-100.0,% change,27031,1900
Minnesota,Cottonwood,-100.0,% change,27033,1902
Minnesota,Crow Wing,-1.756284204,% change,27035,1903
Minnesota,Dakota,37.510707758,% change,27037,1904
Minnesota,Dodge,-100.0,% change,27039,1906
Minnesota,Douglas,21.64406962,% change,27041,1907
Minnesota,Faribault,4.373872248,% change,27043,1908
Minnesota,Fillmore,-100.0,% change,27045,1909
Minnesota,Freeborn,104.400881492,% change,27047,1910
Minnesota,Goodhue,16.321006344,% change,27049,1911
Minnesota,Grant,0.0,% change,27051,1912
Minnesota,Hennepin,17.181573288,% change,27053,1913
Minnesota,Houston,-49.575297826,% change,27055,1914
Minnesota,Hubbard,-33.996170986,% change,27057,1915
Minnesota,Isanti,-1.48075534,% change,27059,1916
Minnesota,Itasca,-25.084719484,% change,27061,1917
Minnesota,Jackson,2.534701267,% change,27063,1918
Minnesota,Kanabec,2.121899005,% change,27065,1919
Minnesota,Kandiyohi,-50.497395711,% change,27067,1920
Minnesota,Kittson,0.0,% change,27069,1921
Minnesota,Koochiching,-21.374227294,% change,27071,1922
Minnesota,Lac qui Parle,0.0,% change,27073,1923
Minnesota,Lake,0.0,% change,27075,1926
Minnesota,Lake of the Woods,5.663856691,% change,27077,1927
Minnesota,Le Sueur,-19.809482572,% change,27079,1929
Minnesota,Lincoln,0.0,% change,27081,1931
Minnesota,Lyon,49.762190171,% change,27083,1932
Minnesota,McLeod,1.695199731,% change,27085,1934
Minnesota,Mahnomen,0.0,% change,27087,1936
Minnesota,Marshall,0.0,% change,27089,1937
Minnesota,Martin,-17.075917547,% change,27091,1940
Minnesota,Meeker,-74.896099398,% change,27093,1941
Minnesota,Mille Lacs,101.756851722,% change,27095,1943
Minnesota,Morrison,-49.498784933,% change,27097,1944
Minnesota,Mower,-24.92181342,% change,27099,1945
Minnesota,Murray,-100.0,% change,27101,1947
Minnesota,Nicollet,-34.708026305,% change,27103,1948
Minnesota,Nobles,-50.922056686,% change,27105,1950
Minnesota,Norman,0.0,% change,27107,1951
Minnesota,Olmsted,20.577392182,% change,27109,1953
Minnesota,Otter Tail,18.54711026,% change,27111,1954
Minnesota,Pennington,nan,% change,27113,1956
Minnesota,Pine,-100.0,% change,27115,1957
Minnesota,Pipestone,0.0,% change,27117,1958
Minnesota,Polk,-50.161213845,% change,27119,1959
Minnesota,Pope,-0.447039504,% change,27121,1961
Minnesota,Ramsey,14.43247461,% change,27123,1964
Minnesota,Red Lake,0.0,% change,27125,1966
Minnesota,Redwood,5.165397742,% change,27127,1969
Minnesota,Renville,0.0,% change,27129,1971
Minnesota,Rice,-1.724400805,% change,27131,1973
Minnesota,Rock,-32.016006233,% change,27133,1974
Minnesota,Roseau,-0.289221672,% change,27135,1976
Minnesota,St. Louis,11.307760079,% change,27137,1978
Minnesota,Scott,-19.129083646,% change,27139,1979
Minnesota,Sherburne,-4.270882492,% change,27141,1980
Minnesota,Sibley,2.467550027,% change,27143,1982
Minnesota,Stearns,-21.932345267,% change,27145,1984
Minnesota,Steele,32.835644679,% change,27147,1985
Minnesota,Stevens,-100.0,% change,27149,1987
Minnesota,Swift,0.0,% change,27151,1988
Minnesota,Todd,1.995574496,% change,27153,1989
Minnesota,Traverse,0.0,% change,27155,1990
Minnesota,Wabasha,-66.419545857,% change,27157,1991
Minnesota,Wadena,-100.0,% change,27159,1992
Minnesota,Waseca,35.847319595,% change,27161,1993
Minnesota,Washington,8.677865357,% change,27163,1994
Minnesota,Watonwan,-74.420309779,% change,27165,1996
Minnesota,Wilkin,0.0,% change,27167,1997
Minnesota,Winona,0.947476018,% change,27169,1998
Minnesota,Wright,3.291738111,% change,27171,1999
Minnesota,Yellow Medicine,0.0,% change,27173,1531
Mississippi,Adams,-65.635072095,% change,28001,1534
Mississippi,Alcorn,-59.968850698,% change,28003,1538
Mississippi,Amite,-47.172164119,% change,28005,1539
Mississippi,Attala,56.64925132,% change,28007,1541
Mississippi,Benton,0.0,% change,28009,1544
Mississippi,Bolivar,55.331862475,% change,28011,1547
Mississippi,Calhoun,0.0,% change,28013,1548
Mississippi,Carroll,0.0,% change,28015,1549
Mississippi,Chickasaw,0.0,% change,28017,1550
Mississippi,Choctaw,0.0,% change,28019,1552
Mississippi,Claiborne,nan,% change,28021,1555
Mississippi,Clarke,nan,% change,28023,1557
Mississippi,Clay,0.0,% change,28025,1559
Mississippi,Coahoma,8.505457599,% change,28027,1562
Mississippi,Copiah,2.37371089,% change,28029,1564
Mississippi,Covington,-100.0,% change,28031,1567
Mississippi,DeSoto,5.864934917,% change,28033,1571
Mississippi,Forrest,43.161226837,% change,28035,1572
Mississippi,Franklin,0.0,% change,28037,1575
Mississippi,George,-3.6685642,% change,28039,1577
Mississippi,Greene,6.267616081,% change,28041,1579
Mississippi,Grenada,35.777683523,% change,28043,1581
Mississippi,Hancock,19.801380582,% change,28045,1583
Mississippi,Harrison,54.791243823,% change,28047,1587
Mississippi,Hinds,-6.340719053,% change,28049,1591
Mississippi,Holmes,nan,% change,28051,1593
Mississippi,Humphreys,0.0,% change,28053,1596
Mississippi,Issaquena,0.0,% change,28055,1598
Mississippi,Itawamba,-0.576849122,% change,28057,1601
Mississippi,Jackson,27.105414543,% change,28059,1605
Mississippi,Jasper,0.0,% change,28061,1607
Mississippi,Jefferson,0.0,% change,28063,1610
Mississippi,Jefferson Davis,0.0,% change,28065,1612
Mississippi,Jones,65.987102956,% change,28067,1615
Mississippi,Kemper,0.0,% change,28069,1616
Mississippi,Lafayette,80.811159521,% change,28071,1620
Mississippi,Lamar,16.993303936,% change,28073,1623
Mississippi,Lauderdale,4.399958564,% change,28075,1628
Mississippi,Lawrence,-100.0,% change,28077,1632
Mississippi,Leake,2.27822492,% change,28079,1636
Mississippi,Lee,27.34962406,% change,28081,1638
Mississippi,Leflore,7.814444781,% change,28083,1643
Mississippi,Lincoln,-39.206487618,% change,28085,1645
Mississippi,Lowndes,33.627088239,% change,28087,1647
Mississippi,Madison,55.430405134,% change,28089,1651
Mississippi,Marion,112.415880221,% change,28091,1653
Mississippi,Marshall,2.688652879,% change,28093,1655
Mississippi,Monroe,103.909992202,% change,28095,1656
Mississippi,Montgomery,0.0,% change,28097,1658
Mississippi,Neshoba,0.988484663,% change,28099,1661
Mississippi,Newton,0.154313771,% change,28101,1663
Mississippi,Noxubee,nan,% change,28103,1666
Mississippi,Oktibbeha,44.378668388,% change,28105,1668
Mississippi,Panola,-66.362217018,% change,28107,1671
Mississippi,Pearl River,34.20491962,% change,28109,1676
Mississippi,Perry,0.0,% change,28111,1679
Mississippi,Pike,2.075338315,% change,28113,1680
Mississippi,Pontotoc,-5.289944969,% change,28115,1682
Mississippi,Prentiss,-50.080727731,% change,28117,1684
Mississippi,Quitman,0.0,% change,28119,1685
Mississippi,Rankin,13.589083117,% change,28121,1690
Mississippi,Scott,-0.119811121,% change,28123,1692
Mississippi,Sharkey,0.0,% change,28125,1695
Mississippi,Simpson,103.054114159,% change,28127,1698
Mississippi,Smith,0.0,% change,28129,1709
Mississippi,Stone,-0.339813938,% change,28131,1712
Mississippi,Sunflower,8.056387131,% change,28133,1721
Mississippi,Tallahatchie,0.0,% change,28135,1725
Mississippi,Tate,1.766621823,% change,28137,1727
Mississippi,Tippah,0.0,% change,28139,1730
Mississippi,Tishomingo,0.0,% change,28141,1732
Mississippi,Tunica,0.0,% change,28143,1735
Mississippi,Union,-67.884671962,% change,28145,1737
Mississippi,Walthall,5.518188058,% change,28147,1740
Mississippi,Warren,2.689143513,% change,28149,1746
Mississippi,Washington,6.88902545,% change,28151,1750
Mississippi,Wayne,0.0,% change,28153,1753
Mississippi,Webster,0.0,% change,28155,1756
Mississippi,Wilkinson,0.0,% change,28157,1757
Mississippi,Winston,3.703703704,% change,28159,1758
Mississippi,Yalobusha,0.0,% change,28161,1759
Mississippi,Yazoo,0.0,% change,28163,1760
Missouri,Adair,-100.0,% change,29001,1761
Missouri,Andrew,-0.830497722,% change,29003,1762
Missouri,Atchison,109.905838041,% change,29005,1763
Missouri,Audrain,-50.672463768,% change,29007,1766
Missouri,Barry,-50.018393277,% change,29009,1767
Missouri,Barton,0.0,% change,29011,1771
Missouri,Bates,3.640583959,% change,29013,1776
Missouri,Benton,0.565509223,% change,29015,1778
Missouri,Bollinger,nan,% change,29017,1781
Missouri,Boone,45.32288419,% change,29019,1783
Missouri,Buchanan,-19.717975692,% change,29021,1789
Missouri,Butler,0.458061651,% change,29023,1792
Missouri,Caldwell,0.0,% change,29025,1795
Missouri,Callaway,-1.779177851,% change,29027,1799
Missouri,Camden,-2.692794774,% change,29029,1803
Missouri,Cape Girardeau,-2.326827401,% change,29031,1808
Missouri,Carroll,0.0,% change,29033,1822
Missouri,Carter,0.0,% change,29035,1001
Missouri,Cass,-78.385115997,% change,29037,1004
Missouri,Cedar,-100.0,% change,29039,1007
Missouri,Chariton,0.0,% change,29041,1011
Missouri,Christian,-16.946626161,% change,29043,1014
Missouri,Clark,0.0,% change,29045,1015
Missouri,Clay,46.698292768,% change,29047,1018
Missouri,Clinton,0.711154408,% change,29049,1021
Missouri,Cole,-0.393357213,% change,29051,1022
Missouri,Cooper,-0.757789968,% change,29053,1025
Missouri,Crawford,-100.0,% change,29055,1028
Missouri,Dade,0.0,% change,29057,1030
Missouri,Dallas,1.910866911,% change,29059,1032
Missouri,Daviess,0.0,% change,29061,1036
Missouri,DeKalb,0.0,% change,29063,1038
Missouri,Dent,nan,% change,29065,1040
Missouri,Douglas,-100.0,% change,29067,1043
Missouri,Dunklin,4.745385522,% change,29069,1045
Missouri,Franklin,55.420852577,% change,29071,1047
Missouri,Gasconade,0.0,% change,29073,1049
Missouri,Gentry,nan,% change,29075,1052
Missouri,Greene,5.646631992,% change,29077,1054
Missouri,Grundy,0.0,% change,29079,1057
Missouri,Harrison,-100.0,% change,29081,1058
Missouri,Henry,-48.589073414,% change,29083,1061
Missouri,Hickory,-100.0,% change,29085,1063
Missouri,Holt,-100.0,% change,29087,1065
Missouri,Howard,0.0,% change,29089,1068
Missouri,Howell,26.401345291,% change,29091,1070
Missouri,Iron,109.48063467,% change,29093,1072
Missouri,Jackson,32.668291667,% change,29095,1074
Missouri,Jasper,-10.905295981,% change,29097,1078
Missouri,Jefferson,12.30450204,% change,29099,1082
Missouri,Johnson,-0.447335558,% change,29101,1087
Missouri,Knox,-47.718631179,% change,29103,1091
Missouri,Laclede,-39.64772631,% change,29105,1096
Missouri,Lafayette,2.068096614,% change,29107,1099
Missouri,Lawrence,-66.436444817,% change,29109,1101
Missouri,Lewis,-32.447353632,% change,29111,1104
Missouri,Lincoln,-51.921683036,% change,29113,1106
Missouri,Linn,nan,% change,29115,1109
Missouri,Livingston,nan,% change,29117,1112
Missouri,McDonald,-100.0,% change,29119,1113
Missouri,Macon,2.251865548,% change,29121,1116
Missouri,Madison,100.441501104,% change,29123,1117
Missouri,Maries,0.0,% change,29125,1120
Missouri,Marion,-42.633889639,% change,29127,1122
Missouri,Mercer,3.143794423,% change,29129,1125
Missouri,Miller,-34.080179243,% change,29131,1128
Missouri,Mississippi,3.49421271,% change,29133,1131
Missouri,Moniteau,-1.855438246,% change,29135,1135
Missouri,Monroe,-100.0,% change,29137,1139
Missouri,Montgomery,6.377973338,% change,29139,1142
Missouri,Morgan,-66.21556628,% change,29141,1146
Missouri,New Madrid,0.0,% change,29143,1149
Missouri,Newton,0.551366392,% change,29145,1152
Missouri,Nodaway,108.198470567,% change,29147,1156
Missouri,Oregon,0.0,% change,29149,1158
Missouri,Osage,0.0,% change,29151,1164
Missouri,Ozark,0.0,% change,29153,1168
Missouri,Pemiscot,-46.804467314,% change,29155,1170
Missouri,Perry,97.937607416,% change,29157,1172
Missouri,Pettis,-16.96034374,% change,29159,1174
Missouri,Phelps,26.067970911,% change,29161,1176
Missouri,Pike,101.729355815,% change,29163,1179
Missouri,Platte,11.77489353,% change,29165,1181
Missouri,Polk,-0.674901312,% change,29167,1183
Missouri,Pulaski,-49.388911064,% change,29169,1185
Missouri,Putnam,0.0,% change,29171,1188
Missouri,Ralls,0.0,% change,29173,1191
Missouri,Randolph,-32.519022827,% change,29175,1194
Missouri,Ray,2.640728841,% change,29177,1197
Missouri,Reynolds,0.0,% change,29179,1200
Missouri,Ripley,0.0,% change,29181,1203
Missouri,St. Charles,15.648431908,% change,29183,1205
Missouri,St. Clair,0.0,% change,29185,1208
Missouri,Ste. Genevieve,0.0,% change,29186,1209
Missouri,St. Francois,-1.230551414,% change,29187,1212
Missouri,St. Louis County,-5.413881813,% change,29189,1216
Missouri,Saline,-31.92134897,% change,29195,1218
Missouri,Schuyler,0.0,% change,29197,1221
Missouri,Scotland,-1.507742461,% change,29199,1224
Missouri,Scott,1.043307595,% change,29201,1227
Missouri,Shannon,0.0,% change,29203,1229
Missouri,Shelby,3.057345893,% change,29205,1232
Missouri,Stoddard,-49.382695112,% change,29207,1236
Missouri,Stone,52.749413332,% change,29209,1237
Missouri,Sullivan,0.0,% change,29211,1240
Missouri,Taney,-45.077144266,% change,29213,1242
Missouri,Texas,0.235958533,% change,29215,1245
Missouri,Vernon,104.174369952,% change,29217,1248
Missouri,Warren,-51.834984474,% change,29219,1251
Missouri,Washington,203.165270619,% change,29221,1253
Missouri,Wayne,0.0,% change,29223,1256
Missouri,Webster,-52.21200578,% change,29225,1258
Missouri,Worth,0.0,% change,29227,1261
Missouri,Wright,53.020519836,% change,29229,1263
Missouri,St. Louis County,1.902639041,% change,29510,1216
Montana,Beaverhead,94.938585345,% change,30001,1269
Montana,Big Horn,0.0,% change,30003,1274
Montana,Blaine,0.0,% change,30005,1124
Montana,Broadwater,nan,% change,30007,1132
Montana,Carbon,-3.886454563,% change,30009,1137
Montana,Carter,0.0,% change,30011,1141
Montana,Cascade,20.27390536,% change,30013,1144
Montana,Chouteau,0.241629272,% change,30015,1150
Montana,Custer,nan,% change,30017,1153
Montana,Daniels,0.0,% change,30019,1157
Montana,Dawson,-100.0,% change,30021,1160
Montana,Deer Lodge,2.304553975,% change,30023,1163
Montana,Fallon,0.0,% change,30025,1165
Montana,Fergus,-49.318584071,% change,30027,1169
Montana,Flathead,12.068623136,% change,30029,1173
Montana,Gallatin,22.812091629,% change,30031,1177
Montana,Garfield,0.0,% change,30033,1182
Montana,Glacier,0.0,% change,30035,1186
Montana,Golden Valley,0.0,% change,30037,1189
Montana,Granite,0.0,% change,30039,1192
Montana,Hill,-25.278183145,% change,30041,1195
Montana,Jefferson,nan,% change,30043,1199
Montana,Judith Basin,0.0,% change,30045,1202
Montana,Lake,-51.250378648,% change,30047,1207
Montana,Lewis and Clark,20.227721883,% change,30049,1211
Montana,Liberty,-2.100494234,% change,30051,1214
Montana,Lincoln,104.066562663,% change,30053,1219
Montana,McCone,0.0,% change,30055,1223
Montana,Madison,-36.060568034,% change,30057,1226
Montana,Meagher,0.0,% change,30059,1231
Montana,Mineral,0.0,% change,30061,1234
Montana,Missoula,6.244746812,% change,30063,1239
Montana,Musselshell,0.0,% change,30065,1241
Montana,Park,-3.677475463,% change,30067,1244
Montana,Petroleum,0.0,% change,30069,1247
Montana,Phillips,0.0,% change,30071,1250
Montana,Pondera,0.0,% change,30073,1254
Montana,Powder River,0.0,% change,30075,1259
Montana,Powell,3.344042056,% change,30077,1262
Montana,Prairie,0.0,% change,30079,1264
Montana,Ravalli,-3.627376063,% change,30081,1268
Montana,Richland,-11.097475456,% change,30083,1271
Montana,Roosevelt,0.0,% change,30085,1275
Montana,Rosebud,-100.0,% change,30087,1277
Montana,Sanders,-100.0,% change,30089,1278
Montana,Sheridan,0.0,% change,30091,1281
Montana,Silver Bow,-0.269823309,% change,30093,1284
Montana,Stillwater,-100.0,% change,30095,1286
Montana,Sweet Grass,nan,% change,30097,1288
Montana,Teton,-49.625748503,% change,30099,1290
Montana,Toole,0.0,% change,30101,1292
Montana,Treasure,0.0,% change,30103,1293
Montana,Valley,0.0,% change,30105,1296
Montana,Wheatland,0.0,% change,30107,1298
Montana,Wibaux,0.0,% change,30109,1300
Montana,Yellowstone,48.632506542,% change,30111,1302
Nebraska,Adams,162.867612218,% change,31001,1303
Nebraska,Antelope,0.0,% change,31003,1305
Nebraska,Arthur,0.0,% change,31005,1307
Nebraska,Banner,0.0,% change,31007,1308
Nebraska,Blaine,0.0,% change,31009,1309
Nebraska,Boone,nan,% change,31011,1310
Nebraska,Box Butte,101.840600429,% change,31013,1315
Nebraska,Boyd,0.0,% change,31015,1317
Nebraska,Brown,-100.0,% change,31017,1319
Nebraska,Buffalo,66.002288283,% change,31019,1321
Nebraska,Burt,107.117763861,% change,31021,1323
Nebraska,Butler,-31.259629398,% change,31023,1325
Nebraska,Cass,nan,% change,31025,1326
Nebraska,Cedar,1.803374055,% change,31027,1329
Nebraska,Chase,0.0,% change,31029,1330
Nebraska,Cherry,-1.698404529,% change,31031,1333
Nebraska,Cheyenne,-100.0,% change,31033,1334
Nebraska,Clay,0.0,% change,31035,1336
Nebraska,Colfax,0.0,% change,31037,1338
Nebraska,Cuming,-100.0,% change,31039,1340
Nebraska,Custer,0.0,% change,31041,1342
Nebraska,Dakota,206.205578158,% change,31043,1344
Nebraska,Dawes,0.0,% change,31045,1347
Nebraska,Dawson,-38.942198716,% change,31047,1349
Nebraska,Deuel,0.0,% change,31049,1351
Nebraska,Dixon,0.0,% change,31051,1353
Nebraska,Dodge,-66.336678791,% change,31053,1354
Nebraska,Douglas,10.452642007,% change,31055,1358
Nebraska,Dundy,nan,% change,31057,1360
Nebraska,Fillmore,0.0,% change,31059,1363
Nebraska,Franklin,-100.0,% change,31061,1369
Nebraska,Frontier,0.0,% change,31063,1371
Nebraska,Furnas,0.0,% change,31065,1374
Nebraska,Gage,-23.969179509,% change,31067,1378
Nebraska,Garden,0.0,% change,31069,1381
Nebraska,Garfield,0.0,% change,31071,1391
Nebraska,Gosper,0.0,% change,31073,1393
Nebraska,Grant,0.0,% change,31075,1395
Nebraska,Greeley,0.0,% change,31077,1397
Nebraska,Hall,10.606208354,% change,31079,1402
Nebraska,Hamilton,-1.025081788,% change,31081,1405
Nebraska,Harlan,0.0,% change,31083,1409
Nebraska,Hayes,0.0,% change,31085,1411
Nebraska,Hitchcock,0.0,% change,31087,1414
Nebraska,Holt,2.02247191,% change,31089,1416
Nebraska,Hooker,0.0,% change,31091,1418
Nebraska,Howard,0.0,% change,31093,1311
Nebraska,Jefferson,0.0,% change,31095,1312
Nebraska,Johnson,0.0,% change,31097,1313
Nebraska,Kearney,0.0,% change,31099,1314
Nebraska,Keith,-100.0,% change,31101,1316
Nebraska,Keya Paha,0.0,% change,31103,1318
Nebraska,Kimball,0.0,% change,31105,1320
Nebraska,Knox,0.0,% change,31107,1322
Nebraska,Lancaster,10.773371064,% change,31109,1324
Nebraska,Lincoln,21.897727913,% change,31111,1327
Nebraska,Logan,0.0,% change,31113,1328
Nebraska,Loup,0.0,% change,31115,1331
Nebraska,McPherson,0.0,% change,31117,1332
Nebraska,Madison,67.043557082,% change,31119,1335
Nebraska,Merrick,-1.19760479,% change,31121,1337
Nebraska,Morrill,0.0,% change,31123,1339
Nebraska,Nance,0.0,% change,31125,1341
Nebraska,Nemaha,3.667096405,% change,31127,1343
Nebraska,Nuckolls,4.194001874,% change,31129,1345
Nebraska,Otoe,97.00950951,% change,31131,1348
Nebraska,Pawnee,0.0,% change,31133,1350
Nebraska,Perkins,102.821748107,% change,31135,1352
