State,County,SNAP redemptions per SNAP-authorized stores (% change) 2012-17 (PCH_REDEMP_SNAPS_12_17),Units,FIPS,FID
Kentucky,Jessamine,-33.729509725503526,% change,21113,1145
Kentucky,Johnson,-17.887930962151742,% change,21115,1148
Kentucky,Kenton,-34.50768202606595,% change,21117,1151
Kentucky,Knott,21.595241341552686,% change,21119,1154
Kentucky,Knox,-34.128352165178235,% change,21121,1159
Kentucky,Larue,-20.959795045936882,% change,21123,1162
Kentucky,Laurel,-33.0761548201168,% change,21125,1166
Kentucky,Lawrence,1.5012875994115458,% change,21127,1167
Kentucky,Lee,0.40258523251395617,% change,21129,1171
Kentucky,Leslie,-10.624352470360094,% change,21131,1175
Kentucky,Letcher,-5.197283901230142,% change,21133,1178
Kentucky,Lewis,8.01858119657232,% change,21135,1180
Kentucky,Lincoln,-31.75271813343325,% change,21137,1184
Kentucky,Livingston,-21.91892672051854,% change,21139,1187
Kentucky,Logan,-27.414910617120082,% change,21141,1190
Kentucky,Lyon,nan,% change,21143,1193
Kentucky,McCracken,-32.397055199247646,% change,21145,1196
Kentucky,McCreary,8.209560716335126,% change,21147,1198
Kentucky,McLean,-15.112707664140315,% change,21149,1201
Kentucky,Madison,-31.922513140859106,% change,21151,1204
Kentucky,Magoffin,-30.549885759631124,% change,21153,1206
Kentucky,Marion,-30.861626886335614,% change,21155,1210
Kentucky,Marshall,-40.437366934127425,% change,21157,1213
Kentucky,Martin,-11.792912533619447,% change,21159,1215
Kentucky,Mason,-22.47858032297021,% change,21161,1217
Kentucky,Meade,-27.61481555540782,% change,21163,1220
Kentucky,Menifee,-4.195929795598967,% change,21165,1222
Kentucky,Mercer,-37.357021033381834,% change,21167,1225
Kentucky,Metcalfe,15.12084985793094,% change,21169,1228
Kentucky,Monroe,-51.15403380957271,% change,21171,1230
Kentucky,Montgomery,-30.165127563953508,% change,21173,1233
Kentucky,Morgan,-47.3254179033505,% change,21175,1235
Kentucky,Muhlenberg,-16.431012604364874,% change,21177,1238
Kentucky,Nelson,-32.098289131385705,% change,21179,1243
Kentucky,Nicholas,38.63674068191413,% change,21181,1246
Kentucky,Ohio,-19.106424458010974,% change,21183,1249
Kentucky,Oldham,-34.300293961606044,% change,21185,1252
Kentucky,Owen,-41.94190000705691,% change,21187,1255
Kentucky,Owsley,-12.627468796747547,% change,21189,1257
Kentucky,Pendleton,-15.917115769348337,% change,21191,1260
Kentucky,Perry,-20.100141592450044,% change,21193,1265
Kentucky,Pike,3.9573901051841798,% change,21195,1267
Kentucky,Powell,-5.340805320764569,% change,21197,1270
Kentucky,Pulaski,-25.11368363337194,% change,21199,1272
Kentucky,Robertson,nan,% change,21201,1273
Kentucky,Rockcastle,-54.237636374006335,% change,21203,1276
Kentucky,Rowan,-32.00165507280118,% change,21205,1279
Kentucky,Russell,-39.78721635001523,% change,21207,1282
Kentucky,Scott,-45.08042641503547,% change,21209,1283
Kentucky,Shelby,-52.59227268838619,% change,21211,1285
Kentucky,Simpson,-50.45735674475272,% change,21213,1287
Kentucky,Spencer,-52.64426885528053,% change,21215,1000
Kentucky,Taylor,-12.431007486134044,% change,21217,1003
Kentucky,Todd,-40.17670054190208,% change,21219,1006
Kentucky,Trigg,-63.38026829443608,% change,21221,1009
Kentucky,Trimble,-56.211276510930276,% change,21223,1012
Kentucky,Union,-30.88449189059942,% change,21225,1016
Kentucky,Warren,-40.69570570195448,% change,21227,1019
Kentucky,Washington,12.633570531422485,% change,21229,1023
Kentucky,Wayne,-25.192656939429348,% change,21231,1027
Kentucky,Webster,-37.37943181932774,% change,21233,1029
Kentucky,Whitley,4.399277127952915,% change,21235,1034
Kentucky,Wolfe,-8.363373876239741,% change,21237,1037
Kentucky,Woodford,-31.783730006063145,% change,21239,1042
Louisiana,Acadia,-13.787889824200109,% change,22001,1046
Louisiana,Allen,-2.005751883686521,% change,22003,1051
Louisiana,Ascension,-33.71561429464223,% change,22005,1055
Louisiana,Assumption,-14.243051573758844,% change,22007,1060
Louisiana,Avoyelles,-7.172508571208694,% change,22009,1062
Louisiana,Beauregard,-7.504703875351853,% change,22011,1066
Louisiana,Bienville,-17.199075802611432,% change,22013,1069
Louisiana,Bossier,-5.869550854891575,% change,22015,1076
Louisiana,Caddo,-6.324916686696648,% change,22017,1079
Louisiana,Calcasieu,-18.04482310833062,% change,22019,1081
Louisiana,Caldwell,-4.893428440029699,% change,22021,1084
Louisiana,Cameron,-18.33380035551424,% change,22023,1089
Louisiana,Catahoula,-32.526207698479745,% change,22025,1093
Louisiana,Claiborne,10.815209002622305,% change,22027,1095
Louisiana,Concordia,10.609486906132002,% change,22029,1098
Louisiana,De Soto,-21.01651683035005,% change,22031,1103
Louisiana,East Baton Rouge,-28.29573828003631,% change,22033,1108
Louisiana,East Carroll,-10.97673830958966,% change,22035,1111
Louisiana,East Feliciana,-23.319780103696573,% change,22037,1115
Louisiana,Evangeline,3.3573839668455356,% change,22039,1118
Louisiana,Franklin,-2.4036597619305735,% change,22041,1123
Louisiana,Grant,17.424031894285292,% change,22043,1127
Louisiana,Iberia,5.112538661027124,% change,22045,1133
Louisiana,Iberville,-5.816028625192589,% change,22047,1134
Louisiana,Jackson,-8.33306046904742,% change,22049,1138
Louisiana,Jefferson,-30.13188473449644,% change,22051,1147
Louisiana,Jefferson Davis,13.246958692904705,% change,22053,1155
Louisiana,Lafayette,10.686757825600017,% change,22055,1161
Louisiana,Lafourche,-13.670042184965252,% change,22057,1280
Louisiana,La Salle,32.58997220832377,% change,22059,1289
Louisiana,Lincoln,-33.2728127919093,% change,22061,1291
Louisiana,Livingston,-25.76706864298896,% change,22063,1295
Louisiana,Madison,-0.7115038557498751,% change,22065,1297
Louisiana,Morehouse,-8.239259263726609,% change,22067,1299
Louisiana,Natchitoches,-4.92100398068674,% change,22069,1301
Louisiana,Orleans,-12.475156625805162,% change,22071,1304
Louisiana,Ouachita,-14.72015168720166,% change,22073,1306
Louisiana,Plaquemines,-15.552188965633581,% change,22075,1427
Louisiana,Pointe Coupee,-12.923228831419314,% change,22077,1431
Louisiana,Rapides,1.1786348137208718,% change,22079,1434
Louisiana,Red River,-0.26460835470765653,% change,22081,1436
Louisiana,Richland,-15.919450031338334,% change,22083,1439
Louisiana,Sabine,-18.635526648675228,% change,22085,1441
Louisiana,St. Bernard,-47.80152577419769,% change,22087,1463
Louisiana,St. Charles,-34.51456907641998,% change,22089,1466
Louisiana,St. Helena,-13.70836536409358,% change,22091,1467
Louisiana,St. James,-32.2230977269368,% change,22093,1468
Louisiana,St. John the Baptist,-22.09106547309868,% change,22095,1469
Louisiana,St. Landry,5.13105866124804,% change,22097,1471
Louisiana,St. Martin,12.140389560067751,% change,22099,1473
Louisiana,St. Mary,-9.189867332797194,% change,22101,1474
Louisiana,St. Tammany,-36.84241389176556,% change,22103,1475
Louisiana,Tangipahoa,-23.844537733283072,% change,22105,1476
Louisiana,Tensas,8.520670827101027,% change,22107,1479
Louisiana,Terrebonne,0.9543194080048514,% change,22109,1501
Louisiana,Union,1.1168645664078738,% change,22111,1507
Louisiana,Vermilion,11.847251936563637,% change,22113,1510
Louisiana,Vernon,-9.889593354752684,% change,22115,1513
Louisiana,Washington,-11.472402325983042,% change,22117,1516
Louisiana,Webster,-10.732909320521406,% change,22119,1518
Louisiana,West Baton Rouge,-32.12102119740455,% change,22121,1520
Louisiana,West Carroll,11.136866669394905,% change,22123,1522
Louisiana,West Feliciana,-33.414935887781525,% change,22125,1524
Louisiana,Winn,4.264534563107107,% change,22127,1529
Maine,Androscoggin,-30.701722147974316,% change,23001,1532
Maine,Aroostook,-16.652987309544066,% change,23003,1535
Maine,Cumberland,-36.83494237441664,% change,23005,1608
Maine,Franklin,-30.792488054387224,% change,23007,1619
Maine,Hancock,-38.546752866221965,% change,23009,1748
Maine,Kennebec,-36.115458954862156,% change,23011,1755
Maine,Knox,-38.7271540158294,% change,23013,1774
Maine,Lincoln,-43.741120402568356,% change,23015,1835
Maine,Oxford,-32.8538108919278,% change,23017,1842
Maine,Penobscot,-35.146728814614285,% change,23019,1846
Maine,Piscataquis,-23.280731326789233,% change,23021,1851
Maine,Sagadahoc,-37.59384161867511,% change,23023,1855
Maine,Somerset,-25.369449120381788,% change,23025,1860
Maine,Waldo,-37.45355715848636,% change,23027,1865
Maine,Washington,-47.95250324431841,% change,23029,1884
Maine,York,-33.625880579360114,% change,23031,1901
Maryland,Allegany,-19.931701087510202,% change,24001,1905
Maryland,Anne Arundel,-28.981686049020468,% change,24003,1925
Maryland,Baltimore County,-13.05137218608952,% change,24005,1939
Maryland,Calvert,-44.44621635186874,% change,24009,1946
Maryland,Caroline,-4.382525679758178,% change,24011,1949
Maryland,Carroll,-29.10613913135333,% change,24013,1955
Maryland,Cecil,-12.920072352982533,% change,24015,1963
Maryland,Charles,-31.645421386709632,% change,24017,1294
Maryland,Dorchester,-4.183819027519988,% change,24019,1346
Maryland,Frederick,-21.167656608416006,% change,24021,1357
Maryland,Garrett,-41.43958488720084,% change,24023,1361
Maryland,Harford,-14.244207474303764,% change,24025,1372
Maryland,Howard,-12.169021774164836,% change,24027,1379
Maryland,Kent,-26.904278641491352,% change,24029,1394
Maryland,Montgomery,-15.712347581608146,% change,24031,1398
Maryland,Prince George's,-22.08319700179003,% change,24033,1403
Maryland,Queen Anne's,-41.1077475019494,% change,24035,1413
Maryland,St. Mary's,-21.549218217222638,% change,24037,1421
Maryland,Somerset,10.351674086111537,% change,24039,1430
Maryland,Talbot,-21.690255034429722,% change,24041,1438
Maryland,Washington,-14.155862757906487,% change,24043,1445
Maryland,Wicomico,-33.07502383350214,% change,24045,1446
Maryland,Worcester,-25.89314986015168,% change,24047,1456
Maryland,Baltimore County,-9.846169391531646,% change,24510,1939
Massachusetts,Barnstable,-31.574679056686623,% change,25001,1478
Massachusetts,Berkshire,-18.484036860971752,% change,25003,1480
Massachusetts,Bristol,-13.604111805410287,% change,25005,1486
Massachusetts,Dukes,-50.79776664901793,% change,25007,1491
Massachusetts,Essex,-20.034389881239402,% change,25009,1519
Massachusetts,Franklin,-27.581440480787915,% change,25011,1523
Massachusetts,Hampden,-8.00450266097465,% change,25013,1526
Massachusetts,Hampshire,-21.795585293648582,% change,25015,1527
Massachusetts,Middlesex,-20.16979474273525,% change,25017,1533
Massachusetts,Nantucket,nan,% change,25019,1537
Massachusetts,Norfolk,-15.963639430130039,% change,25021,1543
Massachusetts,Plymouth,-13.715646559260808,% change,25023,1569
Massachusetts,Suffolk,-17.11088529525965,% change,25025,1585
Massachusetts,Worcester,-22.41198836604172,% change,25027,1599
Michigan,Alcona,-24.34129912538334,% change,26001,1603
Michigan,Alger,-46.761174624037785,% change,26003,1609
Michigan,Allegan,-54.36200504596675,% change,26005,1611
Michigan,Alpena,-42.259263751532046,% change,26007,1614
Michigan,Antrim,-55.899567812511066,% change,26009,1617
Michigan,Arenac,-43.23636562527061,% change,26011,1621
Michigan,Baraga,-26.99305883408545,% change,26013,1624
Michigan,Barry,-41.05857895847204,% change,26015,1627
Michigan,Bay,-34.780930761409195,% change,26017,1631
Michigan,Benzie,-44.94752872067171,% change,26019,1634
Michigan,Berrien,-35.99480494564103,% change,26021,1635
Michigan,Branch,-49.79687087120683,% change,26023,1640
Michigan,Calhoun,-35.18782940013064,% change,26025,1641
Michigan,Cass,-33.95253142109113,% change,26027,1644
Michigan,Charlevoix,-59.91335649389611,% change,26029,1648
Michigan,Cheboygan,-33.2912965093675,% change,26031,1649
Michigan,Chippewa,-39.24283438836737,% change,26033,1660
Michigan,Clare,-45.89306604426588,% change,26035,1665
Michigan,Clinton,-57.287628959634354,% change,26037,1669
Michigan,Crawford,-39.34676847093606,% change,26039,1672
Michigan,Delta,-15.496873965972654,% change,26041,1675
Michigan,Dickinson,-48.25317460994099,% change,26043,1677
Michigan,Eaton,-43.215272306569055,% change,26045,1678
Michigan,Emmet,-49.51570618343506,% change,26047,1686
Michigan,Genesee,-21.52551518251068,% change,26049,1688
Michigan,Gladwin,-53.92351612313663,% change,26051,1691
Michigan,Gogebic,-41.04386906421527,% change,26053,1693
Michigan,Grand Traverse,-50.31040249791817,% change,26055,1697
Michigan,Gratiot,-31.33876342209222,% change,26057,1700
Michigan,Hillsdale,-14.659077804796436,% change,26059,1701
Michigan,Houghton,-41.13758792725086,% change,26061,1705
Michigan,Huron,-42.1620956272676,% change,26063,1708
Michigan,Ingham,-31.793505570222642,% change,26065,1710
Michigan,Ionia,-44.46627968115695,% change,26067,1713
Michigan,Iosco,-27.299271559079656,% change,26069,1715
Michigan,Iron,-58.220698684603,% change,26071,1716
Michigan,Isabella,-40.107872652847135,% change,26073,1717
Michigan,Jackson,-35.99438122615489,% change,26075,1719
Michigan,Kalamazoo,-38.39929363767052,% change,26077,1720
Michigan,Kalkaska,-59.985639601329545,% change,26079,1722
Michigan,Kent,-45.3521891806305,% change,26081,1726
Michigan,Keweenaw,nan,% change,26083,1743
Michigan,Lake,-29.700513780772457,% change,26085,1749
Michigan,Lapeer,-34.591897013984244,% change,26087,1752
Michigan,Leelanau,-48.94358305247534,% change,26089,1765
Michigan,Lenawee,-40.214460894221425,% change,26091,1768
Michigan,Livingston,-38.432962159590204,% change,26093,1770
Michigan,Luce,-29.682296328767176,% change,26095,1773
Michigan,Mackinac,-43.72554499760938,% change,26097,1779
Michigan,Macomb,-22.76761590826483,% change,26099,1785
Michigan,Manistee,-14.610730624345331,% change,26101,1787
Michigan,Marquette,-42.43177169096495,% change,26103,1793
Michigan,Mason,-48.51030650295709,% change,26105,1797
Michigan,Mecosta,-41.17072788972267,% change,26107,1800
Michigan,Menominee,-52.543466089205396,% change,26109,1802
Michigan,Midland,-31.180485975233115,% change,26111,1806
Michigan,Missaukee,-22.896644468026174,% change,26113,1810
Michigan,Monroe,-23.91014947438309,% change,26115,1812
Michigan,Montcalm,-39.20686950493243,% change,26117,1815
Michigan,Montmorency,-15.783050194136658,% change,26119,1816
Michigan,Muskegon,-38.06289082308618,% change,26121,1818
Michigan,Newaygo,-45.75377289611701,% change,26123,1820
Michigan,Oakland,-31.752999039339723,% change,26125,1824
Michigan,Oceana,-44.64294484467335,% change,26127,1825
Michigan,Ogemaw,-44.72493462493765,% change,26129,1827
Michigan,Ontonagon,-41.67116663153854,% change,26131,1829
Michigan,Osceola,-36.569239390606555,% change,26133,1830
Michigan,Oscoda,-34.38099340632064,% change,26135,1832
Michigan,Otsego,-50.11365784759615,% change,26137,1834
Michigan,Ottawa,-52.67536848103599,% change,26139,1837
Michigan,Presque Isle,-43.12940833313472,% change,26141,1840
Michigan,Roscommon,-46.21216014657924,% change,26143,1843
Michigan,Saginaw,-32.80027007632714,% change,26145,1845
Michigan,St. Clair,-24.795861821960845,% change,26147,1854
Michigan,St. Joseph,-46.74187974141443,% change,26149,1857
Michigan,Sanilac,-36.01616234754644,% change,26151,1858
Michigan,Schoolcraft,-66.28314339710477,% change,26153,1861
Michigan,Shiawassee,-35.25258405416791,% change,26155,1863
Michigan,Tuscola,-42.319677504501605,% change,26157,1866
Michigan,Van Buren,-42.04430912954169,% change,26159,1867
Michigan,Washtenaw,-36.924275220033046,% change,26161,1869
Michigan,Wayne,-16.231164793414816,% change,26163,1871
Michigan,Wexford,-34.14268838725906,% change,26165,1873
Minnesota,Aitkin,-40.86522666957563,% change,27001,1875
Minnesota,Anoka,-23.64983653306038,% change,27003,1877
Minnesota,Becker,-32.10650297106502,% change,27005,1878
Minnesota,Beltrami,-15.188674229766445,% change,27007,1880
Minnesota,Benton,-55.7464996935051,% change,27009,1881
Minnesota,Big Stone,-33.065119158664416,% change,27011,1882
Minnesota,Blue Earth,-27.21751494691321,% change,27013,1886
Minnesota,Brown,-27.9097217607308,% change,27015,1892
Minnesota,Carlton,-46.565628494565594,% change,27017,1893
Minnesota,Carver,-30.33636687095303,% change,27019,1894
Minnesota,Cass,-20.445181669050154,% change,27021,1895
Minnesota,Chippewa,-1.7696231211476157,% change,27023,1896
Minnesota,Chisago,-40.50691876396979,% change,27025,1897
Minnesota,Clay,-11.46310721570182,% change,27027,1898
Minnesota,Clearwater,-3.0999436830190223,% change,27029,1899
Minnesota,Cook,-7.710042264890775,% change,27031,1900
Minnesota,Cottonwood,-41.37872853026667,% change,27033,1902
Minnesota,Crow Wing,-49.3429807938967,% change,27035,1903
Minnesota,Dakota,-27.858156051427652,% change,27037,1904
Minnesota,Dodge,-49.40278220873701,% change,27039,1906
Minnesota,Douglas,-38.1887229978761,% change,27041,1907
Minnesota,Faribault,-35.77143078196979,% change,27043,1908
Minnesota,Fillmore,-51.9152826750662,% change,27045,1909
Minnesota,Freeborn,-35.482915005513796,% change,27047,1910
Minnesota,Goodhue,-32.94468045725537,% change,27049,1911
Minnesota,Grant,nan,% change,27051,1912
Minnesota,Hennepin,-28.478006677379675,% change,27053,1913
Minnesota,Houston,-31.60196666921348,% change,27055,1914
Minnesota,Hubbard,-37.232144639015836,% change,27057,1915
Minnesota,Isanti,-40.261905177273064,% change,27059,1916
Minnesota,Itasca,-22.5958929942574,% change,27061,1917
Minnesota,Jackson,-40.75922725095103,% change,27063,1918
Minnesota,Kanabec,-51.975745252998706,% change,27065,1919
Minnesota,Kandiyohi,-21.262941054898842,% change,27067,1920
Minnesota,Kittson,nan,% change,27069,1921
Minnesota,Koochiching,-33.48285069121348,% change,27071,1922
Minnesota,Lac qui Parle,-27.952668249240354,% change,27073,1923
Minnesota,Lake,-66.77897747331828,% change,27075,1926
Minnesota,Lake of the Woods,nan,% change,27077,1927
Minnesota,Le Sueur,-30.583642002802176,% change,27079,1929
Minnesota,Lincoln,-10.008081448988143,% change,27081,1931
Minnesota,Lyon,-15.67390429390832,% change,27083,1932
Minnesota,McLeod,-55.43713575395236,% change,27085,1934
Minnesota,Mahnomen,21.017277421495454,% change,27087,1936
Minnesota,Marshall,-43.26191638029224,% change,27089,1937
Minnesota,Martin,-40.8817091216999,% change,27091,1940
Minnesota,Meeker,-49.804501589587375,% change,27093,1941
Minnesota,Mille Lacs,-43.13405641319522,% change,27095,1943
Minnesota,Morrison,-39.560278979811045,% change,27097,1944
Minnesota,Mower,-23.705097920831918,% change,27099,1945
Minnesota,Murray,nan,% change,27101,1947
Minnesota,Nicollet,-32.88501239787636,% change,27103,1948
Minnesota,Nobles,-32.39740591450141,% change,27105,1950
Minnesota,Norman,-2.2690507153441875,% change,27107,1951
Minnesota,Olmsted,-31.09271286275945,% change,27109,1953
Minnesota,Otter Tail,-25.15107318925504,% change,27111,1954
Minnesota,Pennington,-1.1692263122114945,% change,27113,1956
Minnesota,Pine,-45.489099348952635,% change,27115,1957
Minnesota,Pipestone,-22.901515607115716,% change,27117,1958
Minnesota,Polk,-33.6428590267575,% change,27119,1959
Minnesota,Pope,-64.28007582255049,% change,27121,1961
Minnesota,Ramsey,-14.117322877984236,% change,27123,1964
Minnesota,Red Lake,nan,% change,27125,1966
Minnesota,Redwood,-36.82929367508368,% change,27127,1969
Minnesota,Renville,-19.377788297833913,% change,27129,1971
Minnesota,Rice,-25.98388259979388,% change,27131,1973
Minnesota,Rock,nan,% change,27133,1974
Minnesota,Roseau,-25.736975052030264,% change,27135,1976
Minnesota,St. Louis,-39.99743733579215,% change,27137,1978
Minnesota,Scott,-38.23536656432727,% change,27139,1979
Minnesota,Sherburne,-52.74003983223676,% change,27141,1980
Minnesota,Sibley,-29.585997377564293,% change,27143,1982
Minnesota,Stearns,-24.00750741915189,% change,27145,1984
Minnesota,Steele,-30.158989447455898,% change,27147,1985
Minnesota,Stevens,-27.833182880877043,% change,27149,1987
Minnesota,Swift,-34.23378497199322,% change,27151,1988
Minnesota,Todd,-51.50870055355333,% change,27153,1989
Minnesota,Traverse,nan,% change,27155,1990
Minnesota,Wabasha,-47.41615355265633,% change,27157,1991
Minnesota,Wadena,-53.14838658329924,% change,27159,1992
Minnesota,Waseca,-36.305215336055426,% change,27161,1993
Minnesota,Washington,-26.538873106714757,% change,27163,1994
Minnesota,Watonwan,-41.77906467973733,% change,27165,1996
Minnesota,Wilkin,nan,% change,27167,1997
Minnesota,Winona,-24.78478442227566,% change,27169,1998
Minnesota,Wright,-54.88909467623635,% change,27171,1999
Minnesota,Yellow Medicine,-18.143507018137683,% change,27173,1531
Mississippi,Adams,-12.89366061286219,% change,28001,1534
Mississippi,Alcorn,-49.31684812098784,% change,28003,1538
Mississippi,Amite,-14.609379472668035,% change,28005,1539
Mississippi,Attala,-19.046668227064323,% change,28007,1541
Mississippi,Benton,-22.334303113572332,% change,28009,1544
Mississippi,Bolivar,-11.492391691790017,% change,28011,1547
Mississippi,Calhoun,-32.37285183296514,% change,28013,1548
Mississippi,Carroll,-45.98982845699382,% change,28015,1549
Mississippi,Chickasaw,-43.17572790356658,% change,28017,1550
Mississippi,Choctaw,-52.23882533893467,% change,28019,1552
Mississippi,Claiborne,1.5334927310115347,% change,28021,1555
Mississippi,Clarke,5.7904241920306365,% change,28023,1557
Mississippi,Clay,-40.72934248784772,% change,28025,1559
Mississippi,Coahoma,-27.17020285793264,% change,28027,1562
Mississippi,Copiah,-27.117036502973253,% change,28029,1564
Mississippi,Covington,-11.317693216875616,% change,28031,1567
Mississippi,DeSoto,-18.112907172303103,% change,28033,1571
Mississippi,Forrest,-13.553185705914785,% change,28035,1572
Mississippi,Franklin,-0.28067324614180944,% change,28037,1575
Mississippi,George,8.269905203294535,% change,28039,1577
Mississippi,Greene,-23.754220796152843,% change,28041,1579
Mississippi,Grenada,-35.4247219084223,% change,28043,1581
Mississippi,Hancock,-33.298186176823876,% change,28045,1583
Mississippi,Harrison,-34.42725293294055,% change,28047,1587
Mississippi,Hinds,-30.151352311630227,% change,28049,1591
Mississippi,Holmes,-19.767837508667167,% change,28051,1593
Mississippi,Humphreys,-19.547901619723408,% change,28053,1596
Mississippi,Issaquena,nan,% change,28055,1598
Mississippi,Itawamba,-47.33339447859766,% change,28057,1601
Mississippi,Jackson,-30.119356030635846,% change,28059,1605
Mississippi,Jasper,-31.24097798020208,% change,28061,1607
Mississippi,Jefferson,-7.832180461445176,% change,28063,1610
Mississippi,Jefferson Davis,-41.25381204614796,% change,28065,1612
Mississippi,Jones,-36.142375937698425,% change,28067,1615
Mississippi,Kemper,-24.271505387983733,% change,28069,1616
Mississippi,Lafayette,-27.784212552226855,% change,28071,1620
Mississippi,Lamar,-46.25111009974251,% change,28073,1623
Mississippi,Lauderdale,-27.836819899130166,% change,28075,1628
Mississippi,Lawrence,-15.785271468266515,% change,28077,1632
Mississippi,Leake,-8.840196773140516,% change,28079,1636
Mississippi,Lee,-38.27411000092946,% change,28081,1638
Mississippi,Leflore,-43.82303592501681,% change,28083,1643
Mississippi,Lincoln,-31.0990340754175,% change,28085,1645
Mississippi,Lowndes,-25.643218526052948,% change,28087,1647
Mississippi,Madison,-29.81358447628449,% change,28089,1651
Mississippi,Marion,-32.26670261509674,% change,28091,1653
Mississippi,Marshall,-19.710792152048608,% change,28093,1655
Mississippi,Monroe,-32.787045280327135,% change,28095,1656
Mississippi,Montgomery,-28.27003688044612,% change,28097,1658
Mississippi,Neshoba,-39.47263792595187,% change,28099,1661
Mississippi,Newton,-7.706830449102865,% change,28101,1663
Mississippi,Noxubee,-32.58461155644023,% change,28103,1666
Mississippi,Oktibbeha,-33.0460885727031,% change,28105,1668
Mississippi,Panola,-14.835035852743683,% change,28107,1671
Mississippi,Pearl River,-30.897543500316704,% change,28109,1676
Mississippi,Perry,5.691209766424703,% change,28111,1679
Mississippi,Pike,-25.253282195108607,% change,28113,1680
Mississippi,Pontotoc,-47.381408080269495,% change,28115,1682
Mississippi,Prentiss,-40.30186117638856,% change,28117,1684
Mississippi,Quitman,-75.40248317066876,% change,28119,1685
Mississippi,Rankin,-38.32560576187109,% change,28121,1690
Mississippi,Scott,-38.8372119931775,% change,28123,1692
Mississippi,Sharkey,-16.30697778520786,% change,28125,1695
Mississippi,Simpson,-46.66523081023729,% change,28127,1698
Mississippi,Smith,-53.45659713207911,% change,28129,1709
Mississippi,Stone,-33.0143124283675,% change,28131,1712
Mississippi,Sunflower,-31.407732164819546,% change,28133,1721
Mississippi,Tallahatchie,-31.403281194707894,% change,28135,1725
Mississippi,Tate,-32.53877999474572,% change,28137,1727
Mississippi,Tippah,-44.9435839436552,% change,28139,1730
Mississippi,Tishomingo,-31.17652343520751,% change,28141,1732
Mississippi,Tunica,-24.943088199767125,% change,28143,1735
Mississippi,Union,-42.779876728789915,% change,28145,1737
Mississippi,Walthall,7.366067551101481,% change,28147,1740
Mississippi,Warren,-27.92232269158344,% change,28149,1746
Mississippi,Washington,-23.306978353442336,% change,28151,1750
Mississippi,Wayne,-30.7048739923992,% change,28153,1753
Mississippi,Webster,-0.10815039156997909,% change,28155,1756
Mississippi,Wilkinson,-46.8874836126597,% change,28157,1757
Mississippi,Winston,-63.2174498784603,% change,28159,1758
Mississippi,Yalobusha,-37.20109624448976,% change,28161,1759
Mississippi,Yazoo,-27.43331112007908,% change,28163,1760
Missouri,Adair,-43.45791230065713,% change,29001,1761
Missouri,Andrew,-45.58470209068343,% change,29003,1762
Missouri,Atchison,-31.428100268332987,% change,29005,1763
Missouri,Audrain,-15.062862929487197,% change,29007,1766
Missouri,Barry,-34.23586054817178,% change,29009,1767
Missouri,Barton,-35.18391568366781,% change,29011,1771
Missouri,Bates,-35.93270545672759,% change,29013,1776
Missouri,Benton,-32.15854643911847,% change,29015,1778
Missouri,Bollinger,-47.453417032182585,% change,29017,1781
Missouri,Boone,-31.488740785447543,% change,29019,1783
Missouri,Buchanan,-26.60918125091229,% change,29021,1789
Missouri,Butler,-15.723331346873668,% change,29023,1792
Missouri,Caldwell,-15.65745003743749,% change,29025,1795
Missouri,Callaway,-41.93395897118671,% change,29027,1799
Missouri,Camden,-23.989145314861503,% change,29029,1803
Missouri,Cape Girardeau,-28.865308110350906,% change,29031,1808
Missouri,Carroll,-34.5547973727719,% change,29033,1822
Missouri,Carter,-13.44831892763276,% change,29035,1001
Missouri,Cass,-39.65699944652155,% change,29037,1004
Missouri,Cedar,-43.335977405347556,% change,29039,1007
Missouri,Chariton,-18.287956377474927,% change,29041,1011
Missouri,Christian,-33.99604423180803,% change,29043,1014
Missouri,Clark,-43.66684029483154,% change,29045,1015
Missouri,Clay,-32.8173550260992,% change,29047,1018
Missouri,Clinton,-16.617579245920133,% change,29049,1021
Missouri,Cole,-32.879480160132665,% change,29051,1022
Missouri,Cooper,-40.32818311237551,% change,29053,1025
Missouri,Crawford,-48.766623128082756,% change,29055,1028
Missouri,Dade,-21.883440836058405,% change,29057,1030
Missouri,Dallas,-29.92437571738446,% change,29059,1032
Missouri,Daviess,28.935195883639736,% change,29061,1036
Missouri,DeKalb,-14.942211521612997,% change,29063,1038
Missouri,Dent,24.7669530410969,% change,29065,1040
Missouri,Douglas,-13.15096504354692,% change,29067,1043
Missouri,Dunklin,-6.49463571330757,% change,29069,1045
Missouri,Franklin,-33.528959683047724,% change,29071,1047
Missouri,Gasconade,-2.13251636784873,% change,29073,1049
Missouri,Gentry,-0.36120603554466746,% change,29075,1052
Missouri,Greene,-23.33484925753579,% change,29077,1054
Missouri,Grundy,-42.89547276238879,% change,29079,1057
Missouri,Harrison,-19.90945961831382,% change,29081,1058
Missouri,Henry,-41.80423601250353,% change,29083,1061
Missouri,Hickory,-10.606211384766162,% change,29085,1063
Missouri,Holt,nan,% change,29087,1065
Missouri,Howard,-17.545311996210952,% change,29089,1068
Missouri,Howell,-2.5236757439908315,% change,29091,1070
Missouri,Iron,-9.310071980289864,% change,29093,1072
Missouri,Jackson,-28.789278963456166,% change,29095,1074
Missouri,Jasper,-23.768036380612205,% change,29097,1078
Missouri,Jefferson,-35.469344447920385,% change,29099,1082
Missouri,Johnson,-35.92942028034106,% change,29101,1087
