State,County,Farmers' markets (% change) 2013-18 (PCH_FMRKT_13_18),Units,FIPS,FID
Louisiana,Franklin,0.0,% change,22041.0,1123
Louisiana,Grant,0.0,% change,22043.0,1127
Louisiana,Iberia,50.0,% change,22045.0,1133
Louisiana,Iberville,0.0,% change,22047.0,1134
Louisiana,Jackson,0.0,% change,22049.0,1138
Louisiana,Jefferson,0.0,% change,22051.0,1147
Louisiana,Jefferson Davis,0.0,% change,22053.0,1155
Louisiana,Lafayette,50.0,% change,22055.0,1161
Louisiana,Lafourche,50.0,% change,22057.0,1280
Louisiana,La Salle,nan,% change,22059.0,1289
Louisiana,Lincoln,0.0,% change,22061.0,1291
Louisiana,Livingston,0.0,% change,22063.0,1295
Louisiana,Madison,0.0,% change,22065.0,1297
Louisiana,Morehouse,0.0,% change,22067.0,1299
Louisiana,Natchitoches,0.0,% change,22069.0,1301
Louisiana,Orleans,50.0,% change,22071.0,1304
Louisiana,Ouachita,100.0,% change,22073.0,1306
Louisiana,Plaquemines,0.0,% change,22075.0,1427
Louisiana,Pointe Coupee,0.0,% change,22077.0,1431
Louisiana,Rapides,100.0,% change,22079.0,1434
Louisiana,Red River,0.0,% change,22081.0,1436
Louisiana,Richland,0.0,% change,22083.0,1439
Louisiana,Sabine,0.0,% change,22085.0,1441
Louisiana,St. Bernard,0.0,% change,22087.0,1463
Louisiana,St. Charles,0.0,% change,22089.0,1466
Louisiana,St. Helena,0.0,% change,22091.0,1467
Louisiana,St. James,0.0,% change,22093.0,1468
Louisiana,St. John the Baptist,nan,% change,22095.0,1469
Louisiana,St. Landry,0.0,% change,22097.0,1471
Louisiana,St. Martin,0.0,% change,22099.0,1473
Louisiana,St. Mary,0.0,% change,22101.0,1474
Louisiana,St. Tammany,25.0,% change,22103.0,1475
Louisiana,Tangipahoa,0.0,% change,22105.0,1476
Louisiana,Tensas,0.0,% change,22107.0,1479
Louisiana,Terrebonne,0.0,% change,22109.0,1501
Louisiana,Union,0.0,% change,22111.0,1507
Louisiana,Vermilion,0.0,% change,22113.0,1510
Louisiana,Vernon,0.0,% change,22115.0,1513
Louisiana,Washington,nan,% change,22117.0,1516
Louisiana,Webster,0.0,% change,22119.0,1518
Louisiana,West Baton Rouge,0.0,% change,22121.0,1520
Louisiana,West Carroll,0.0,% change,22123.0,1522
Louisiana,West Feliciana,0.0,% change,22125.0,1524
Louisiana,Winn,0.0,% change,22127.0,1529
Maine,Androscoggin,0.0,% change,23001.0,1532
Maine,Aroostook,0.0,% change,23003.0,1535
Maine,Cumberland,30.769229888916016,% change,23005.0,1608
Maine,Franklin,0.0,% change,23007.0,1619
Maine,Hancock,-23.076923370361328,% change,23009.0,1748
Maine,Kennebec,0.0,% change,23011.0,1755
Maine,Knox,0.0,% change,23013.0,1774
Maine,Lincoln,0.0,% change,23015.0,1835
Maine,Oxford,0.0,% change,23017.0,1842
Maine,Penobscot,40.0,% change,23019.0,1846
Maine,Piscataquis,0.0,% change,23021.0,1851
Maine,Sagadahoc,0.0,% change,23023.0,1855
Maine,Somerset,0.0,% change,23025.0,1860
Maine,Waldo,14.285714149475098,% change,23027.0,1865
Maine,Washington,0.0,% change,23029.0,1884
Maine,York,22.22222137451172,% change,23031.0,1901
Maryland,Allegany,50.0,% change,24001.0,1905
Maryland,Anne Arundel,0.0,% change,24003.0,1925
Maryland,Baltimore County,6.25,% change,24005.0,1939
Maryland,Calvert,0.0,% change,24009.0,1946
Maryland,Caroline,0.0,% change,24011.0,1949
Maryland,Carroll,0.0,% change,24013.0,1955
Maryland,Cecil,100.0,% change,24015.0,1963
Maryland,Charles,0.0,% change,24017.0,1294
Maryland,Dorchester,0.0,% change,24019.0,1346
Maryland,Frederick,15.384614944458008,% change,24021.0,1357
Maryland,Garrett,0.0,% change,24023.0,1361
Maryland,Harford,0.0,% change,24025.0,1372
Maryland,Howard,20.0,% change,24027.0,1379
Maryland,Kent,0.0,% change,24029.0,1394
Maryland,Montgomery,-9.090909004211426,% change,24031.0,1398
Maryland,Prince George's,29.41176414489746,% change,24033.0,1403
Maryland,Queen Anne's,0.0,% change,24035.0,1413
Maryland,St. Mary's,33.33333206176758,% change,24037.0,1421
Maryland,Somerset,50.0,% change,24039.0,1430
Maryland,Talbot,nan,% change,24041.0,1438
Maryland,Washington,0.0,% change,24043.0,1445
Maryland,Wicomico,0.0,% change,24045.0,1446
Maryland,Worcester,0.0,% change,24047.0,1456
Maryland,Baltimore County,17.647058486938477,% change,24510.0,1939
Massachusetts,Barnstable,18.75,% change,25001.0,1478
Massachusetts,Berkshire,26.66666603088379,% change,25003.0,1480
Massachusetts,Bristol,14.285714149475098,% change,25005.0,1486
Massachusetts,Dukes,0.0,% change,25007.0,1491
Massachusetts,Essex,20.0,% change,25009.0,1519
Massachusetts,Franklin,-8.333333015441895,% change,25011.0,1523
Massachusetts,Hampden,5.55555534362793,% change,25013.0,1526
Massachusetts,Hampshire,30.0,% change,25015.0,1527
Massachusetts,Middlesex,9.090909004211426,% change,25017.0,1533
Massachusetts,Nantucket,-33.33333206176758,% change,25019.0,1537
Massachusetts,Norfolk,35.29411697387695,% change,25021.0,1543
Massachusetts,Plymouth,5.882352828979492,% change,25023.0,1569
Massachusetts,Suffolk,7.142857074737549,% change,25025.0,1585
Massachusetts,Worcester,7.142857074737549,% change,25027.0,1599
Michigan,Alcona,200.0,% change,26001.0,1603
Michigan,Alger,0.0,% change,26003.0,1609
Michigan,Allegan,66.66666412353516,% change,26005.0,1611
Michigan,Alpena,0.0,% change,26007.0,1614
Michigan,Antrim,66.66666412353516,% change,26009.0,1617
Michigan,Arenac,0.0,% change,26011.0,1621
Michigan,Baraga,0.0,% change,26013.0,1624
Michigan,Barry,0.0,% change,26015.0,1627
Michigan,Bay,50.0,% change,26017.0,1631
Michigan,Benzie,25.0,% change,26019.0,1634
Michigan,Berrien,-14.285714149475098,% change,26021.0,1635
Michigan,Branch,0.0,% change,26023.0,1640
Michigan,Calhoun,33.33333206176758,% change,26025.0,1641
Michigan,Cass,0.0,% change,26027.0,1644
Michigan,Charlevoix,50.0,% change,26029.0,1648
Michigan,Cheboygan,0.0,% change,26031.0,1649
Michigan,Chippewa,0.0,% change,26033.0,1660
Michigan,Clare,0.0,% change,26035.0,1665
Michigan,Clinton,-28.571428298950195,% change,26037.0,1669
Michigan,Crawford,0.0,% change,26039.0,1672
Michigan,Delta,100.0,% change,26041.0,1675
Michigan,Dickinson,0.0,% change,26043.0,1677
Michigan,Eaton,-16.66666603088379,% change,26045.0,1678
Michigan,Emmet,33.33333206176758,% change,26047.0,1686
Michigan,Genesee,0.0,% change,26049.0,1688
Michigan,Gladwin,0.0,% change,26051.0,1691
Michigan,Gogebic,0.0,% change,26053.0,1693
Michigan,Grand Traverse,40.0,% change,26055.0,1697
Michigan,Gratiot,50.0,% change,26057.0,1700
Michigan,Hillsdale,0.0,% change,26059.0,1701
Michigan,Houghton,33.33333206176758,% change,26061.0,1705
Michigan,Huron,0.0,% change,26063.0,1708
Michigan,Ingham,-20.0,% change,26065.0,1710
Michigan,Ionia,0.0,% change,26067.0,1713
Michigan,Iosco,33.33333206176758,% change,26069.0,1715
Michigan,Iron,0.0,% change,26071.0,1716
Michigan,Isabella,100.0,% change,26073.0,1717
Michigan,Jackson,-25.0,% change,26075.0,1719
Michigan,Kalamazoo,0.0,% change,26077.0,1720
Michigan,Kalkaska,0.0,% change,26079.0,1722
Michigan,Kent,-4.761904716491699,% change,26081.0,1726
Michigan,Keweenaw,0.0,% change,26083.0,1743
Michigan,Lake,0.0,% change,26085.0,1749
Michigan,Lapeer,-16.66666603088379,% change,26087.0,1752
Michigan,Leelanau,-14.285714149475098,% change,26089.0,1765
Michigan,Lenawee,0.0,% change,26091.0,1768
Michigan,Livingston,-14.285714149475098,% change,26093.0,1770
Michigan,Luce,0.0,% change,26095.0,1773
Michigan,Mackinac,100.0,% change,26097.0,1779
Michigan,Macomb,-11.11111068725586,% change,26099.0,1785
Michigan,Manistee,0.0,% change,26101.0,1787
Michigan,Marquette,0.0,% change,26103.0,1793
Michigan,Mason,0.0,% change,26105.0,1797
Michigan,Mecosta,0.0,% change,26107.0,1800
Michigan,Menominee,50.0,% change,26109.0,1802
Michigan,Midland,0.0,% change,26111.0,1806
Michigan,Missaukee,0.0,% change,26113.0,1810
Michigan,Monroe,25.0,% change,26115.0,1812
Michigan,Montcalm,0.0,% change,26117.0,1815
Michigan,Montmorency,0.0,% change,26119.0,1816
Michigan,Muskegon,-16.66666603088379,% change,26121.0,1818
Michigan,Newaygo,-33.33333206176758,% change,26123.0,1820
Michigan,Oakland,27.272727966308594,% change,26125.0,1824
Michigan,Oceana,-50.0,% change,26127.0,1825
Michigan,Ogemaw,0.0,% change,26129.0,1827
Michigan,Ontonagon,-50.0,% change,26131.0,1829
Michigan,Osceola,-25.0,% change,26133.0,1830
Michigan,Oscoda,nan,% change,26135.0,1832
Michigan,Otsego,-50.0,% change,26137.0,1834
Michigan,Ottawa,12.5,% change,26139.0,1837
Michigan,Presque Isle,0.0,% change,26141.0,1840
Michigan,Roscommon,0.0,% change,26143.0,1843
Michigan,Saginaw,40.0,% change,26145.0,1845
Michigan,St. Clair,50.0,% change,26147.0,1854
Michigan,St. Joseph,0.0,% change,26149.0,1857
Michigan,Sanilac,-50.0,% change,26151.0,1858
Michigan,Schoolcraft,0.0,% change,26153.0,1861
Michigan,Shiawassee,14.285714149475098,% change,26155.0,1863
Michigan,Tuscola,100.0,% change,26157.0,1866
Michigan,Van Buren,0.0,% change,26159.0,1867
Michigan,Washtenaw,7.692307472229004,% change,26161.0,1869
Michigan,Wayne,-6.451612949371338,% change,26163.0,1871
Michigan,Wexford,-50.0,% change,26165.0,1873
Minnesota,Aitkin,0.0,% change,27001.0,1875
Minnesota,Anoka,20.0,% change,27003.0,1877
Minnesota,Becker,0.0,% change,27005.0,1878
Minnesota,Beltrami,0.0,% change,27007.0,1880
Minnesota,Benton,0.0,% change,27009.0,1881
Minnesota,Big Stone,0.0,% change,27011.0,1882
Minnesota,Blue Earth,0.0,% change,27013.0,1886
Minnesota,Brown,0.0,% change,27015.0,1892
Minnesota,Carlton,100.0,% change,27017.0,1893
Minnesota,Carver,0.0,% change,27019.0,1894
Minnesota,Cass,-20.0,% change,27021.0,1895
Minnesota,Chippewa,0.0,% change,27023.0,1896
Minnesota,Chisago,20.0,% change,27025.0,1897
Minnesota,Clay,0.0,% change,27027.0,1898
Minnesota,Clearwater,0.0,% change,27029.0,1899
Minnesota,Cook,0.0,% change,27031.0,1900
Minnesota,Cottonwood,0.0,% change,27033.0,1902
Minnesota,Crow Wing,-33.33333206176758,% change,27035.0,1903
Minnesota,Dakota,0.0,% change,27037.0,1904
Minnesota,Dodge,0.0,% change,27039.0,1906
Minnesota,Douglas,100.0,% change,27041.0,1907
Minnesota,Faribault,0.0,% change,27043.0,1908
Minnesota,Fillmore,0.0,% change,27045.0,1909
Minnesota,Freeborn,0.0,% change,27047.0,1910
Minnesota,Goodhue,-66.66666412353516,% change,27049.0,1911
Minnesota,Grant,0.0,% change,27051.0,1912
Minnesota,Hennepin,-4.44444465637207,% change,27053.0,1913
Minnesota,Houston,0.0,% change,27055.0,1914
Minnesota,Hubbard,0.0,% change,27057.0,1915
Minnesota,Isanti,0.0,% change,27059.0,1916
Minnesota,Itasca,0.0,% change,27061.0,1917
Minnesota,Jackson,0.0,% change,27063.0,1918
Minnesota,Kanabec,0.0,% change,27065.0,1919
Minnesota,Kandiyohi,0.0,% change,27067.0,1920
Minnesota,Kittson,0.0,% change,27069.0,1921
Minnesota,Koochiching,0.0,% change,27071.0,1922
Minnesota,Lac qui Parle,nan,% change,27073.0,1923
Minnesota,Lake,0.0,% change,27075.0,1926
Minnesota,Lake of the Woods,0.0,% change,27077.0,1927
Minnesota,Le Sueur,0.0,% change,27079.0,1929
Minnesota,Lincoln,0.0,% change,27081.0,1931
Minnesota,Lyon,nan,% change,27083.0,1932
Minnesota,McLeod,0.0,% change,27085.0,1934
Minnesota,Mahnomen,0.0,% change,27087.0,1936
Minnesota,Marshall,100.0,% change,27089.0,1937
Minnesota,Martin,0.0,% change,27091.0,1940
Minnesota,Meeker,nan,% change,27093.0,1941
Minnesota,Mille Lacs,0.0,% change,27095.0,1943
Minnesota,Morrison,0.0,% change,27097.0,1944
Minnesota,Mower,0.0,% change,27099.0,1945
Minnesota,Murray,0.0,% change,27101.0,1947
Minnesota,Nicollet,0.0,% change,27103.0,1948
Minnesota,Nobles,0.0,% change,27105.0,1950
Minnesota,Norman,0.0,% change,27107.0,1951
Minnesota,Olmsted,-20.0,% change,27109.0,1953
Minnesota,Otter Tail,0.0,% change,27111.0,1954
Minnesota,Pennington,0.0,% change,27113.0,1956
Minnesota,Pine,0.0,% change,27115.0,1957
Minnesota,Pipestone,0.0,% change,27117.0,1958
Minnesota,Polk,0.0,% change,27119.0,1959
Minnesota,Pope,100.0,% change,27121.0,1961
Minnesota,Ramsey,0.0,% change,27123.0,1964
Minnesota,Red Lake,0.0,% change,27125.0,1966
Minnesota,Redwood,0.0,% change,27127.0,1969
Minnesota,Renville,0.0,% change,27129.0,1971
Minnesota,Rice,-40.0,% change,27131.0,1973
Minnesota,Rock,0.0,% change,27133.0,1974
Minnesota,Roseau,nan,% change,27135.0,1976
Minnesota,St. Louis,71.42857360839844,% change,27137.0,1978
Minnesota,Scott,0.0,% change,27139.0,1979
Minnesota,Sherburne,0.0,% change,27141.0,1980
Minnesota,Sibley,0.0,% change,27143.0,1982
Minnesota,Stearns,-14.285714149475098,% change,27145.0,1984
Minnesota,Steele,0.0,% change,27147.0,1985
Minnesota,Stevens,0.0,% change,27149.0,1987
Minnesota,Swift,nan,% change,27151.0,1988
Minnesota,Todd,nan,% change,27153.0,1989
Minnesota,Traverse,0.0,% change,27155.0,1990
Minnesota,Wabasha,nan,% change,27157.0,1991
Minnesota,Wadena,-50.0,% change,27159.0,1992
Minnesota,Waseca,0.0,% change,27161.0,1993
Minnesota,Washington,0.0,% change,27163.0,1994
Minnesota,Watonwan,0.0,% change,27165.0,1996
Minnesota,Wilkin,0.0,% change,27167.0,1997
Minnesota,Winona,100.0,% change,27169.0,1998
Minnesota,Wright,33.33333206176758,% change,27171.0,1999
Minnesota,Yellow Medicine,0.0,% change,27173.0,1531
Mississippi,Adams,nan,% change,28001.0,1534
Mississippi,Alcorn,0.0,% change,28003.0,1538
Mississippi,Amite,0.0,% change,28005.0,1539
Mississippi,Attala,0.0,% change,28007.0,1541
Mississippi,Benton,0.0,% change,28009.0,1544
Mississippi,Bolivar,0.0,% change,28011.0,1547
Mississippi,Calhoun,0.0,% change,28013.0,1548
Mississippi,Carroll,0.0,% change,28015.0,1549
Mississippi,Chickasaw,0.0,% change,28017.0,1550
Mississippi,Choctaw,100.0,% change,28019.0,1552
Mississippi,Claiborne,0.0,% change,28021.0,1555
Mississippi,Clarke,0.0,% change,28023.0,1557
Mississippi,Clay,0.0,% change,28025.0,1559
Mississippi,Coahoma,0.0,% change,28027.0,1562
Mississippi,Copiah,-33.33333206176758,% change,28029.0,1564
Mississippi,Covington,0.0,% change,28031.0,1567
Mississippi,DeSoto,50.0,% change,28033.0,1571
Mississippi,Forrest,-16.66666603088379,% change,28035.0,1572
Mississippi,Franklin,0.0,% change,28037.0,1575
Mississippi,George,0.0,% change,28039.0,1577
Mississippi,Greene,0.0,% change,28041.0,1579
Mississippi,Grenada,0.0,% change,28043.0,1581
Mississippi,Hancock,nan,% change,28045.0,1583
Mississippi,Harrison,0.0,% change,28047.0,1587
Mississippi,Hinds,0.0,% change,28049.0,1591
Mississippi,Holmes,0.0,% change,28051.0,1593
Mississippi,Humphreys,0.0,% change,28053.0,1596
Mississippi,Issaquena,0.0,% change,28055.0,1598
Mississippi,Itawamba,0.0,% change,28057.0,1601
Mississippi,Jackson,0.0,% change,28059.0,1605
Mississippi,Jasper,0.0,% change,28061.0,1607
Mississippi,Jefferson,0.0,% change,28063.0,1610
Mississippi,Jefferson Davis,0.0,% change,28065.0,1612
Mississippi,Jones,0.0,% change,28067.0,1615
Mississippi,Kemper,0.0,% change,28069.0,1616
Mississippi,Lafayette,0.0,% change,28071.0,1620
Mississippi,Lamar,nan,% change,28073.0,1623
Mississippi,Lauderdale,0.0,% change,28075.0,1628
Mississippi,Lawrence,0.0,% change,28077.0,1632
Mississippi,Leake,0.0,% change,28079.0,1636
Mississippi,Lee,0.0,% change,28081.0,1638
Mississippi,Leflore,0.0,% change,28083.0,1643
Mississippi,Lincoln,0.0,% change,28085.0,1645
Mississippi,Lowndes,0.0,% change,28087.0,1647
Mississippi,Madison,50.0,% change,28089.0,1651
Mississippi,Marion,0.0,% change,28091.0,1653
Mississippi,Marshall,0.0,% change,28093.0,1655
Mississippi,Monroe,0.0,% change,28095.0,1656
Mississippi,Montgomery,0.0,% change,28097.0,1658
Mississippi,Neshoba,0.0,% change,28099.0,1661
Mississippi,Newton,0.0,% change,28101.0,1663
Mississippi,Noxubee,0.0,% change,28103.0,1666
Mississippi,Oktibbeha,0.0,% change,28105.0,1668
Mississippi,Panola,0.0,% change,28107.0,1671
Mississippi,Pearl River,0.0,% change,28109.0,1676
Mississippi,Perry,0.0,% change,28111.0,1679
Mississippi,Pike,0.0,% change,28113.0,1680
Mississippi,Pontotoc,0.0,% change,28115.0,1682
Mississippi,Prentiss,0.0,% change,28117.0,1684
Mississippi,Quitman,nan,% change,28119.0,1685
Mississippi,Rankin,0.0,% change,28121.0,1690
Mississippi,Scott,0.0,% change,28123.0,1692
Mississippi,Sharkey,0.0,% change,28125.0,1695
Mississippi,Simpson,0.0,% change,28127.0,1698
Mississippi,Smith,0.0,% change,28129.0,1709
Mississippi,Stone,0.0,% change,28131.0,1712
Mississippi,Sunflower,0.0,% change,28133.0,1721
Mississippi,Tallahatchie,0.0,% change,28135.0,1725
Mississippi,Tate,0.0,% change,28137.0,1727
Mississippi,Tippah,0.0,% change,28139.0,1730
Mississippi,Tishomingo,100.0,% change,28141.0,1732
Mississippi,Tunica,0.0,% change,28143.0,1735
Mississippi,Union,-66.66666412353516,% change,28145.0,1737
Mississippi,Walthall,0.0,% change,28147.0,1740
Mississippi,Warren,0.0,% change,28149.0,1746
Mississippi,Washington,0.0,% change,28151.0,1750
Mississippi,Wayne,0.0,% change,28153.0,1753
Mississippi,Webster,0.0,% change,28155.0,1756
Mississippi,Wilkinson,0.0,% change,28157.0,1757
Mississippi,Winston,nan,% change,28159.0,1758
Mississippi,Yalobusha,0.0,% change,28161.0,1759
Mississippi,Yazoo,0.0,% change,28163.0,1760
Missouri,Adair,0.0,% change,29001.0,1761
Missouri,Andrew,0.0,% change,29003.0,1762
Missouri,Atchison,nan,% change,29005.0,1763
Missouri,Audrain,0.0,% change,29007.0,1766
Missouri,Barry,0.0,% change,29009.0,1767
Missouri,Barton,0.0,% change,29011.0,1771
Missouri,Bates,0.0,% change,29013.0,1776
Missouri,Benton,0.0,% change,29015.0,1778
Missouri,Bollinger,0.0,% change,29017.0,1781
Missouri,Boone,0.0,% change,29019.0,1783
Missouri,Buchanan,100.0,% change,29021.0,1789
Missouri,Butler,0.0,% change,29023.0,1792
Missouri,Caldwell,nan,% change,29025.0,1795
Missouri,Callaway,0.0,% change,29027.0,1799
Missouri,Camden,0.0,% change,29029.0,1803
Missouri,Cape Girardeau,0.0,% change,29031.0,1808
Missouri,Carroll,0.0,% change,29033.0,1822
Missouri,Carter,0.0,% change,29035.0,1001
Missouri,Cass,20.0,% change,29037.0,1004
Missouri,Cedar,0.0,% change,29039.0,1007
Missouri,Chariton,0.0,% change,29041.0,1011
Missouri,Christian,66.66666412353516,% change,29043.0,1014
Missouri,Clark,0.0,% change,29045.0,1015
Missouri,Clay,0.0,% change,29047.0,1018
Missouri,Clinton,0.0,% change,29049.0,1021
Missouri,Cole,0.0,% change,29051.0,1022
Missouri,Cooper,-50.0,% change,29053.0,1025
Missouri,Crawford,0.0,% change,29055.0,1028
Missouri,Dade,0.0,% change,29057.0,1030
Missouri,Dallas,0.0,% change,29059.0,1032
Missouri,Daviess,0.0,% change,29061.0,1036
Missouri,DeKalb,0.0,% change,29063.0,1038
Missouri,Dent,0.0,% change,29065.0,1040
Missouri,Douglas,nan,% change,29067.0,1043
Missouri,Dunklin,0.0,% change,29069.0,1045
Missouri,Franklin,40.0,% change,29071.0,1047
Missouri,Gasconade,0.0,% change,29073.0,1049
Missouri,Gentry,0.0,% change,29075.0,1052
Missouri,Greene,0.0,% change,29077.0,1054
Missouri,Grundy,0.0,% change,29079.0,1057
Missouri,Harrison,0.0,% change,29081.0,1058
Missouri,Henry,0.0,% change,29083.0,1061
Missouri,Hickory,nan,% change,29085.0,1063
Missouri,Holt,0.0,% change,29087.0,1065
Missouri,Howard,-50.0,% change,29089.0,1068
Missouri,Howell,66.66666412353516,% change,29091.0,1070
Missouri,Iron,0.0,% change,29093.0,1072
Missouri,Jackson,-21.7391300201416,% change,29095.0,1074
Missouri,Jasper,0.0,% change,29097.0,1078
Missouri,Jefferson,25.0,% change,29099.0,1082
Missouri,Johnson,0.0,% change,29101.0,1087
Missouri,Knox,0.0,% change,29103.0,1091
Missouri,Laclede,0.0,% change,29105.0,1096
Missouri,Lafayette,-25.0,% change,29107.0,1099
Missouri,Lawrence,20.0,% change,29109.0,1101
Missouri,Lewis,0.0,% change,29111.0,1104
Missouri,Lincoln,0.0,% change,29113.0,1106
Missouri,Linn,0.0,% change,29115.0,1109
Missouri,Livingston,0.0,% change,29117.0,1112
Missouri,McDonald,50.0,% change,29119.0,1113
Missouri,Macon,0.0,% change,29121.0,1116
Missouri,Madison,100.0,% change,29123.0,1117
Missouri,Maries,0.0,% change,29125.0,1120
Missouri,Marion,0.0,% change,29127.0,1122
Missouri,Mercer,0.0,% change,29129.0,1125
Missouri,Miller,0.0,% change,29131.0,1128
Missouri,Mississippi,0.0,% change,29133.0,1131
Missouri,Moniteau,0.0,% change,29135.0,1135
Missouri,Monroe,0.0,% change,29137.0,1139
Missouri,Montgomery,0.0,% change,29139.0,1142
Missouri,Morgan,100.0,% change,29141.0,1146
Missouri,New Madrid,0.0,% change,29143.0,1149
Missouri,Newton,100.0,% change,29145.0,1152
Missouri,Nodaway,0.0,% change,29147.0,1156
Missouri,Oregon,0.0,% change,29149.0,1158
Missouri,Osage,0.0,% change,29151.0,1164
Missouri,Ozark,0.0,% change,29153.0,1168
Missouri,Pemiscot,nan,% change,29155.0,1170
Missouri,Perry,0.0,% change,29157.0,1172
Missouri,Pettis,0.0,% change,29159.0,1174
Missouri,Phelps,0.0,% change,29161.0,1176
Missouri,Pike,0.0,% change,29163.0,1179
Missouri,Platte,-25.0,% change,29165.0,1181
Missouri,Polk,0.0,% change,29167.0,1183
Missouri,Pulaski,50.0,% change,29169.0,1185
Missouri,Putnam,0.0,% change,29171.0,1188
Missouri,Ralls,0.0,% change,29173.0,1191
Missouri,Randolph,50.0,% change,29175.0,1194
Missouri,Ray,0.0,% change,29177.0,1197
Missouri,Reynolds,0.0,% change,29179.0,1200
Missouri,Ripley,-50.0,% change,29181.0,1203
Missouri,St. Charles,-16.66666603088379,% change,29183.0,1205
Missouri,St. Clair,0.0,% change,29185.0,1208
Missouri,Ste. Genevieve,0.0,% change,29186.0,1209
Missouri,St. Francois,-50.0,% change,29187.0,1212
Missouri,St. Louis County,23.076923370361328,% change,29189.0,1216
Missouri,Saline,0.0,% change,29195.0,1218
Missouri,Schuyler,0.0,% change,29197.0,1221
Missouri,Scotland,0.0,% change,29199.0,1224
Missouri,Scott,0.0,% change,29201.0,1227
Missouri,Shannon,100.0,% change,29203.0,1229
Missouri,Shelby,0.0,% change,29205.0,1232
Missouri,Stoddard,0.0,% change,29207.0,1236
Missouri,Stone,50.0,% change,29209.0,1237
Missouri,Sullivan,0.0,% change,29211.0,1240
Missouri,Taney,33.33333206176758,% change,29213.0,1242
Missouri,Texas,100.0,% change,29215.0,1245
Missouri,Vernon,0.0,% change,29217.0,1248
Missouri,Warren,33.33333206176758,% change,29219.0,1251
Missouri,Washington,nan,% change,29221.0,1253
Missouri,Wayne,0.0,% change,29223.0,1256
Missouri,Webster,0.0,% change,29225.0,1258
Missouri,Worth,nan,% change,29227.0,1261
Missouri,Wright,-33.33333206176758,% change,29229.0,1263
Missouri,St. Louis County,0.0,% change,29510.0,1216
Montana,Beaverhead,0.0,% change,30001.0,1269
Montana,Big Horn,0.0,% change,30003.0,1274
Montana,Blaine,0.0,% change,30005.0,1124
Montana,Broadwater,0.0,% change,30007.0,1132
Montana,Carbon,0.0,% change,30009.0,1137
Montana,Carter,0.0,% change,30011.0,1141
Montana,Cascade,0.0,% change,30013.0,1144
Montana,Chouteau,0.0,% change,30015.0,1150
Montana,Custer,0.0,% change,30017.0,1153
Montana,Daniels,0.0,% change,30019.0,1157
Montana,Dawson,0.0,% change,30021.0,1160
Montana,Deer Lodge,0.0,% change,30023.0,1163
Montana,Fallon,0.0,% change,30025.0,1165
Montana,Fergus,0.0,% change,30027.0,1169
Montana,Flathead,25.0,% change,30029.0,1173
Montana,Gallatin,14.285714149475098,% change,30031.0,1177
Montana,Garfield,0.0,% change,30033.0,1182
Montana,Glacier,0.0,% change,30035.0,1186
Montana,Golden Valley,0.0,% change,30037.0,1189
Montana,Granite,0.0,% change,30039.0,1192
Montana,Hill,0.0,% change,30041.0,1195
Montana,Jefferson,0.0,% change,30043.0,1199
Montana,Judith Basin,nan,% change,30045.0,1202
Montana,Lake,-33.33333206176758,% change,30047.0,1207
Montana,Lewis and Clark,0.0,% change,30049.0,1211
Montana,Liberty,0.0,% change,30051.0,1214
Montana,Lincoln,100.0,% change,30053.0,1219
Montana,McCone,0.0,% change,30055.0,1223
Montana,Madison,33.33333206176758,% change,30057.0,1226
Montana,Meagher,0.0,% change,30059.0,1231
Montana,Mineral,0.0,% change,30061.0,1234
Montana,Missoula,20.0,% change,30063.0,1239
Montana,Musselshell,0.0,% change,30065.0,1241
Montana,Park,0.0,% change,30067.0,1244
Montana,Petroleum,0.0,% change,30069.0,1247
Montana,Phillips,0.0,% change,30071.0,1250
Montana,Pondera,0.0,% change,30073.0,1254
Montana,Powder River,0.0,% change,30075.0,1259
Montana,Powell,0.0,% change,30077.0,1262
Montana,Prairie,0.0,% change,30079.0,1264
Montana,Ravalli,-20.0,% change,30081.0,1268
Montana,Richland,0.0,% change,30083.0,1271
Montana,Roosevelt,0.0,% change,30085.0,1275
Montana,Rosebud,0.0,% change,30087.0,1277
Montana,Sanders,0.0,% change,30089.0,1278
Montana,Sheridan,0.0,% change,30091.0,1281
Montana,Silver Bow,-50.0,% change,30093.0,1284
Montana,Stillwater,0.0,% change,30095.0,1286
Montana,Sweet Grass,0.0,% change,30097.0,1288
Montana,Teton,0.0,% change,30099.0,1290
Montana,Toole,0.0,% change,30101.0,1292
Montana,Treasure,0.0,% change,30103.0,1293
Montana,Valley,0.0,% change,30105.0,1296
Montana,Wheatland,0.0,% change,30107.0,1298
Montana,Wibaux,0.0,% change,30109.0,1300
Montana,Yellowstone,0.0,% change,30111.0,1302
Nebraska,Adams,0.0,% change,31001.0,1303
Nebraska,Antelope,0.0,% change,31003.0,1305
Nebraska,Arthur,0.0,% change,31005.0,1307
Nebraska,Banner,nan,% change,31007.0,1308
Nebraska,Blaine,0.0,% change,31009.0,1309
Nebraska,Boone,0.0,% change,31011.0,1310
Nebraska,Box Butte,0.0,% change,31013.0,1315
Nebraska,Boyd,0.0,% change,31015.0,1317
Nebraska,Brown,50.0,% change,31017.0,1319
Nebraska,Buffalo,0.0,% change,31019.0,1321
Nebraska,Burt,nan,% change,31021.0,1323
Nebraska,Butler,0.0,% change,31023.0,1325
Nebraska,Cass,0.0,% change,31025.0,1326
