State,County,Vegetable acres harvested for fresh market (% change) 2007 - 12 (PCH_FRESHVEG_ACRES_07_12),Units,FIPS,FID
Nebraska,Box Butte,nan,% change,31013.0,1315
Nebraska,Boyd,nan,% change,31015.0,1317
Nebraska,Brown,nan,% change,31017.0,1319
Nebraska,Buffalo,nan,% change,31019.0,1321
Nebraska,Burt,nan,% change,31021.0,1323
Nebraska,Butler,113.79310344827587,% change,31023.0,1325
Nebraska,Cass,nan,% change,31025.0,1326
Nebraska,Cedar,-50.0,% change,31027.0,1329
Nebraska,Chase,nan,% change,31029.0,1330
Nebraska,Cherry,nan,% change,31031.0,1333
Nebraska,Cheyenne,-100.0,% change,31033.0,1334
Nebraska,Clay,nan,% change,31035.0,1336
Nebraska,Colfax,nan,% change,31037.0,1338
Nebraska,Cuming,nan,% change,31039.0,1340
Nebraska,Custer,183.33333333333331,% change,31041.0,1342
Nebraska,Dakota,-33.33333333333333,% change,31043.0,1344
Nebraska,Dawes,nan,% change,31045.0,1347
Nebraska,Dawson,nan,% change,31047.0,1349
Nebraska,Deuel,nan,% change,31049.0,1351
Nebraska,Dixon,nan,% change,31051.0,1353
Nebraska,Dodge,213.0434782608696,% change,31053.0,1354
Nebraska,Douglas,18.11320754716981,% change,31055.0,1358
Nebraska,Dundy,nan,% change,31057.0,1360
Nebraska,Fillmore,nan,% change,31059.0,1363
Nebraska,Franklin,nan,% change,31061.0,1369
Nebraska,Frontier,nan,% change,31063.0,1371
Nebraska,Furnas,nan,% change,31065.0,1374
Nebraska,Gage,nan,% change,31067.0,1378
Nebraska,Garden,nan,% change,31069.0,1381
Nebraska,Garfield,nan,% change,31071.0,1391
Nebraska,Gosper,nan,% change,31073.0,1393
Nebraska,Grant,nan,% change,31075.0,1395
Nebraska,Greeley,nan,% change,31077.0,1397
Nebraska,Hall,nan,% change,31079.0,1402
Nebraska,Hamilton,-60.0,% change,31081.0,1405
Nebraska,Harlan,nan,% change,31083.0,1409
Nebraska,Hayes,nan,% change,31085.0,1411
Nebraska,Hitchcock,nan,% change,31087.0,1414
Nebraska,Holt,nan,% change,31089.0,1416
Nebraska,Hooker,nan,% change,31091.0,1418
Nebraska,Howard,85.625,% change,31093.0,1311
Nebraska,Jefferson,nan,% change,31095.0,1312
Nebraska,Johnson,nan,% change,31097.0,1313
Nebraska,Kearney,nan,% change,31099.0,1314
Nebraska,Keith,nan,% change,31101.0,1316
Nebraska,Keya Paha,nan,% change,31103.0,1318
Nebraska,Kimball,nan,% change,31105.0,1320
Nebraska,Knox,-33.33333333333333,% change,31107.0,1322
Nebraska,Lancaster,nan,% change,31109.0,1324
Nebraska,Lincoln,nan,% change,31111.0,1327
Nebraska,Logan,nan,% change,31113.0,1328
Nebraska,Loup,nan,% change,31115.0,1331
Nebraska,McPherson,nan,% change,31117.0,1332
Nebraska,Madison,-69.43521594684385,% change,31119.0,1335
Nebraska,Merrick,nan,% change,31121.0,1337
Nebraska,Morrill,nan,% change,31123.0,1339
Nebraska,Nance,nan,% change,31125.0,1341
Nebraska,Nemaha,nan,% change,31127.0,1343
Nebraska,Nuckolls,nan,% change,31129.0,1345
Nebraska,Otoe,53.333333333333336,% change,31131.0,1348
Nebraska,Pawnee,nan,% change,31133.0,1350
Nebraska,Perkins,nan,% change,31135.0,1352
Nebraska,Phelps,nan,% change,31137.0,1355
Nebraska,Pierce,nan,% change,31139.0,1356
Nebraska,Platte,nan,% change,31141.0,1359
Nebraska,Polk,nan,% change,31143.0,1362
Nebraska,Red Willow,nan,% change,31145.0,1364
Nebraska,Richardson,nan,% change,31147.0,1365
Nebraska,Rock,nan,% change,31149.0,1366
Nebraska,Saline,nan,% change,31151.0,1367
Nebraska,Sarpy,-19.090909090909093,% change,31153.0,1368
Nebraska,Saunders,nan,% change,31155.0,1370
Nebraska,Scotts Bluff,14.285714285714285,% change,31157.0,1373
Nebraska,Seward,nan,% change,31159.0,1375
Nebraska,Sheridan,nan,% change,31161.0,1376
Nebraska,Sherman,nan,% change,31163.0,1377
Nebraska,Sioux,nan,% change,31165.0,1380
Nebraska,Stanton,nan,% change,31167.0,1382
Nebraska,Thayer,nan,% change,31169.0,1383
Nebraska,Thomas,nan,% change,31171.0,1384
Nebraska,Thurston,nan,% change,31173.0,1385
Nebraska,Valley,nan,% change,31175.0,1386
Nebraska,Washington,nan,% change,31177.0,1387
Nebraska,Wayne,nan,% change,31179.0,1388
Nebraska,Webster,-100.0,% change,31181.0,1389
Nebraska,Wheeler,nan,% change,31183.0,1390
Nebraska,York,nan,% change,31185.0,1392
Nevada,Churchill,nan,% change,32001.0,1396
Nevada,Clark,505.0,% change,32003.0,1399
Nevada,Douglas,nan,% change,32005.0,1400
Nevada,Elko,nan,% change,32007.0,1401
Nevada,Esmeralda,nan,% change,32009.0,1404
Nevada,Eureka,nan,% change,32011.0,1406
Nevada,Humboldt,nan,% change,32013.0,1407
Nevada,Lander,nan,% change,32015.0,1408
Nevada,Lincoln,nan,% change,32017.0,1410
Nevada,Lyon,nan,% change,32019.0,1412
Nevada,Mineral,nan,% change,32021.0,1415
Nevada,Nye,nan,% change,32023.0,1417
Nevada,Pershing,nan,% change,32027.0,1419
Nevada,Storey,nan,% change,32029.0,1420
Nevada,Washoe,nan,% change,32031.0,1423
Nevada,White Pine,nan,% change,32033.0,1425
Nevada,Carson City,nan,% change,32510.0,1428
New Hampshire,Belknap,nan,% change,33001.0,1432
New Hampshire,Carroll,nan,% change,33003.0,1435
New Hampshire,Cheshire,nan,% change,33005.0,1437
New Hampshire,Coos,nan,% change,33007.0,1440
New Hampshire,Grafton,nan,% change,33009.0,1442
New Hampshire,Hillsborough,nan,% change,33011.0,1443
New Hampshire,Merrimack,60.6280193236715,% change,33013.0,1444
New Hampshire,Rockingham,nan,% change,33015.0,1448
New Hampshire,Strafford,-29.712460063897762,% change,33017.0,1453
New Hampshire,Sullivan,-20.2020202020202,% change,33019.0,1454
New Jersey,Atlantic,nan,% change,34001.0,1461
New Jersey,Bergen,-47.794117647058826,% change,34003.0,1465
New Jersey,Burlington,3.9832285115303985,% change,34005.0,1470
New Jersey,Camden,nan,% change,34007.0,1472
New Jersey,Cape May,nan,% change,34009.0,1477
New Jersey,Cumberland,-0.9125893347993402,% change,34011.0,1482
New Jersey,Essex,nan,% change,34013.0,1483
New Jersey,Gloucester,-35.56428972487367,% change,34015.0,1484
New Jersey,Hudson,nan,% change,34017.0,1487
New Jersey,Hunterdon,nan,% change,34019.0,1488
New Jersey,Mercer,nan,% change,34021.0,1493
New Jersey,Middlesex,-3.2119914346895073,% change,34023.0,1497
New Jersey,Monmouth,nan,% change,34025.0,1504
New Jersey,Morris,nan,% change,34027.0,1511
New Jersey,Ocean,-14.698795180722893,% change,34029.0,1546
New Jersey,Passaic,-3.8095238095238098,% change,34031.0,1551
New Jersey,Salem,4.970713946493588,% change,34033.0,1553
New Jersey,Somerset,79.23076923076923,% change,34035.0,1558
New Jersey,Sussex,nan,% change,34037.0,1561
New Jersey,Union,nan,% change,34039.0,1566
New Jersey,Warren,-30.64516129032258,% change,34041.0,1570
New Mexico,Bernalillo,nan,% change,35001.0,1574
New Mexico,Catron,nan,% change,35003.0,1576
New Mexico,Chaves,nan,% change,35005.0,1578
New Mexico,Cibola,nan,% change,35006.0,1580
New Mexico,Colfax,nan,% change,35007.0,1582
New Mexico,Curry,nan,% change,35009.0,1586
New Mexico,De Baca,nan,% change,35011.0,1589
New Mexico,Doña Ana,-15.32573566933152,% change,35013.0,1590
New Mexico,Eddy,nan,% change,35015.0,1592
New Mexico,Grant,61.53846153846154,% change,35017.0,1594
New Mexico,Guadalupe,nan,% change,35019.0,1595
New Mexico,Harding,nan,% change,35021.0,1597
New Mexico,Hidalgo,119.76744186046511,% change,35023.0,1600
New Mexico,Lea,nan,% change,35025.0,1604
New Mexico,Lincoln,nan,% change,35027.0,1613
New Mexico,Los Alamos,nan,% change,35028.0,1618
New Mexico,Luna,-19.94535519125683,% change,35029.0,1622
New Mexico,McKinley,-90.77380952380952,% change,35031.0,1626
New Mexico,Mora,0.0,% change,35033.0,1629
New Mexico,Otero,nan,% change,35035.0,1633
New Mexico,Quay,nan,% change,35037.0,1637
New Mexico,Rio Arriba,8.304498269896193,% change,35039.0,1639
New Mexico,Roosevelt,nan,% change,35041.0,1642
New Mexico,Sandoval,-28.994082840236686,% change,35043.0,1646
New Mexico,San Juan,nan,% change,35045.0,1650
New Mexico,San Miguel,42.857142857142854,% change,35047.0,1652
New Mexico,Santa Fe,nan,% change,35049.0,1654
New Mexico,Sierra,-27.027027027027028,% change,35051.0,1657
New Mexico,Socorro,nan,% change,35053.0,1659
New Mexico,Taos,16.666666666666664,% change,35055.0,1662
New Mexico,Torrance,nan,% change,35057.0,1664
New Mexico,Union,nan,% change,35059.0,1667
New Mexico,Valencia,nan,% change,35061.0,1670
New York,Albany,-8.322147651006711,% change,36001.0,1673
New York,Allegany,nan,% change,36003.0,1674
New York,Bronx,nan,% change,36005.0,1681
New York,Broome,nan,% change,36007.0,1683
New York,Cattaraugus,nan,% change,36009.0,1687
New York,Cayuga,31.518257527226133,% change,36011.0,1689
New York,Chautauqua,nan,% change,36013.0,1694
New York,Chemung,nan,% change,36015.0,1696
New York,Chenango,nan,% change,36017.0,1699
New York,Clinton,0.796812749003984,% change,36019.0,1702
New York,Columbia,-37.302423603793464,% change,36021.0,1704
New York,Cortland,nan,% change,36023.0,1706
New York,Delaware,17.741935483870968,% change,36025.0,1707
New York,Dutchess,-49.396378269617706,% change,36027.0,1711
New York,Erie,8.694001518602885,% change,36029.0,1723
New York,Essex,nan,% change,36031.0,1728
New York,Franklin,nan,% change,36033.0,1731
New York,Fulton,nan,% change,36035.0,1734
New York,Genesee,-51.18360851402427,% change,36037.0,1736
New York,Greene,nan,% change,36039.0,1739
New York,Hamilton,nan,% change,36041.0,1742
New York,Herkimer,nan,% change,36043.0,1745
New York,Jefferson,28.638497652582164,% change,36045.0,1782
New York,Kings,nan,% change,36047.0,1788
New York,Lewis,nan,% change,36049.0,1790
New York,Livingston,69.10785619174435,% change,36051.0,1791
New York,Madison,48.676171079429736,% change,36053.0,1796
New York,Monroe,12.261460846676902,% change,36055.0,1804
New York,Montgomery,-54.557463672391016,% change,36057.0,1807
New York,Nassau,nan,% change,36059.0,1839
New York,New York,nan,% change,36061.0,1847
New York,Niagara,nan,% change,36063.0,1850
New York,Oneida,-27.398373983739837,% change,36065.0,1852
New York,Onondaga,-11.472785485592315,% change,36067.0,1853
New York,Ontario,-11.125104953820319,% change,36069.0,1856
New York,Orange,5.291396854764107,% change,36071.0,1859
New York,Orleans,52.63961328075308,% change,36073.0,1862
New York,Oswego,nan,% change,36075.0,1864
New York,Otsego,17.277486910994764,% change,36077.0,1868
New York,Putnam,nan,% change,36079.0,1870
New York,Queens,nan,% change,36081.0,1872
New York,Rensselaer,13.006885998469778,% change,36083.0,1874
New York,Richmond,nan,% change,36085.0,1876
New York,Rockland,nan,% change,36087.0,1879
New York,St. Lawrence,-12.89134438305709,% change,36089.0,1883
New York,Saratoga,22.878228782287824,% change,36091.0,1885
New York,Schenectady,nan,% change,36093.0,1887
New York,Schoharie,-5.664739884393064,% change,36095.0,1888
New York,Schuyler,nan,% change,36097.0,1889
New York,Seneca,nan,% change,36099.0,1890
New York,Steuben,-51.79897201599086,% change,36101.0,1891
New York,Suffolk,-12.03589108910891,% change,36103.0,1924
New York,Sullivan,-12.587412587412588,% change,36105.0,1928
New York,Tioga,nan,% change,36107.0,1930
New York,Tompkins,nan,% change,36109.0,1933
New York,Ulster,-12.888452731436049,% change,36111.0,1935
New York,Warren,nan,% change,36113.0,1938
New York,Washington,nan,% change,36115.0,1942
New York,Wayne,4.042553191489362,% change,36117.0,1952
New York,Westchester,nan,% change,36119.0,1960
New York,Wyoming,66.10169491525424,% change,36121.0,1962
New York,Yates,-21.79656538969617,% change,36123.0,1965
North Carolina,Alamance,-31.932773109243694,% change,37001.0,1967
North Carolina,Alexander,nan,% change,37003.0,1968
North Carolina,Alleghany,nan,% change,37005.0,1970
North Carolina,Anson,-37.9746835443038,% change,37007.0,1972
North Carolina,Ashe,53.75722543352601,% change,37009.0,1975
North Carolina,Avery,nan,% change,37011.0,1977
North Carolina,Beaufort,nan,% change,37013.0,1981
North Carolina,Bertie,-78.0982905982906,% change,37015.0,1983
North Carolina,Bladen,nan,% change,37017.0,1986
North Carolina,Brunswick,nan,% change,37019.0,1995
North Carolina,Buncombe,4.3090638930163445,% change,37021.0,1422
North Carolina,Burke,0.9009009009009009,% change,37023.0,1424
North Carolina,Cabarrus,nan,% change,37025.0,1426
North Carolina,Caldwell,56.75675675675676,% change,37027.0,1429
North Carolina,Camden,nan,% change,37029.0,1433
North Carolina,Carteret,nan,% change,37031.0,1447
North Carolina,Caswell,-47.55555555555556,% change,37033.0,1449
North Carolina,Catawba,100.0,% change,37035.0,1450
North Carolina,Chatham,-55.839416058394164,% change,37037.0,1451
North Carolina,Cherokee,nan,% change,37039.0,1452
North Carolina,Chowan,-32.986733596271065,% change,37041.0,1455
North Carolina,Clay,1887.5,% change,37043.0,1457
North Carolina,Cleveland,nan,% change,37045.0,1458
North Carolina,Columbus,15.771079073831368,% change,37047.0,1459
North Carolina,Craven,nan,% change,37049.0,1462
North Carolina,Cumberland,nan,% change,37051.0,1464
North Carolina,Currituck,nan,% change,37053.0,1481
North Carolina,Dare,nan,% change,37055.0,1485
North Carolina,Davidson,-14.376321353065538,% change,37057.0,1489
North Carolina,Davie,nan,% change,37059.0,1490
North Carolina,Duplin,60.199999999999996,% change,37061.0,1492
North Carolina,Durham,nan,% change,37063.0,1494
North Carolina,Edgecombe,-53.929121725731896,% change,37065.0,1495
North Carolina,Forsyth,-13.602941176470587,% change,37067.0,1496
North Carolina,Franklin,3.1746031746031744,% change,37069.0,1498
North Carolina,Gaston,nan,% change,37071.0,1499
North Carolina,Gates,nan,% change,37073.0,1500
North Carolina,Graham,80.0,% change,37075.0,1502
North Carolina,Granville,nan,% change,37077.0,1503
North Carolina,Greene,nan,% change,37079.0,1505
North Carolina,Guilford,nan,% change,37081.0,1506
North Carolina,Halifax,nan,% change,37083.0,1508
North Carolina,Harnett,5.789110957960028,% change,37085.0,1509
North Carolina,Haywood,16.449086161879894,% change,37087.0,1512
North Carolina,Henderson,nan,% change,37089.0,1514
North Carolina,Hertford,122.28739002932552,% change,37091.0,1515
North Carolina,Hoke,nan,% change,37093.0,1517
North Carolina,Hyde,-32.08999407933689,% change,37095.0,1521
North Carolina,Iredell,-51.09489051094891,% change,37097.0,1525
North Carolina,Jackson,nan,% change,37099.0,1528
North Carolina,Johnston,23.630478087649404,% change,37101.0,1530
North Carolina,Jones,nan,% change,37103.0,1536
North Carolina,Lee,nan,% change,37105.0,1540
North Carolina,Lenoir,41.34615384615385,% change,37107.0,1542
North Carolina,Lincoln,-65.75630252100841,% change,37109.0,1545
North Carolina,McDowell,-55.294117647058826,% change,37111.0,1554
North Carolina,Macon,-34.41558441558442,% change,37113.0,1556
North Carolina,Madison,-7.526881720430108,% change,37115.0,1560
North Carolina,Martin,nan,% change,37117.0,1563
North Carolina,Mecklenburg,nan,% change,37119.0,1565
North Carolina,Mitchell,7.142857142857142,% change,37121.0,1568
North Carolina,Montgomery,36.15023474178404,% change,37123.0,1573
North Carolina,Moore,nan,% change,37125.0,1584
North Carolina,Nash,12.7792128855797,% change,37127.0,1588
North Carolina,New Hanover,91.66666666666666,% change,37129.0,1602
North Carolina,Northampton,-6.25,% change,37131.0,1606
North Carolina,Onslow,nan,% change,37133.0,1625
North Carolina,Orange,106.75675675675676,% change,37135.0,1630
North Carolina,Pamlico,nan,% change,37137.0,1703
North Carolina,Pasquotank,-12.470680218921032,% change,37139.0,1714
North Carolina,Pender,-45.40337711069418,% change,37141.0,1718
North Carolina,Perquimans,nan,% change,37143.0,1724
North Carolina,Person,nan,% change,37145.0,1729
North Carolina,Pitt,-66.51270207852194,% change,37147.0,1733
North Carolina,Polk,nan,% change,37149.0,1738
North Carolina,Randolph,62.745098039215684,% change,37151.0,1741
North Carolina,Richmond,nan,% change,37153.0,1744
North Carolina,Robeson,-38.63080684596577,% change,37155.0,1747
North Carolina,Rockingham,-10.666666666666668,% change,37157.0,1751
North Carolina,Rowan,nan,% change,37159.0,1754
North Carolina,Rutherford,-12.650602409638553,% change,37161.0,1764
North Carolina,Sampson,7.738896366083446,% change,37163.0,1769
North Carolina,Scotland,-65.33333333333333,% change,37165.0,1772
North Carolina,Stanly,nan,% change,37167.0,1775
North Carolina,Stokes,38.421052631578945,% change,37169.0,1777
North Carolina,Surry,nan,% change,37171.0,1780
North Carolina,Swain,-48.0,% change,37173.0,1784
North Carolina,Transylvania,2.3255813953488373,% change,37175.0,1786
North Carolina,Tyrrell,39.1025641025641,% change,37177.0,1794
North Carolina,Union,nan,% change,37179.0,1798
North Carolina,Vance,15.555555555555555,% change,37181.0,1801
North Carolina,Wake,-12.021857923497267,% change,37183.0,1805
North Carolina,Warren,nan,% change,37185.0,1809
North Carolina,Washington,nan,% change,37187.0,1811
North Carolina,Watauga,80.55555555555556,% change,37189.0,1813
North Carolina,Wayne,-13.66678407890102,% change,37191.0,1814
North Carolina,Wilkes,210.0,% change,37193.0,1817
North Carolina,Wilson,44.789489399820845,% change,37195.0,1819
North Carolina,Yadkin,nan,% change,37197.0,1821
North Carolina,Yancey,91.37931034482759,% change,37199.0,1823
North Dakota,Adams,nan,% change,38001.0,1826
North Dakota,Barnes,nan,% change,38003.0,1828
North Dakota,Benson,nan,% change,38005.0,1831
North Dakota,Billings,nan,% change,38007.0,1833
North Dakota,Bottineau,nan,% change,38009.0,1836
North Dakota,Bowman,nan,% change,38011.0,1838
North Dakota,Burke,nan,% change,38013.0,1841
North Dakota,Burleigh,nan,% change,38015.0,1844
North Dakota,Cass,nan,% change,38017.0,1848
North Dakota,Cavalier,50.0,% change,38019.0,1849
North Dakota,Dickey,nan,% change,38021.0,2004
North Dakota,Divide,nan,% change,38023.0,2007
North Dakota,Dunn,nan,% change,38025.0,2013
North Dakota,Eddy,nan,% change,38027.0,2017
North Dakota,Emmons,nan,% change,38029.0,2021
North Dakota,Foster,nan,% change,38031.0,2026
North Dakota,Golden Valley,nan,% change,38033.0,2036
North Dakota,Grand Forks,-8.137334414706677,% change,38035.0,2043
North Dakota,Grant,nan,% change,38037.0,2051
North Dakota,Griggs,nan,% change,38039.0,2056
North Dakota,Hettinger,nan,% change,38041.0,2063
North Dakota,Kidder,nan,% change,38043.0,2068
North Dakota,LaMoure,nan,% change,38045.0,2074
North Dakota,Logan,nan,% change,38047.0,2078
North Dakota,McHenry,nan,% change,38049.0,2082
North Dakota,McIntosh,nan,% change,38051.0,2090
North Dakota,McKenzie,nan,% change,38053.0,2097
North Dakota,McLean,22.22222222222222,% change,38055.0,2103
North Dakota,Mercer,nan,% change,38057.0,2107
North Dakota,Morton,nan,% change,38059.0,2114
North Dakota,Mountrail,nan,% change,38061.0,2119
North Dakota,Nelson,nan,% change,38063.0,2122
North Dakota,Oliver,nan,% change,38065.0,2127
North Dakota,Pembina,nan,% change,38067.0,2131
North Dakota,Pierce,nan,% change,38069.0,2136
North Dakota,Ramsey,nan,% change,38071.0,2141
North Dakota,Ransom,nan,% change,38073.0,2147
North Dakota,Renville,nan,% change,38075.0,2150
North Dakota,Richland,nan,% change,38077.0,2156
North Dakota,Rolette,nan,% change,38079.0,2161
North Dakota,Sargent,nan,% change,38081.0,2164
North Dakota,Sheridan,-100.0,% change,38083.0,2169
North Dakota,Sioux,nan,% change,38085.0,2175
North Dakota,Slope,nan,% change,38087.0,2180
North Dakota,Stark,nan,% change,38089.0,2182
North Dakota,Steele,nan,% change,38091.0,2186
North Dakota,Stutsman,nan,% change,38093.0,2199
North Dakota,Towner,nan,% change,38095.0,2205
North Dakota,Traill,nan,% change,38097.0,2217
North Dakota,Walsh,nan,% change,38099.0,2225
North Dakota,Ward,nan,% change,38101.0,2233
North Dakota,Wells,-100.0,% change,38103.0,2237
North Dakota,Williams,nan,% change,38105.0,2244
Ohio,Adams,nan,% change,39001.0,2248
Ohio,Allen,nan,% change,39003.0,2250
Ohio,Ashland,-35.1123595505618,% change,39005.0,2254
Ohio,Ashtabula,nan,% change,39007.0,2259
Ohio,Athens,nan,% change,39009.0,2266
Ohio,Auglaize,nan,% change,39011.0,2273
Ohio,Belmont,nan,% change,39013.0,2278
Ohio,Brown,nan,% change,39015.0,2282
Ohio,Butler,nan,% change,39017.0,2286
Ohio,Carroll,nan,% change,39019.0,2289
Ohio,Champaign,nan,% change,39021.0,2291
Ohio,Clark,nan,% change,39023.0,2300
Ohio,Clermont,-41.43646408839779,% change,39025.0,2306
Ohio,Clinton,nan,% change,39027.0,2310
Ohio,Columbiana,-20.146520146520146,% change,39029.0,2315
Ohio,Coshocton,nan,% change,39031.0,2317
Ohio,Crawford,-81.81818181818183,% change,39033.0,2323
Ohio,Cuyahoga,nan,% change,39035.0,2332
Ohio,Darke,nan,% change,39037.0,2345
Ohio,Defiance,140.0,% change,39039.0,2350
Ohio,Delaware,-39.52095808383233,% change,39041.0,2352
Ohio,Erie,-5.689655172413794,% change,39043.0,2357
Ohio,Fairfield,-10.583941605839415,% change,39045.0,2365
Ohio,Fayette,-33.33333333333333,% change,39047.0,2368
Ohio,Franklin,nan,% change,39049.0,2375
Ohio,Fulton,-1.6877637130801686,% change,39051.0,2378
Ohio,Gallia,nan,% change,39053.0,2383
Ohio,Geauga,-28.57142857142857,% change,39055.0,2390
Ohio,Greene,-68.89692585895118,% change,39057.0,2393
Ohio,Guernsey,-26.666666666666668,% change,39059.0,2399
Ohio,Hamilton,nan,% change,39061.0,2411
Ohio,Hancock,nan,% change,39063.0,2427
Ohio,Hardin,nan,% change,39065.0,2432
Ohio,Harrison,nan,% change,39067.0,2440
Ohio,Henry,-20.43734230445753,% change,39069.0,2451
Ohio,Highland,nan,% change,39071.0,2457
Ohio,Hocking,nan,% change,39073.0,2461
Ohio,Holmes,nan,% change,39075.0,2464
Ohio,Huron,2.367306254672315,% change,39077.0,2468
Ohio,Jackson,nan,% change,39079.0,2472
Ohio,Jefferson,-14.285714285714285,% change,39081.0,2476
Ohio,Knox,-18.072289156626507,% change,39083.0,2479
Ohio,Lake,nan,% change,39085.0,2493
Ohio,Lawrence,-50.76142131979695,% change,39087.0,2499
Ohio,Licking,nan,% change,39089.0,2504
Ohio,Logan,nan,% change,39091.0,2510
Ohio,Lorain,nan,% change,39093.0,2516
Ohio,Lucas,nan,% change,39095.0,2520
Ohio,Madison,20.388349514563107,% change,39097.0,2529
Ohio,Mahoning,nan,% change,39099.0,2534
Ohio,Marion,nan,% change,39101.0,2541
Ohio,Medina,-54.21686746987952,% change,39103.0,2545
Ohio,Meigs,nan,% change,39105.0,2549
Ohio,Mercer,nan,% change,39107.0,2552
Ohio,Miami,nan,% change,39109.0,2558
Ohio,Monroe,nan,% change,39111.0,2565
Ohio,Montgomery,nan,% change,39113.0,2573
Ohio,Morgan,nan,% change,39115.0,2000
Ohio,Morrow,-18.243243243243242,% change,39117.0,2006
Ohio,Muskingum,nan,% change,39119.0,2010
Ohio,Noble,nan,% change,39121.0,2012
Ohio,Ottawa,134.4969199178645,% change,39123.0,2019
Ohio,Paulding,-96.84210526315789,% change,39125.0,2024
Ohio,Perry,nan,% change,39127.0,2027
Ohio,Pickaway,nan,% change,39129.0,2031
Ohio,Pike,nan,% change,39131.0,2034
Ohio,Portage,nan,% change,39133.0,2038
Ohio,Preble,nan,% change,39135.0,2039
Ohio,Putnam,nan,% change,39137.0,2040
Ohio,Richland,nan,% change,39139.0,2042
Ohio,Ross,nan,% change,39141.0,2045
Ohio,Sandusky,2.7027027027027026,% change,39143.0,2047
Ohio,Scioto,-57.14285714285714,% change,39145.0,2048
Ohio,Seneca,nan,% change,39147.0,2049
Ohio,Shelby,158.8235294117647,% change,39149.0,2052
Ohio,Stark,-28.7636669470143,% change,39151.0,2054
Ohio,Summit,5.970149253731343,% change,39153.0,2057
Ohio,Trumbull,-49.51456310679612,% change,39155.0,2061
Ohio,Tuscarawas,nan,% change,39157.0,2065
Ohio,Union,nan,% change,39159.0,2067
Ohio,Van Wert,175.0,% change,39161.0,2071
Ohio,Vinton,-61.53846153846154,% change,39163.0,2075
Ohio,Warren,nan,% change,39165.0,2076
Ohio,Washington,nan,% change,39167.0,2080
Ohio,Wayne,nan,% change,39169.0,2084
Ohio,Williams,-63.33126165320074,% change,39171.0,2087
Ohio,Wood,99.40119760479041,% change,39173.0,2091
Ohio,Wyandot,-42.857142857142854,% change,39175.0,2093
Oklahoma,Adair,52.17391304347826,% change,40001.0,2095
Oklahoma,Alfalfa,nan,% change,40003.0,2099
Oklahoma,Atoka,211.76470588235296,% change,40005.0,2102
Oklahoma,Beaver,nan,% change,40007.0,2104
Oklahoma,Beckham,-100.0,% change,40009.0,2106
Oklahoma,Blaine,nan,% change,40011.0,2110
Oklahoma,Bryan,nan,% change,40013.0,2112
Oklahoma,Caddo,nan,% change,40015.0,2118
Oklahoma,Canadian,nan,% change,40017.0,2123
Oklahoma,Carter,nan,% change,40019.0,2126
Oklahoma,Cherokee,-10.714285714285714,% change,40021.0,2129
Oklahoma,Choctaw,nan,% change,40023.0,2133
Oklahoma,Cimarron,nan,% change,40025.0,2135
Oklahoma,Cleveland,nan,% change,40027.0,2140
Oklahoma,Coal,nan,% change,40029.0,2144
Oklahoma,Comanche,nan,% change,40031.0,2145
Oklahoma,Cotton,nan,% change,40033.0,2146
Oklahoma,Craig,nan,% change,40035.0,2148
Oklahoma,Creek,nan,% change,40037.0,2151
Oklahoma,Custer,nan,% change,40039.0,2153
Oklahoma,Delaware,nan,% change,40041.0,2154
Oklahoma,Dewey,-100.0,% change,40043.0,2158
Oklahoma,Ellis,nan,% change,40045.0,2165
Oklahoma,Garfield,nan,% change,40047.0,2167
Oklahoma,Garvin,nan,% change,40049.0,2176
Oklahoma,Grady,nan,% change,40051.0,2184
Oklahoma,Grant,nan,% change,40053.0,2187
Oklahoma,Greer,nan,% change,40055.0,2189
Oklahoma,Harmon,nan,% change,40057.0,2191
Oklahoma,Harper,nan,% change,40059.0,2193
Oklahoma,Haskell,-100.0,% change,40061.0,2195
Oklahoma,Hughes,nan,% change,40063.0,2197
Oklahoma,Jackson,nan,% change,40065.0,2202
Oklahoma,Jefferson,-93.80185456320156,% change,40067.0,2206
Oklahoma,Johnston,20.0,% change,40069.0,2211
Oklahoma,Kay,-33.33333333333333,% change,40071.0,2215
Oklahoma,Kingfisher,nan,% change,40073.0,2219
Oklahoma,Kiowa,nan,% change,40075.0,2222
Oklahoma,Latimer,nan,% change,40077.0,2226
Oklahoma,Le Flore,nan,% change,40079.0,2230
Oklahoma,Lincoln,nan,% change,40081.0,2234
Oklahoma,Logan,nan,% change,40083.0,2236
Oklahoma,Love,nan,% change,40085.0,2238
Oklahoma,McClain,40.229885057471265,% change,40087.0,2245
Oklahoma,McCurtain,-33.15217391304348,% change,40089.0,2252
Oklahoma,McIntosh,nan,% change,40091.0,2258
Oklahoma,Major,-37.93103448275862,% change,40093.0,2260
Oklahoma,Marshall,-47.368421052631575,% change,40095.0,2265
Oklahoma,Mayes,nan,% change,40097.0,2270
Oklahoma,Murray,nan,% change,40099.0,2276
Oklahoma,Muskogee,nan,% change,40101.0,2281
Oklahoma,Noble,nan,% change,40103.0,2287
Oklahoma,Nowata,nan,% change,40105.0,2290
Oklahoma,Okfuskee,-41.911764705882355,% change,40107.0,2297
Oklahoma,Oklahoma,nan,% change,40109.0,2303
Oklahoma,Okmulgee,126.08695652173914,% change,40111.0,2311
Oklahoma,Osage,-68.18181818181817,% change,40113.0,2318
Oklahoma,Ottawa,nan,% change,40115.0,2325
