State,County,CSA farms (% change) 2007 - 12 (PCH_CSA_07_12),Units,FIPS,FID
Kentucky,Union,nan,% change,21225.0,1016
Kentucky,Warren,-8.333333333333332,% change,21227.0,1019
Kentucky,Washington,14.285714285714285,% change,21229.0,1023
Kentucky,Wayne,nan,% change,21231.0,1027
Kentucky,Webster,-66.66666666666666,% change,21233.0,1029
Kentucky,Whitley,50.0,% change,21235.0,1034
Kentucky,Wolfe,-100.0,% change,21237.0,1037
Kentucky,Woodford,-54.54545454545454,% change,21239.0,1042
Louisiana,Acadia,100.0,% change,22001.0,1046
Louisiana,Allen,nan,% change,22003.0,1051
Louisiana,Ascension,0.0,% change,22005.0,1055
Louisiana,Assumption,nan,% change,22007.0,1060
Louisiana,Avoyelles,140.0,% change,22009.0,1062
Louisiana,Beauregard,0.0,% change,22011.0,1066
Louisiana,Bienville,nan,% change,22013.0,1069
Louisiana,Bossier,-100.0,% change,22015.0,1076
Louisiana,Caddo,-100.0,% change,22017.0,1079
Louisiana,Calcasieu,-20.0,% change,22019.0,1081
Louisiana,Caldwell,nan,% change,22021.0,1084
Louisiana,Cameron,nan,% change,22023.0,1089
Louisiana,Catahoula,nan,% change,22025.0,1093
Louisiana,Claiborne,-100.0,% change,22027.0,1095
Louisiana,Concordia,-100.0,% change,22029.0,1098
Louisiana,De Soto,0.0,% change,22031.0,1103
Louisiana,East Baton Rouge,0.0,% change,22033.0,1108
Louisiana,East Carroll,-100.0,% change,22035.0,1111
Louisiana,East Feliciana,-100.0,% change,22037.0,1115
Louisiana,Evangeline,-60.0,% change,22039.0,1118
Louisiana,Franklin,-77.77777777777779,% change,22041.0,1123
Louisiana,Grant,nan,% change,22043.0,1127
Louisiana,Iberia,100.0,% change,22045.0,1133
Louisiana,Iberville,-100.0,% change,22047.0,1134
Louisiana,Jackson,nan,% change,22049.0,1138
Louisiana,Jefferson,nan,% change,22051.0,1147
Louisiana,Jefferson Davis,-85.71428571428571,% change,22053.0,1155
Louisiana,Lafayette,50.0,% change,22055.0,1161
Louisiana,Lafourche,-100.0,% change,22057.0,1280
Louisiana,La Salle,nan,% change,22059.0,1289
Louisiana,Lincoln,400.0,% change,22061.0,1291
Louisiana,Livingston,-100.0,% change,22063.0,1295
Louisiana,Madison,-100.0,% change,22065.0,1297
Louisiana,Morehouse,-33.33333333333333,% change,22067.0,1299
Louisiana,Natchitoches,-100.0,% change,22069.0,1301
Louisiana,Orleans,nan,% change,22071.0,1304
Louisiana,Ouachita,nan,% change,22073.0,1306
Louisiana,Plaquemines,nan,% change,22075.0,1427
Louisiana,Pointe Coupee,-100.0,% change,22077.0,1431
Louisiana,Rapides,14.285714285714285,% change,22079.0,1434
Louisiana,Red River,nan,% change,22081.0,1436
Louisiana,Richland,-75.0,% change,22083.0,1439
Louisiana,Sabine,nan,% change,22085.0,1441
Louisiana,St. Bernard,nan,% change,22087.0,1463
Louisiana,St. Charles,nan,% change,22089.0,1466
Louisiana,St. Helena,nan,% change,22091.0,1467
Louisiana,St. James,nan,% change,22093.0,1468
Louisiana,St. John the Baptist,-100.0,% change,22095.0,1469
Louisiana,St. Landry,14.285714285714285,% change,22097.0,1471
Louisiana,St. Martin,200.0,% change,22099.0,1473
Louisiana,St. Mary,nan,% change,22101.0,1474
Louisiana,St. Tammany,400.0,% change,22103.0,1475
Louisiana,Tangipahoa,50.0,% change,22105.0,1476
Louisiana,Tensas,nan,% change,22107.0,1479
Louisiana,Terrebonne,-100.0,% change,22109.0,1501
Louisiana,Union,nan,% change,22111.0,1507
Louisiana,Vermilion,-50.0,% change,22113.0,1510
Louisiana,Vernon,nan,% change,22115.0,1513
Louisiana,Washington,50.0,% change,22117.0,1516
Louisiana,Webster,nan,% change,22119.0,1518
Louisiana,West Baton Rouge,-100.0,% change,22121.0,1520
Louisiana,West Carroll,nan,% change,22123.0,1522
Louisiana,West Feliciana,nan,% change,22125.0,1524
Louisiana,Winn,100.0,% change,22127.0,1529
Maine,Androscoggin,241.17647058823528,% change,23001.0,1532
Maine,Aroostook,70.0,% change,23003.0,1535
Maine,Cumberland,85.71428571428571,% change,23005.0,1608
Maine,Franklin,280.0,% change,23007.0,1619
Maine,Hancock,173.33333333333334,% change,23009.0,1748
Maine,Kennebec,122.22222222222223,% change,23011.0,1755
Maine,Knox,-12.5,% change,23013.0,1774
Maine,Lincoln,63.1578947368421,% change,23015.0,1835
Maine,Oxford,100.0,% change,23017.0,1842
Maine,Penobscot,180.0,% change,23019.0,1846
Maine,Piscataquis,100.0,% change,23021.0,1851
Maine,Sagadahoc,300.0,% change,23023.0,1855
Maine,Somerset,150.0,% change,23025.0,1860
Maine,Waldo,306.25,% change,23027.0,1865
Maine,Washington,166.66666666666669,% change,23029.0,1884
Maine,York,193.33333333333334,% change,23031.0,1901
Maryland,Allegany,0.0,% change,24001.0,1905
Maryland,Anne Arundel,-33.33333333333333,% change,24003.0,1925
Maryland,Baltimore County,15.789473684210526,% change,24005.0,1939
Maryland,Calvert,-33.33333333333333,% change,24009.0,1946
Maryland,Caroline,-83.33333333333334,% change,24011.0,1949
Maryland,Carroll,-35.0,% change,24013.0,1955
Maryland,Cecil,0.0,% change,24015.0,1963
Maryland,Charles,-44.44444444444444,% change,24017.0,1294
Maryland,Dorchester,nan,% change,24019.0,1346
Maryland,Frederick,33.33333333333333,% change,24021.0,1357
Maryland,Garrett,-60.0,% change,24023.0,1361
Maryland,Harford,-20.0,% change,24025.0,1372
Maryland,Howard,-66.66666666666666,% change,24027.0,1379
Maryland,Kent,400.0,% change,24029.0,1394
Maryland,Montgomery,-40.0,% change,24031.0,1398
Maryland,Prince George's,37.5,% change,24033.0,1403
Maryland,Queen Anne's,-66.66666666666666,% change,24035.0,1413
Maryland,St. Mary's,-28.57142857142857,% change,24037.0,1421
Maryland,Somerset,-66.66666666666666,% change,24039.0,1430
Maryland,Talbot,-100.0,% change,24041.0,1438
Maryland,Washington,-77.77777777777779,% change,24043.0,1445
Maryland,Wicomico,-33.33333333333333,% change,24045.0,1446
Maryland,Worcester,-50.0,% change,24047.0,1456
Maryland,Baltimore County,nan,% change,24510.0,1939
Massachusetts,Barnstable,37.5,% change,25001.0,1478
Massachusetts,Berkshire,80.0,% change,25003.0,1480
Massachusetts,Bristol,78.57142857142857,% change,25005.0,1486
Massachusetts,Dukes,-100.0,% change,25007.0,1491
Massachusetts,Essex,83.33333333333334,% change,25009.0,1519
Massachusetts,Franklin,37.2093023255814,% change,25011.0,1523
Massachusetts,Hampden,25.0,% change,25013.0,1526
Massachusetts,Hampshire,235.0,% change,25015.0,1527
Massachusetts,Middlesex,83.33333333333334,% change,25017.0,1533
Massachusetts,Nantucket,0.0,% change,25019.0,1537
Massachusetts,Norfolk,183.33333333333331,% change,25021.0,1543
Massachusetts,Plymouth,133.33333333333331,% change,25023.0,1569
Massachusetts,Suffolk,nan,% change,25025.0,1585
Massachusetts,Worcester,134.6153846153846,% change,25027.0,1599
Michigan,Alcona,nan,% change,26001.0,1603
Michigan,Alger,nan,% change,26003.0,1609
Michigan,Allegan,0.0,% change,26005.0,1611
Michigan,Alpena,0.0,% change,26007.0,1614
Michigan,Antrim,33.33333333333333,% change,26009.0,1617
Michigan,Arenac,nan,% change,26011.0,1621
Michigan,Baraga,nan,% change,26013.0,1624
Michigan,Barry,-66.66666666666666,% change,26015.0,1627
Michigan,Bay,-66.66666666666666,% change,26017.0,1631
Michigan,Benzie,20.0,% change,26019.0,1634
Michigan,Berrien,150.0,% change,26021.0,1635
Michigan,Branch,nan,% change,26023.0,1640
Michigan,Calhoun,100.0,% change,26025.0,1641
Michigan,Cass,-30.0,% change,26027.0,1644
Michigan,Charlevoix,0.0,% change,26029.0,1648
Michigan,Cheboygan,nan,% change,26031.0,1649
Michigan,Chippewa,-33.33333333333333,% change,26033.0,1660
Michigan,Clare,-20.0,% change,26035.0,1665
Michigan,Clinton,-42.857142857142854,% change,26037.0,1669
Michigan,Crawford,nan,% change,26039.0,1672
Michigan,Delta,-100.0,% change,26041.0,1675
Michigan,Dickinson,nan,% change,26043.0,1677
Michigan,Eaton,50.0,% change,26045.0,1678
Michigan,Emmet,-20.0,% change,26047.0,1686
Michigan,Genesee,57.14285714285714,% change,26049.0,1688
Michigan,Gladwin,-100.0,% change,26051.0,1691
Michigan,Gogebic,nan,% change,26053.0,1693
Michigan,Grand Traverse,33.33333333333333,% change,26055.0,1697
Michigan,Gratiot,-55.55555555555556,% change,26057.0,1700
Michigan,Hillsdale,-37.5,% change,26059.0,1701
Michigan,Houghton,nan,% change,26061.0,1705
Michigan,Huron,-70.0,% change,26063.0,1708
Michigan,Ingham,25.0,% change,26065.0,1710
Michigan,Ionia,-85.71428571428571,% change,26067.0,1713
Michigan,Iosco,-20.0,% change,26069.0,1715
Michigan,Iron,nan,% change,26071.0,1716
Michigan,Isabella,-75.0,% change,26073.0,1717
Michigan,Jackson,28.57142857142857,% change,26075.0,1719
Michigan,Kalamazoo,0.0,% change,26077.0,1720
Michigan,Kalkaska,-75.0,% change,26079.0,1722
Michigan,Kent,62.5,% change,26081.0,1726
Michigan,Keweenaw,nan,% change,26083.0,1743
Michigan,Lake,nan,% change,26085.0,1749
Michigan,Lapeer,0.0,% change,26087.0,1752
Michigan,Leelanau,-44.44444444444444,% change,26089.0,1765
Michigan,Lenawee,-66.66666666666666,% change,26091.0,1768
Michigan,Livingston,-14.285714285714285,% change,26093.0,1770
Michigan,Luce,nan,% change,26095.0,1773
Michigan,Mackinac,nan,% change,26097.0,1779
Michigan,Macomb,-16.666666666666664,% change,26099.0,1785
Michigan,Manistee,-16.666666666666664,% change,26101.0,1787
Michigan,Marquette,0.0,% change,26103.0,1793
Michigan,Mason,400.0,% change,26105.0,1797
Michigan,Mecosta,-16.666666666666664,% change,26107.0,1800
Michigan,Menominee,-50.0,% change,26109.0,1802
Michigan,Midland,-25.0,% change,26111.0,1806
Michigan,Missaukee,-33.33333333333333,% change,26113.0,1810
Michigan,Monroe,-20.0,% change,26115.0,1812
Michigan,Montcalm,-38.46153846153847,% change,26117.0,1815
Michigan,Montmorency,nan,% change,26119.0,1816
Michigan,Muskegon,-50.0,% change,26121.0,1818
Michigan,Newaygo,-14.285714285714285,% change,26123.0,1820
Michigan,Oakland,-42.857142857142854,% change,26125.0,1824
Michigan,Oceana,-62.5,% change,26127.0,1825
Michigan,Ogemaw,0.0,% change,26129.0,1827
Michigan,Ontonagon,nan,% change,26131.0,1829
Michigan,Osceola,150.0,% change,26133.0,1830
Michigan,Oscoda,nan,% change,26135.0,1832
Michigan,Otsego,100.0,% change,26137.0,1834
Michigan,Ottawa,-28.57142857142857,% change,26139.0,1837
Michigan,Presque Isle,-100.0,% change,26141.0,1840
Michigan,Roscommon,nan,% change,26143.0,1843
Michigan,Saginaw,-60.0,% change,26145.0,1845
Michigan,St. Clair,-36.36363636363637,% change,26147.0,1854
Michigan,St. Joseph,50.0,% change,26149.0,1857
Michigan,Sanilac,-66.66666666666666,% change,26151.0,1858
Michigan,Schoolcraft,-100.0,% change,26153.0,1861
Michigan,Shiawassee,-12.5,% change,26155.0,1863
Michigan,Tuscola,-22.22222222222222,% change,26157.0,1866
Michigan,Van Buren,-26.666666666666668,% change,26159.0,1867
Michigan,Washtenaw,133.33333333333331,% change,26161.0,1869
Michigan,Wayne,450.0,% change,26163.0,1871
Michigan,Wexford,-94.73684210526315,% change,26165.0,1873
Minnesota,Aitkin,150.0,% change,27001.0,1875
Minnesota,Anoka,-62.5,% change,27003.0,1877
Minnesota,Becker,nan,% change,27005.0,1878
Minnesota,Beltrami,0.0,% change,27007.0,1880
Minnesota,Benton,100.0,% change,27009.0,1881
Minnesota,Big Stone,0.0,% change,27011.0,1882
Minnesota,Blue Earth,-100.0,% change,27013.0,1886
Minnesota,Brown,-25.0,% change,27015.0,1892
Minnesota,Carlton,133.33333333333331,% change,27017.0,1893
Minnesota,Carver,-25.0,% change,27019.0,1894
Minnesota,Cass,0.0,% change,27021.0,1895
Minnesota,Chippewa,-100.0,% change,27023.0,1896
Minnesota,Chisago,233.33333333333334,% change,27025.0,1897
Minnesota,Clay,100.0,% change,27027.0,1898
Minnesota,Clearwater,-33.33333333333333,% change,27029.0,1899
Minnesota,Cook,nan,% change,27031.0,1900
Minnesota,Cottonwood,-66.66666666666666,% change,27033.0,1902
Minnesota,Crow Wing,-66.66666666666666,% change,27035.0,1903
Minnesota,Dakota,50.0,% change,27037.0,1904
Minnesota,Dodge,-100.0,% change,27039.0,1906
Minnesota,Douglas,-87.5,% change,27041.0,1907
Minnesota,Faribault,-100.0,% change,27043.0,1908
Minnesota,Fillmore,71.42857142857143,% change,27045.0,1909
Minnesota,Freeborn,-88.88888888888889,% change,27047.0,1910
Minnesota,Goodhue,-43.75,% change,27049.0,1911
Minnesota,Grant,-100.0,% change,27051.0,1912
Minnesota,Hennepin,0.0,% change,27053.0,1913
Minnesota,Houston,nan,% change,27055.0,1914
Minnesota,Hubbard,-11.11111111111111,% change,27057.0,1915
Minnesota,Isanti,1000.0,% change,27059.0,1916
Minnesota,Itasca,300.0,% change,27061.0,1917
Minnesota,Jackson,-100.0,% change,27063.0,1918
Minnesota,Kanabec,50.0,% change,27065.0,1919
Minnesota,Kandiyohi,-90.0,% change,27067.0,1920
Minnesota,Kittson,-50.0,% change,27069.0,1921
Minnesota,Koochiching,nan,% change,27071.0,1922
Minnesota,Lac qui Parle,20.0,% change,27073.0,1923
Minnesota,Lake,400.0,% change,27075.0,1926
Minnesota,Lake of the Woods,-100.0,% change,27077.0,1927
Minnesota,Le Sueur,nan,% change,27079.0,1929
Minnesota,Lincoln,-100.0,% change,27081.0,1931
Minnesota,Lyon,-100.0,% change,27083.0,1932
Minnesota,McLeod,-20.0,% change,27085.0,1934
Minnesota,Mahnomen,nan,% change,27087.0,1936
Minnesota,Marshall,-85.71428571428571,% change,27089.0,1937
Minnesota,Martin,100.0,% change,27091.0,1940
Minnesota,Meeker,-50.0,% change,27093.0,1941
Minnesota,Mille Lacs,40.0,% change,27095.0,1943
Minnesota,Morrison,50.0,% change,27097.0,1944
Minnesota,Mower,-50.0,% change,27099.0,1945
Minnesota,Murray,-87.5,% change,27101.0,1947
Minnesota,Nicollet,0.0,% change,27103.0,1948
Minnesota,Nobles,-50.0,% change,27105.0,1950
Minnesota,Norman,-50.0,% change,27107.0,1951
Minnesota,Olmsted,-55.55555555555556,% change,27109.0,1953
Minnesota,Otter Tail,0.0,% change,27111.0,1954
Minnesota,Pennington,-100.0,% change,27113.0,1956
Minnesota,Pine,-50.0,% change,27115.0,1957
Minnesota,Pipestone,-25.0,% change,27117.0,1958
Minnesota,Polk,-88.88888888888889,% change,27119.0,1959
Minnesota,Pope,200.0,% change,27121.0,1961
Minnesota,Ramsey,nan,% change,27123.0,1964
Minnesota,Red Lake,-100.0,% change,27125.0,1966
Minnesota,Redwood,-80.0,% change,27127.0,1969
Minnesota,Renville,-50.0,% change,27129.0,1971
Minnesota,Rice,40.0,% change,27131.0,1973
Minnesota,Rock,-75.0,% change,27133.0,1974
Minnesota,Roseau,-40.0,% change,27135.0,1976
Minnesota,St. Louis,200.0,% change,27137.0,1978
Minnesota,Scott,-62.5,% change,27139.0,1979
Minnesota,Sherburne,250.0,% change,27141.0,1980
Minnesota,Sibley,-20.0,% change,27143.0,1982
Minnesota,Stearns,-28.57142857142857,% change,27145.0,1984
Minnesota,Steele,nan,% change,27147.0,1985
Minnesota,Stevens,nan,% change,27149.0,1987
Minnesota,Swift,nan,% change,27151.0,1988
Minnesota,Todd,-33.33333333333333,% change,27153.0,1989
Minnesota,Traverse,-100.0,% change,27155.0,1990
Minnesota,Wabasha,-66.66666666666666,% change,27157.0,1991
Minnesota,Wadena,100.0,% change,27159.0,1992
Minnesota,Waseca,-50.0,% change,27161.0,1993
Minnesota,Washington,71.42857142857143,% change,27163.0,1994
Minnesota,Watonwan,-100.0,% change,27165.0,1996
Minnesota,Wilkin,33.33333333333333,% change,27167.0,1997
Minnesota,Winona,-50.0,% change,27169.0,1998
Minnesota,Wright,1300.0,% change,27171.0,1999
Minnesota,Yellow Medicine,-100.0,% change,27173.0,1531
Mississippi,Adams,nan,% change,28001.0,1534
Mississippi,Alcorn,-100.0,% change,28003.0,1538
Mississippi,Amite,100.0,% change,28005.0,1539
Mississippi,Attala,nan,% change,28007.0,1541
Mississippi,Benton,nan,% change,28009.0,1544
Mississippi,Bolivar,-100.0,% change,28011.0,1547
Mississippi,Calhoun,-33.33333333333333,% change,28013.0,1548
Mississippi,Carroll,-100.0,% change,28015.0,1549
Mississippi,Chickasaw,-100.0,% change,28017.0,1550
Mississippi,Choctaw,nan,% change,28019.0,1552
Mississippi,Claiborne,50.0,% change,28021.0,1555
Mississippi,Clarke,-50.0,% change,28023.0,1557
Mississippi,Clay,0.0,% change,28025.0,1559
Mississippi,Coahoma,nan,% change,28027.0,1562
Mississippi,Copiah,-100.0,% change,28029.0,1564
Mississippi,Covington,0.0,% change,28031.0,1567
Mississippi,DeSoto,nan,% change,28033.0,1571
Mississippi,Forrest,-40.0,% change,28035.0,1572
Mississippi,Franklin,nan,% change,28037.0,1575
Mississippi,George,-75.0,% change,28039.0,1577
Mississippi,Greene,-100.0,% change,28041.0,1579
Mississippi,Grenada,-100.0,% change,28043.0,1581
Mississippi,Hancock,nan,% change,28045.0,1583
Mississippi,Harrison,nan,% change,28047.0,1587
Mississippi,Hinds,166.66666666666669,% change,28049.0,1591
Mississippi,Holmes,-100.0,% change,28051.0,1593
Mississippi,Humphreys,-100.0,% change,28053.0,1596
Mississippi,Issaquena,nan,% change,28055.0,1598
Mississippi,Itawamba,-50.0,% change,28057.0,1601
Mississippi,Jackson,50.0,% change,28059.0,1605
Mississippi,Jasper,33.33333333333333,% change,28061.0,1607
Mississippi,Jefferson,-100.0,% change,28063.0,1610
Mississippi,Jefferson Davis,100.0,% change,28065.0,1612
Mississippi,Jones,-66.66666666666666,% change,28067.0,1615
Mississippi,Kemper,nan,% change,28069.0,1616
Mississippi,Lafayette,-100.0,% change,28071.0,1620
Mississippi,Lamar,-71.42857142857143,% change,28073.0,1623
Mississippi,Lauderdale,nan,% change,28075.0,1628
Mississippi,Lawrence,nan,% change,28077.0,1632
Mississippi,Leake,150.0,% change,28079.0,1636
Mississippi,Lee,nan,% change,28081.0,1638
Mississippi,Leflore,-100.0,% change,28083.0,1643
Mississippi,Lincoln,nan,% change,28085.0,1645
Mississippi,Lowndes,0.0,% change,28087.0,1647
Mississippi,Madison,-90.0,% change,28089.0,1651
Mississippi,Marion,nan,% change,28091.0,1653
Mississippi,Marshall,nan,% change,28093.0,1655
Mississippi,Monroe,-50.0,% change,28095.0,1656
Mississippi,Montgomery,66.66666666666666,% change,28097.0,1658
Mississippi,Neshoba,100.0,% change,28099.0,1661
Mississippi,Newton,-100.0,% change,28101.0,1663
Mississippi,Noxubee,-100.0,% change,28103.0,1666
Mississippi,Oktibbeha,nan,% change,28105.0,1668
Mississippi,Panola,-83.33333333333334,% change,28107.0,1671
Mississippi,Pearl River,-100.0,% change,28109.0,1676
Mississippi,Perry,-100.0,% change,28111.0,1679
Mississippi,Pike,-75.0,% change,28113.0,1680
Mississippi,Pontotoc,33.33333333333333,% change,28115.0,1682
Mississippi,Prentiss,nan,% change,28117.0,1684
Mississippi,Quitman,nan,% change,28119.0,1685
Mississippi,Rankin,-66.66666666666666,% change,28121.0,1690
Mississippi,Scott,200.0,% change,28123.0,1692
Mississippi,Sharkey,nan,% change,28125.0,1695
Mississippi,Simpson,-75.0,% change,28127.0,1698
Mississippi,Smith,-100.0,% change,28129.0,1709
Mississippi,Stone,-100.0,% change,28131.0,1712
Mississippi,Sunflower,nan,% change,28133.0,1721
Mississippi,Tallahatchie,nan,% change,28135.0,1725
Mississippi,Tate,-14.285714285714285,% change,28137.0,1727
Mississippi,Tippah,-100.0,% change,28139.0,1730
Mississippi,Tishomingo,nan,% change,28141.0,1732
Mississippi,Tunica,nan,% change,28143.0,1735
Mississippi,Union,0.0,% change,28145.0,1737
Mississippi,Walthall,-36.36363636363637,% change,28147.0,1740
Mississippi,Warren,nan,% change,28149.0,1746
Mississippi,Washington,-25.0,% change,28151.0,1750
Mississippi,Wayne,100.0,% change,28153.0,1753
Mississippi,Webster,-100.0,% change,28155.0,1756
Mississippi,Wilkinson,nan,% change,28157.0,1757
Mississippi,Winston,100.0,% change,28159.0,1758
Mississippi,Yalobusha,nan,% change,28161.0,1759
Mississippi,Yazoo,-42.857142857142854,% change,28163.0,1760
Missouri,Adair,-33.33333333333333,% change,29001.0,1761
Missouri,Andrew,-25.0,% change,29003.0,1762
Missouri,Atchison,0.0,% change,29005.0,1763
Missouri,Audrain,-12.5,% change,29007.0,1766
Missouri,Barry,-100.0,% change,29009.0,1767
Missouri,Barton,133.33333333333331,% change,29011.0,1771
Missouri,Bates,-28.57142857142857,% change,29013.0,1776
Missouri,Benton,nan,% change,29015.0,1778
Missouri,Bollinger,-100.0,% change,29017.0,1781
Missouri,Boone,-26.666666666666668,% change,29019.0,1783
Missouri,Buchanan,20.0,% change,29021.0,1789
Missouri,Butler,nan,% change,29023.0,1792
Missouri,Caldwell,-80.0,% change,29025.0,1795
Missouri,Callaway,-90.0,% change,29027.0,1799
Missouri,Camden,-100.0,% change,29029.0,1803
Missouri,Cape Girardeau,80.0,% change,29031.0,1808
Missouri,Carroll,-50.0,% change,29033.0,1822
Missouri,Carter,0.0,% change,29035.0,1001
Missouri,Cass,0.0,% change,29037.0,1004
Missouri,Cedar,-100.0,% change,29039.0,1007
Missouri,Chariton,100.0,% change,29041.0,1011
Missouri,Christian,nan,% change,29043.0,1014
Missouri,Clark,33.33333333333333,% change,29045.0,1015
Missouri,Clay,0.0,% change,29047.0,1018
Missouri,Clinton,-28.57142857142857,% change,29049.0,1021
Missouri,Cole,100.0,% change,29051.0,1022
Missouri,Cooper,-66.66666666666666,% change,29053.0,1025
Missouri,Crawford,-50.0,% change,29055.0,1028
Missouri,Dade,0.0,% change,29057.0,1030
Missouri,Dallas,500.0,% change,29059.0,1032
Missouri,Daviess,-80.0,% change,29061.0,1036
Missouri,DeKalb,-100.0,% change,29063.0,1038
Missouri,Dent,-33.33333333333333,% change,29065.0,1040
Missouri,Douglas,-33.33333333333333,% change,29067.0,1043
Missouri,Dunklin,-100.0,% change,29069.0,1045
Missouri,Franklin,0.0,% change,29071.0,1047
Missouri,Gasconade,20.0,% change,29073.0,1049
Missouri,Gentry,-75.0,% change,29075.0,1052
Missouri,Greene,-50.0,% change,29077.0,1054
Missouri,Grundy,200.0,% change,29079.0,1057
Missouri,Harrison,-40.0,% change,29081.0,1058
Missouri,Henry,-71.42857142857143,% change,29083.0,1061
Missouri,Hickory,nan,% change,29085.0,1063
Missouri,Holt,nan,% change,29087.0,1065
Missouri,Howard,0.0,% change,29089.0,1068
Missouri,Howell,-75.0,% change,29091.0,1070
Missouri,Iron,-50.0,% change,29093.0,1072
Missouri,Jackson,100.0,% change,29095.0,1074
Missouri,Jasper,-63.63636363636363,% change,29097.0,1078
Missouri,Jefferson,-20.0,% change,29099.0,1082
Missouri,Johnson,-41.17647058823529,% change,29101.0,1087
Missouri,Knox,-100.0,% change,29103.0,1091
Missouri,Laclede,-75.0,% change,29105.0,1096
Missouri,Lafayette,33.33333333333333,% change,29107.0,1099
Missouri,Lawrence,-33.33333333333333,% change,29109.0,1101
Missouri,Lewis,-83.33333333333334,% change,29111.0,1104
Missouri,Lincoln,80.0,% change,29113.0,1106
Missouri,Linn,33.33333333333333,% change,29115.0,1109
Missouri,Livingston,-100.0,% change,29117.0,1112
Missouri,McDonald,-66.66666666666666,% change,29119.0,1113
Missouri,Macon,-100.0,% change,29121.0,1116
Missouri,Madison,nan,% change,29123.0,1117
Missouri,Maries,-100.0,% change,29125.0,1120
Missouri,Marion,nan,% change,29127.0,1122
Missouri,Mercer,100.0,% change,29129.0,1125
Missouri,Miller,-50.0,% change,29131.0,1128
Missouri,Mississippi,nan,% change,29133.0,1131
Missouri,Moniteau,-28.57142857142857,% change,29135.0,1135
Missouri,Monroe,-72.72727272727273,% change,29137.0,1139
Missouri,Montgomery,-100.0,% change,29139.0,1142
Missouri,Morgan,-50.0,% change,29141.0,1146
Missouri,New Madrid,-85.71428571428571,% change,29143.0,1149
Missouri,Newton,0.0,% change,29145.0,1152
Missouri,Nodaway,-100.0,% change,29147.0,1156
Missouri,Oregon,-80.0,% change,29149.0,1158
Missouri,Osage,66.66666666666666,% change,29151.0,1164
Missouri,Ozark,-40.0,% change,29153.0,1168
Missouri,Pemiscot,-100.0,% change,29155.0,1170
Missouri,Perry,50.0,% change,29157.0,1172
Missouri,Pettis,-100.0,% change,29159.0,1174
Missouri,Phelps,nan,% change,29161.0,1176
Missouri,Pike,450.0,% change,29163.0,1179
Missouri,Platte,-75.0,% change,29165.0,1181
Missouri,Polk,200.0,% change,29167.0,1183
Missouri,Pulaski,200.0,% change,29169.0,1185
Missouri,Putnam,-100.0,% change,29171.0,1188
Missouri,Ralls,100.0,% change,29173.0,1191
Missouri,Randolph,0.0,% change,29175.0,1194
Missouri,Ray,25.0,% change,29177.0,1197
Missouri,Reynolds,200.0,% change,29179.0,1200
Missouri,Ripley,-100.0,% change,29181.0,1203
Missouri,St. Charles,-100.0,% change,29183.0,1205
Missouri,St. Clair,-100.0,% change,29185.0,1208
Missouri,Ste. Genevieve,-50.0,% change,29186.0,1209
Missouri,St. Francois,-33.33333333333333,% change,29187.0,1212
Missouri,St. Louis County,nan,% change,29189.0,1216
Missouri,Saline,-54.54545454545454,% change,29195.0,1218
Missouri,Schuyler,-100.0,% change,29197.0,1221
Missouri,Scotland,0.0,% change,29199.0,1224
Missouri,Scott,-100.0,% change,29201.0,1227
Missouri,Shannon,nan,% change,29203.0,1229
Missouri,Shelby,-100.0,% change,29205.0,1232
Missouri,Stoddard,-40.0,% change,29207.0,1236
Missouri,Stone,-100.0,% change,29209.0,1237
Missouri,Sullivan,-20.0,% change,29211.0,1240
Missouri,Taney,nan,% change,29213.0,1242
Missouri,Texas,-100.0,% change,29215.0,1245
Missouri,Vernon,-83.33333333333334,% change,29217.0,1248
Missouri,Warren,-60.0,% change,29219.0,1251
Missouri,Washington,nan,% change,29221.0,1253
Missouri,Wayne,nan,% change,29223.0,1256
Missouri,Webster,0.0,% change,29225.0,1258
Missouri,Worth,-100.0,% change,29227.0,1261
Missouri,Wright,200.0,% change,29229.0,1263
Missouri,St. Louis County,nan,% change,29510.0,1216
Montana,Beaverhead,50.0,% change,30001.0,1269
Montana,Big Horn,-100.0,% change,30003.0,1274
Montana,Blaine,50.0,% change,30005.0,1124
Montana,Broadwater,-100.0,% change,30007.0,1132
Montana,Carbon,0.0,% change,30009.0,1137
Montana,Carter,-100.0,% change,30011.0,1141
Montana,Cascade,-77.77777777777779,% change,30013.0,1144
Montana,Chouteau,-100.0,% change,30015.0,1150
Montana,Custer,nan,% change,30017.0,1153
Montana,Daniels,-100.0,% change,30019.0,1157
Montana,Dawson,-50.0,% change,30021.0,1160
Montana,Deer Lodge,nan,% change,30023.0,1163
Montana,Fallon,-100.0,% change,30025.0,1165
Montana,Fergus,-60.0,% change,30027.0,1169
Montana,Flathead,-56.25,% change,30029.0,1173
Montana,Gallatin,25.0,% change,30031.0,1177
Montana,Garfield,-100.0,% change,30033.0,1182
Montana,Glacier,nan,% change,30035.0,1186
Montana,Golden Valley,-100.0,% change,30037.0,1189
Montana,Granite,nan,% change,30039.0,1192
Montana,Hill,nan,% change,30041.0,1195
Montana,Jefferson,-100.0,% change,30043.0,1199
Montana,Judith Basin,nan,% change,30045.0,1202
Montana,Lake,41.66666666666667,% change,30047.0,1207
Montana,Lewis and Clark,nan,% change,30049.0,1211
