State,County,Farmers' markets 2013 (FMRKT13),Units,FIPS,FID
Louisiana,Plaquemines,0.0,Count,22075.0,1427
Louisiana,Pointe Coupee,0.0,Count,22077.0,1431
Louisiana,Rapides,1.0,Count,22079.0,1434
Louisiana,Red River,0.0,Count,22081.0,1436
Louisiana,Richland,0.0,Count,22083.0,1439
Louisiana,Sabine,1.0,Count,22085.0,1441
Louisiana,St. Bernard,1.0,Count,22087.0,1463
Louisiana,St. Charles,2.0,Count,22089.0,1466
Louisiana,St. Helena,0.0,Count,22091.0,1467
Louisiana,St. James,0.0,Count,22093.0,1468
Louisiana,St. John the Baptist,0.0,Count,22095.0,1469
Louisiana,St. Landry,1.0,Count,22097.0,1471
Louisiana,St. Martin,2.0,Count,22099.0,1473
Louisiana,St. Mary,1.0,Count,22101.0,1474
Louisiana,St. Tammany,4.0,Count,22103.0,1475
Louisiana,Tangipahoa,1.0,Count,22105.0,1476
Louisiana,Tensas,0.0,Count,22107.0,1479
Louisiana,Terrebonne,2.0,Count,22109.0,1501
Louisiana,Union,1.0,Count,22111.0,1507
Louisiana,Vermilion,1.0,Count,22113.0,1510
Louisiana,Vernon,2.0,Count,22115.0,1513
Louisiana,Washington,1.0,Count,22117.0,1516
Louisiana,Webster,0.0,Count,22119.0,1518
Louisiana,West Baton Rouge,0.0,Count,22121.0,1520
Louisiana,West Carroll,0.0,Count,22123.0,1522
Louisiana,West Feliciana,1.0,Count,22125.0,1524
Louisiana,Winn,1.0,Count,22127.0,1529
Maine,Androscoggin,6.0,Count,23001.0,1532
Maine,Aroostook,3.0,Count,23003.0,1535
Maine,Cumberland,13.0,Count,23005.0,1608
Maine,Franklin,5.0,Count,23007.0,1619
Maine,Hancock,13.0,Count,23009.0,1748
Maine,Kennebec,8.0,Count,23011.0,1755
Maine,Knox,4.0,Count,23013.0,1774
Maine,Lincoln,1.0,Count,23015.0,1835
Maine,Oxford,6.0,Count,23017.0,1842
Maine,Penobscot,5.0,Count,23019.0,1846
Maine,Piscataquis,1.0,Count,23021.0,1851
Maine,Sagadahoc,2.0,Count,23023.0,1855
Maine,Somerset,4.0,Count,23025.0,1860
Maine,Waldo,7.0,Count,23027.0,1865
Maine,Washington,5.0,Count,23029.0,1884
Maine,York,9.0,Count,23031.0,1901
Maryland,Allegany,2.0,Count,24001.0,1905
Maryland,Anne Arundel,15.0,Count,24003.0,1925
Maryland,Baltimore County,16.0,Count,24005.0,1939
Maryland,Calvert,4.0,Count,24009.0,1946
Maryland,Caroline,2.0,Count,24011.0,1949
Maryland,Carroll,5.0,Count,24013.0,1955
Maryland,Cecil,1.0,Count,24015.0,1963
Maryland,Charles,4.0,Count,24017.0,1294
Maryland,Dorchester,1.0,Count,24019.0,1346
Maryland,Frederick,13.0,Count,24021.0,1357
Maryland,Garrett,1.0,Count,24023.0,1361
Maryland,Harford,3.0,Count,24025.0,1372
Maryland,Howard,5.0,Count,24027.0,1379
Maryland,Kent,1.0,Count,24029.0,1394
Maryland,Montgomery,22.0,Count,24031.0,1398
Maryland,Prince George's,17.0,Count,24033.0,1403
Maryland,Queen Anne's,3.0,Count,24035.0,1413
Maryland,St. Mary's,3.0,Count,24037.0,1421
Maryland,Somerset,2.0,Count,24039.0,1430
Maryland,Talbot,1.0,Count,24041.0,1438
Maryland,Washington,4.0,Count,24043.0,1445
Maryland,Wicomico,3.0,Count,24045.0,1446
Maryland,Worcester,3.0,Count,24047.0,1456
Maryland,Baltimore City,17.0,Count,24510.0,1460
Massachusetts,Barnstable,16.0,Count,25001.0,1478
Massachusetts,Berkshire,15.0,Count,25003.0,1480
Massachusetts,Bristol,21.0,Count,25005.0,1486
Massachusetts,Dukes,3.0,Count,25007.0,1491
Massachusetts,Essex,20.0,Count,25009.0,1519
Massachusetts,Franklin,12.0,Count,25011.0,1523
Massachusetts,Hampden,18.0,Count,25013.0,1526
Massachusetts,Hampshire,10.0,Count,25015.0,1527
Massachusetts,Middlesex,55.0,Count,25017.0,1533
Massachusetts,Nantucket,3.0,Count,25019.0,1537
Massachusetts,Norfolk,17.0,Count,25021.0,1543
Massachusetts,Plymouth,17.0,Count,25023.0,1569
Massachusetts,Suffolk,28.0,Count,25025.0,1585
Massachusetts,Worcester,56.0,Count,25027.0,1599
Michigan,Alcona,1.0,Count,26001.0,1603
Michigan,Alger,1.0,Count,26003.0,1609
Michigan,Allegan,3.0,Count,26005.0,1611
Michigan,Alpena,2.0,Count,26007.0,1614
Michigan,Antrim,3.0,Count,26009.0,1617
Michigan,Arenac,2.0,Count,26011.0,1621
Michigan,Baraga,1.0,Count,26013.0,1624
Michigan,Barry,2.0,Count,26015.0,1627
Michigan,Bay,2.0,Count,26017.0,1631
Michigan,Benzie,4.0,Count,26019.0,1634
Michigan,Berrien,7.0,Count,26021.0,1635
Michigan,Branch,0.0,Count,26023.0,1640
Michigan,Calhoun,6.0,Count,26025.0,1641
Michigan,Cass,1.0,Count,26027.0,1644
Michigan,Charlevoix,2.0,Count,26029.0,1648
Michigan,Cheboygan,2.0,Count,26031.0,1649
Michigan,Chippewa,2.0,Count,26033.0,1660
Michigan,Clare,3.0,Count,26035.0,1665
Michigan,Clinton,7.0,Count,26037.0,1669
Michigan,Crawford,2.0,Count,26039.0,1672
Michigan,Delta,1.0,Count,26041.0,1675
Michigan,Dickinson,1.0,Count,26043.0,1677
Michigan,Eaton,6.0,Count,26045.0,1678
Michigan,Emmet,3.0,Count,26047.0,1686
Michigan,Genesee,6.0,Count,26049.0,1688
Michigan,Gladwin,1.0,Count,26051.0,1691
Michigan,Gogebic,0.0,Count,26053.0,1693
Michigan,Grand Traverse,5.0,Count,26055.0,1697
Michigan,Gratiot,2.0,Count,26057.0,1700
Michigan,Hillsdale,1.0,Count,26059.0,1701
Michigan,Houghton,3.0,Count,26061.0,1705
Michigan,Huron,1.0,Count,26063.0,1708
Michigan,Ingham,15.0,Count,26065.0,1710
Michigan,Ionia,3.0,Count,26067.0,1713
Michigan,Iosco,3.0,Count,26069.0,1715
Michigan,Iron,1.0,Count,26071.0,1716
Michigan,Isabella,1.0,Count,26073.0,1717
Michigan,Jackson,4.0,Count,26075.0,1719
Michigan,Kalamazoo,10.0,Count,26077.0,1720
Michigan,Kalkaska,2.0,Count,26079.0,1722
Michigan,Kent,21.0,Count,26081.0,1726
Michigan,Keweenaw,0.0,Count,26083.0,1743
Michigan,Lake,0.0,Count,26085.0,1749
Michigan,Lapeer,6.0,Count,26087.0,1752
Michigan,Leelanau,7.0,Count,26089.0,1765
Michigan,Lenawee,4.0,Count,26091.0,1768
Michigan,Livingston,7.0,Count,26093.0,1770
Michigan,Luce,1.0,Count,26095.0,1773
Michigan,Mackinac,1.0,Count,26097.0,1779
Michigan,Macomb,9.0,Count,26099.0,1785
Michigan,Manistee,1.0,Count,26101.0,1787
Michigan,Marquette,4.0,Count,26103.0,1793
Michigan,Mason,2.0,Count,26105.0,1797
Michigan,Mecosta,2.0,Count,26107.0,1800
Michigan,Menominee,4.0,Count,26109.0,1802
Michigan,Midland,2.0,Count,26111.0,1806
Michigan,Missaukee,0.0,Count,26113.0,1810
Michigan,Monroe,4.0,Count,26115.0,1812
Michigan,Montcalm,5.0,Count,26117.0,1815
Michigan,Montmorency,1.0,Count,26119.0,1816
Michigan,Muskegon,6.0,Count,26121.0,1818
Michigan,Newaygo,3.0,Count,26123.0,1820
Michigan,Oakland,22.0,Count,26125.0,1824
Michigan,Oceana,2.0,Count,26127.0,1825
Michigan,Ogemaw,2.0,Count,26129.0,1827
Michigan,Ontonagon,2.0,Count,26131.0,1829
Michigan,Osceola,4.0,Count,26133.0,1830
Michigan,Oscoda,1.0,Count,26135.0,1832
Michigan,Otsego,2.0,Count,26137.0,1834
Michigan,Ottawa,8.0,Count,26139.0,1837
Michigan,Presque Isle,2.0,Count,26141.0,1840
Michigan,Roscommon,1.0,Count,26143.0,1843
Michigan,Saginaw,5.0,Count,26145.0,1845
Michigan,St. Clair,2.0,Count,26147.0,1854
Michigan,St. Joseph,2.0,Count,26149.0,1857
Michigan,Sanilac,2.0,Count,26151.0,1858
Michigan,Schoolcraft,1.0,Count,26153.0,1861
Michigan,Shiawassee,7.0,Count,26155.0,1863
Michigan,Tuscola,1.0,Count,26157.0,1866
Michigan,Van Buren,5.0,Count,26159.0,1867
Michigan,Washtenaw,13.0,Count,26161.0,1869
Michigan,Wayne,31.0,Count,26163.0,1871
Michigan,Wexford,2.0,Count,26165.0,1873
Minnesota,Aitkin,0.0,Count,27001.0,1875
Minnesota,Anoka,5.0,Count,27003.0,1877
Minnesota,Becker,2.0,Count,27005.0,1878
Minnesota,Beltrami,2.0,Count,27007.0,1880
Minnesota,Benton,0.0,Count,27009.0,1881
Minnesota,Big Stone,0.0,Count,27011.0,1882
Minnesota,Blue Earth,1.0,Count,27013.0,1886
Minnesota,Brown,0.0,Count,27015.0,1892
Minnesota,Carlton,1.0,Count,27017.0,1893
Minnesota,Carver,1.0,Count,27019.0,1894
Minnesota,Cass,5.0,Count,27021.0,1895
Minnesota,Chippewa,1.0,Count,27023.0,1896
Minnesota,Chisago,5.0,Count,27025.0,1897
Minnesota,Clay,3.0,Count,27027.0,1898
Minnesota,Clearwater,1.0,Count,27029.0,1899
Minnesota,Cook,1.0,Count,27031.0,1900
Minnesota,Cottonwood,0.0,Count,27033.0,1902
Minnesota,Crow Wing,3.0,Count,27035.0,1903
Minnesota,Dakota,8.0,Count,27037.0,1904
Minnesota,Dodge,1.0,Count,27039.0,1906
Minnesota,Douglas,1.0,Count,27041.0,1907
Minnesota,Faribault,0.0,Count,27043.0,1908
Minnesota,Fillmore,2.0,Count,27045.0,1909
Minnesota,Freeborn,1.0,Count,27047.0,1910
Minnesota,Goodhue,3.0,Count,27049.0,1911
Minnesota,Grant,0.0,Count,27051.0,1912
Minnesota,Hennepin,45.0,Count,27053.0,1913
Minnesota,Houston,1.0,Count,27055.0,1914
Minnesota,Hubbard,2.0,Count,27057.0,1915
Minnesota,Isanti,2.0,Count,27059.0,1916
Minnesota,Itasca,1.0,Count,27061.0,1917
Minnesota,Jackson,0.0,Count,27063.0,1918
Minnesota,Kanabec,1.0,Count,27065.0,1919
Minnesota,Kandiyohi,3.0,Count,27067.0,1920
Minnesota,Kittson,0.0,Count,27069.0,1921
Minnesota,Koochiching,0.0,Count,27071.0,1922
Minnesota,Lac qui Parle,0.0,Count,27073.0,1923
Minnesota,Lake,0.0,Count,27075.0,1926
Minnesota,Lake of the Woods,1.0,Count,27077.0,1927
Minnesota,Le Sueur,1.0,Count,27079.0,1929
Minnesota,Lincoln,2.0,Count,27081.0,1931
Minnesota,Lyon,0.0,Count,27083.0,1932
Minnesota,McLeod,3.0,Count,27085.0,1934
Minnesota,Mahnomen,1.0,Count,27087.0,1936
Minnesota,Marshall,1.0,Count,27089.0,1937
Minnesota,Martin,0.0,Count,27091.0,1940
Minnesota,Meeker,0.0,Count,27093.0,1941
Minnesota,Mille Lacs,2.0,Count,27095.0,1943
Minnesota,Morrison,2.0,Count,27097.0,1944
Minnesota,Mower,2.0,Count,27099.0,1945
Minnesota,Murray,1.0,Count,27101.0,1947
Minnesota,Nicollet,1.0,Count,27103.0,1948
Minnesota,Nobles,0.0,Count,27105.0,1950
Minnesota,Norman,0.0,Count,27107.0,1951
Minnesota,Olmsted,5.0,Count,27109.0,1953
Minnesota,Otter Tail,0.0,Count,27111.0,1954
Minnesota,Pennington,1.0,Count,27113.0,1956
Minnesota,Pine,1.0,Count,27115.0,1957
Minnesota,Pipestone,0.0,Count,27117.0,1958
Minnesota,Polk,4.0,Count,27119.0,1959
Minnesota,Pope,1.0,Count,27121.0,1961
Minnesota,Ramsey,13.0,Count,27123.0,1964
Minnesota,Red Lake,0.0,Count,27125.0,1966
Minnesota,Redwood,0.0,Count,27127.0,1969
Minnesota,Renville,0.0,Count,27129.0,1971
Minnesota,Rice,5.0,Count,27131.0,1973
Minnesota,Rock,1.0,Count,27133.0,1974
Minnesota,Roseau,0.0,Count,27135.0,1976
Minnesota,St. Louis,7.0,Count,27137.0,1978
Minnesota,Scott,1.0,Count,27139.0,1979
Minnesota,Sherburne,1.0,Count,27141.0,1980
Minnesota,Sibley,2.0,Count,27143.0,1982
Minnesota,Stearns,7.0,Count,27145.0,1984
Minnesota,Steele,2.0,Count,27147.0,1985
Minnesota,Stevens,1.0,Count,27149.0,1987
Minnesota,Swift,0.0,Count,27151.0,1988
Minnesota,Todd,0.0,Count,27153.0,1989
Minnesota,Traverse,0.0,Count,27155.0,1990
Minnesota,Wabasha,0.0,Count,27157.0,1991
Minnesota,Wadena,2.0,Count,27159.0,1992
Minnesota,Waseca,0.0,Count,27161.0,1993
Minnesota,Washington,6.0,Count,27163.0,1994
Minnesota,Watonwan,2.0,Count,27165.0,1996
Minnesota,Wilkin,0.0,Count,27167.0,1997
Minnesota,Winona,1.0,Count,27169.0,1998
Minnesota,Wright,3.0,Count,27171.0,1999
Minnesota,Yellow Medicine,1.0,Count,27173.0,1531
Mississippi,Adams,1.0,Count,28001.0,1534
Mississippi,Alcorn,2.0,Count,28003.0,1538
Mississippi,Amite,0.0,Count,28005.0,1539
Mississippi,Attala,1.0,Count,28007.0,1541
Mississippi,Benton,0.0,Count,28009.0,1544
Mississippi,Bolivar,2.0,Count,28011.0,1547
Mississippi,Calhoun,1.0,Count,28013.0,1548
Mississippi,Carroll,1.0,Count,28015.0,1549
Mississippi,Chickasaw,0.0,Count,28017.0,1550
Mississippi,Choctaw,1.0,Count,28019.0,1552
Mississippi,Claiborne,0.0,Count,28021.0,1555
Mississippi,Clarke,0.0,Count,28023.0,1557
Mississippi,Clay,1.0,Count,28025.0,1559
Mississippi,Coahoma,2.0,Count,28027.0,1562
Mississippi,Copiah,3.0,Count,28029.0,1564
Mississippi,Covington,0.0,Count,28031.0,1567
Mississippi,DeSoto,2.0,Count,28033.0,1571
Mississippi,Forrest,6.0,Count,28035.0,1572
Mississippi,Franklin,0.0,Count,28037.0,1575
Mississippi,George,0.0,Count,28039.0,1577
Mississippi,Greene,0.0,Count,28041.0,1579
Mississippi,Grenada,3.0,Count,28043.0,1581
Mississippi,Hancock,1.0,Count,28045.0,1583
Mississippi,Harrison,7.0,Count,28047.0,1587
Mississippi,Hinds,5.0,Count,28049.0,1591
Mississippi,Holmes,0.0,Count,28051.0,1593
Mississippi,Humphreys,0.0,Count,28053.0,1596
Mississippi,Issaquena,0.0,Count,28055.0,1598
Mississippi,Itawamba,2.0,Count,28057.0,1601
Mississippi,Jackson,3.0,Count,28059.0,1605
Mississippi,Jasper,0.0,Count,28061.0,1607
Mississippi,Jefferson,0.0,Count,28063.0,1610
Mississippi,Jefferson Davis,0.0,Count,28065.0,1612
Mississippi,Jones,1.0,Count,28067.0,1615
Mississippi,Kemper,0.0,Count,28069.0,1616
Mississippi,Lafayette,3.0,Count,28071.0,1620
Mississippi,Lamar,0.0,Count,28073.0,1623
Mississippi,Lauderdale,1.0,Count,28075.0,1628
Mississippi,Lawrence,0.0,Count,28077.0,1632
Mississippi,Leake,0.0,Count,28079.0,1636
Mississippi,Lee,1.0,Count,28081.0,1638
Mississippi,Leflore,0.0,Count,28083.0,1643
Mississippi,Lincoln,1.0,Count,28085.0,1645
Mississippi,Lowndes,1.0,Count,28087.0,1647
Mississippi,Madison,2.0,Count,28089.0,1651
Mississippi,Marion,1.0,Count,28091.0,1653
Mississippi,Marshall,1.0,Count,28093.0,1655
Mississippi,Monroe,1.0,Count,28095.0,1656
Mississippi,Montgomery,0.0,Count,28097.0,1658
Mississippi,Neshoba,1.0,Count,28099.0,1661
Mississippi,Newton,0.0,Count,28101.0,1663
Mississippi,Noxubee,1.0,Count,28103.0,1666
Mississippi,Oktibbeha,2.0,Count,28105.0,1668
Mississippi,Panola,1.0,Count,28107.0,1671
Mississippi,Pearl River,1.0,Count,28109.0,1676
Mississippi,Perry,0.0,Count,28111.0,1679
Mississippi,Pike,2.0,Count,28113.0,1680
Mississippi,Pontotoc,0.0,Count,28115.0,1682
Mississippi,Prentiss,1.0,Count,28117.0,1684
Mississippi,Quitman,0.0,Count,28119.0,1685
Mississippi,Rankin,0.0,Count,28121.0,1690
Mississippi,Scott,0.0,Count,28123.0,1692
Mississippi,Sharkey,0.0,Count,28125.0,1695
Mississippi,Simpson,0.0,Count,28127.0,1698
Mississippi,Smith,0.0,Count,28129.0,1709
Mississippi,Stone,1.0,Count,28131.0,1712
Mississippi,Sunflower,1.0,Count,28133.0,1721
Mississippi,Tallahatchie,0.0,Count,28135.0,1725
Mississippi,Tate,1.0,Count,28137.0,1727
Mississippi,Tippah,1.0,Count,28139.0,1730
Mississippi,Tishomingo,1.0,Count,28141.0,1732
Mississippi,Tunica,0.0,Count,28143.0,1735
Mississippi,Union,3.0,Count,28145.0,1737
Mississippi,Walthall,1.0,Count,28147.0,1740
Mississippi,Warren,1.0,Count,28149.0,1746
Mississippi,Washington,2.0,Count,28151.0,1750
Mississippi,Wayne,0.0,Count,28153.0,1753
Mississippi,Webster,1.0,Count,28155.0,1756
Mississippi,Wilkinson,0.0,Count,28157.0,1757
Mississippi,Winston,0.0,Count,28159.0,1758
Mississippi,Yalobusha,1.0,Count,28161.0,1759
Mississippi,Yazoo,1.0,Count,28163.0,1760
Missouri,Adair,1.0,Count,29001.0,1761
Missouri,Andrew,0.0,Count,29003.0,1762
Missouri,Atchison,1.0,Count,29005.0,1763
Missouri,Audrain,1.0,Count,29007.0,1766
Missouri,Barry,2.0,Count,29009.0,1767
Missouri,Barton,1.0,Count,29011.0,1771
Missouri,Bates,0.0,Count,29013.0,1776
Missouri,Benton,1.0,Count,29015.0,1778
Missouri,Bollinger,1.0,Count,29017.0,1781
Missouri,Boone,10.0,Count,29019.0,1783
Missouri,Buchanan,1.0,Count,29021.0,1789
Missouri,Butler,4.0,Count,29023.0,1792
Missouri,Caldwell,0.0,Count,29025.0,1795
Missouri,Callaway,3.0,Count,29027.0,1799
Missouri,Camden,4.0,Count,29029.0,1803
Missouri,Cape Girardeau,5.0,Count,29031.0,1808
Missouri,Carroll,2.0,Count,29033.0,1822
Missouri,Carter,0.0,Count,29035.0,1001
Missouri,Cass,5.0,Count,29037.0,1004
Missouri,Cedar,2.0,Count,29039.0,1007
Missouri,Chariton,0.0,Count,29041.0,1011
Missouri,Christian,3.0,Count,29043.0,1014
Missouri,Clark,1.0,Count,29045.0,1015
Missouri,Clay,7.0,Count,29047.0,1018
Missouri,Clinton,1.0,Count,29049.0,1021
Missouri,Cole,5.0,Count,29051.0,1022
Missouri,Cooper,2.0,Count,29053.0,1025
Missouri,Crawford,3.0,Count,29055.0,1028
Missouri,Dade,0.0,Count,29057.0,1030
Missouri,Dallas,2.0,Count,29059.0,1032
Missouri,Daviess,0.0,Count,29061.0,1036
Missouri,DeKalb,0.0,Count,29063.0,1038
Missouri,Dent,1.0,Count,29065.0,1040
Missouri,Douglas,0.0,Count,29067.0,1043
Missouri,Dunklin,1.0,Count,29069.0,1045
Missouri,Franklin,5.0,Count,29071.0,1047
Missouri,Gasconade,3.0,Count,29073.0,1049
Missouri,Gentry,0.0,Count,29075.0,1052
Missouri,Greene,8.0,Count,29077.0,1054
Missouri,Grundy,1.0,Count,29079.0,1057
Missouri,Harrison,1.0,Count,29081.0,1058
Missouri,Henry,3.0,Count,29083.0,1061
Missouri,Hickory,0.0,Count,29085.0,1063
Missouri,Holt,0.0,Count,29087.0,1065
Missouri,Howard,2.0,Count,29089.0,1068
Missouri,Howell,3.0,Count,29091.0,1070
Missouri,Iron,1.0,Count,29093.0,1072
Missouri,Jackson,23.0,Count,29095.0,1074
Missouri,Jasper,3.0,Count,29097.0,1078
Missouri,Jefferson,4.0,Count,29099.0,1082
Missouri,Johnson,4.0,Count,29101.0,1087
Missouri,Knox,0.0,Count,29103.0,1091
Missouri,Laclede,2.0,Count,29105.0,1096
Missouri,Lafayette,8.0,Count,29107.0,1099
Missouri,Lawrence,5.0,Count,29109.0,1101
Missouri,Lewis,0.0,Count,29111.0,1104
Missouri,Lincoln,2.0,Count,29113.0,1106
Missouri,Linn,2.0,Count,29115.0,1109
Missouri,Livingston,1.0,Count,29117.0,1112
Missouri,McDonald,2.0,Count,29119.0,1113
Missouri,Macon,1.0,Count,29121.0,1116
Missouri,Madison,1.0,Count,29123.0,1117
Missouri,Maries,0.0,Count,29125.0,1120
Missouri,Marion,1.0,Count,29127.0,1122
Missouri,Mercer,1.0,Count,29129.0,1125
Missouri,Miller,2.0,Count,29131.0,1128
Missouri,Mississippi,1.0,Count,29133.0,1131
Missouri,Moniteau,0.0,Count,29135.0,1135
Missouri,Monroe,2.0,Count,29137.0,1139
Missouri,Montgomery,1.0,Count,29139.0,1142
Missouri,Morgan,1.0,Count,29141.0,1146
Missouri,New Madrid,0.0,Count,29143.0,1149
Missouri,Newton,1.0,Count,29145.0,1152
Missouri,Nodaway,1.0,Count,29147.0,1156
Missouri,Oregon,1.0,Count,29149.0,1158
Missouri,Osage,1.0,Count,29151.0,1164
Missouri,Ozark,1.0,Count,29153.0,1168
Missouri,Pemiscot,1.0,Count,29155.0,1170
Missouri,Perry,0.0,Count,29157.0,1172
Missouri,Pettis,1.0,Count,29159.0,1174
Missouri,Phelps,3.0,Count,29161.0,1176
Missouri,Pike,3.0,Count,29163.0,1179
Missouri,Platte,4.0,Count,29165.0,1181
Missouri,Polk,1.0,Count,29167.0,1183
Missouri,Pulaski,2.0,Count,29169.0,1185
Missouri,Putnam,1.0,Count,29171.0,1188
Missouri,Ralls,0.0,Count,29173.0,1191
Missouri,Randolph,2.0,Count,29175.0,1194
Missouri,Ray,1.0,Count,29177.0,1197
Missouri,Reynolds,0.0,Count,29179.0,1200
Missouri,Ripley,2.0,Count,29181.0,1203
Missouri,St. Charles,6.0,Count,29183.0,1205
Missouri,St. Clair,0.0,Count,29185.0,1208
Missouri,Ste. Genevieve,2.0,Count,29186.0,1209
Missouri,St. Francois,2.0,Count,29187.0,1212
Missouri,St. Louis County,13.0,Count,29189.0,1216
Missouri,Saline,1.0,Count,29195.0,1218
Missouri,Schuyler,1.0,Count,29197.0,1221
Missouri,Scotland,2.0,Count,29199.0,1224
Missouri,Scott,1.0,Count,29201.0,1227
Missouri,Shannon,1.0,Count,29203.0,1229
Missouri,Shelby,1.0,Count,29205.0,1232
Missouri,Stoddard,1.0,Count,29207.0,1236
Missouri,Stone,2.0,Count,29209.0,1237
Missouri,Sullivan,0.0,Count,29211.0,1240
Missouri,Taney,3.0,Count,29213.0,1242
Missouri,Texas,1.0,Count,29215.0,1245
Missouri,Vernon,1.0,Count,29217.0,1248
Missouri,Warren,3.0,Count,29219.0,1251
Missouri,Washington,1.0,Count,29221.0,1253
Missouri,Wayne,0.0,Count,29223.0,1256
Missouri,Webster,1.0,Count,29225.0,1258
Missouri,Worth,0.0,Count,29227.0,1261
Missouri,Wright,3.0,Count,29229.0,1263
Missouri,St. Louis City,9.0,Count,29510.0,1266
Montana,Beaverhead,1.0,Count,30001.0,1269
Montana,Big Horn,1.0,Count,30003.0,1274
Montana,Blaine,0.0,Count,30005.0,1124
Montana,Broadwater,0.0,Count,30007.0,1132
Montana,Carbon,1.0,Count,30009.0,1137
Montana,Carter,0.0,Count,30011.0,1141
Montana,Cascade,2.0,Count,30013.0,1144
Montana,Chouteau,1.0,Count,30015.0,1150
Montana,Custer,1.0,Count,30017.0,1153
Montana,Daniels,0.0,Count,30019.0,1157
Montana,Dawson,2.0,Count,30021.0,1160
Montana,Deer Lodge,1.0,Count,30023.0,1163
Montana,Fallon,0.0,Count,30025.0,1165
Montana,Fergus,1.0,Count,30027.0,1169
Montana,Flathead,4.0,Count,30029.0,1173
Montana,Gallatin,7.0,Count,30031.0,1177
Montana,Garfield,0.0,Count,30033.0,1182
Montana,Glacier,0.0,Count,30035.0,1186
Montana,Golden Valley,0.0,Count,30037.0,1189
Montana,Granite,0.0,Count,30039.0,1192
Montana,Hill,1.0,Count,30041.0,1195
Montana,Jefferson,2.0,Count,30043.0,1199
Montana,Judith Basin,0.0,Count,30045.0,1202
Montana,Lake,3.0,Count,30047.0,1207
Montana,Lewis and Clark,1.0,Count,30049.0,1211
Montana,Liberty,2.0,Count,30051.0,1214
Montana,Lincoln,1.0,Count,30053.0,1219
Montana,McCone,1.0,Count,30055.0,1223
Montana,Madison,3.0,Count,30057.0,1226
Montana,Meagher,0.0,Count,30059.0,1231
Montana,Mineral,0.0,Count,30061.0,1234
Montana,Missoula,5.0,Count,30063.0,1239
Montana,Musselshell,0.0,Count,30065.0,1241
Montana,Park,2.0,Count,30067.0,1244
Montana,Petroleum,0.0,Count,30069.0,1247
Montana,Phillips,0.0,Count,30071.0,1250
Montana,Pondera,0.0,Count,30073.0,1254
Montana,Powder River,0.0,Count,30075.0,1259
Montana,Powell,1.0,Count,30077.0,1262
Montana,Prairie,0.0,Count,30079.0,1264
Montana,Ravalli,5.0,Count,30081.0,1268
Montana,Richland,1.0,Count,30083.0,1271
Montana,Roosevelt,1.0,Count,30085.0,1275
Montana,Rosebud,0.0,Count,30087.0,1277
Montana,Sanders,4.0,Count,30089.0,1278
Montana,Sheridan,0.0,Count,30091.0,1281
Montana,Silver Bow,2.0,Count,30093.0,1284
Montana,Stillwater,1.0,Count,30095.0,1286
Montana,Sweet Grass,1.0,Count,30097.0,1288
Montana,Teton,1.0,Count,30099.0,1290
Montana,Toole,1.0,Count,30101.0,1292
Montana,Treasure,1.0,Count,30103.0,1293
Montana,Valley,2.0,Count,30105.0,1296
Montana,Wheatland,0.0,Count,30107.0,1298
Montana,Wibaux,0.0,Count,30109.0,1300
Montana,Yellowstone,3.0,Count,30111.0,1302
Nebraska,Adams,2.0,Count,31001.0,1303
Nebraska,Antelope,3.0,Count,31003.0,1305
Nebraska,Arthur,0.0,Count,31005.0,1307
Nebraska,Banner,0.0,Count,31007.0,1308
Nebraska,Blaine,0.0,Count,31009.0,1309
Nebraska,Boone,0.0,Count,31011.0,1310
Nebraska,Box Butte,1.0,Count,31013.0,1315
Nebraska,Boyd,0.0,Count,31015.0,1317
Nebraska,Brown,2.0,Count,31017.0,1319
Nebraska,Buffalo,4.0,Count,31019.0,1321
Nebraska,Burt,0.0,Count,31021.0,1323
Nebraska,Butler,1.0,Count,31023.0,1325
Nebraska,Cass,1.0,Count,31025.0,1326
Nebraska,Cedar,1.0,Count,31027.0,1329
Nebraska,Chase,0.0,Count,31029.0,1330
Nebraska,Cherry,1.0,Count,31031.0,1333
Nebraska,Cheyenne,1.0,Count,31033.0,1334
Nebraska,Clay,1.0,Count,31035.0,1336
Nebraska,Colfax,1.0,Count,31037.0,1338
Nebraska,Cuming,2.0,Count,31039.0,1340
Nebraska,Custer,1.0,Count,31041.0,1342
Nebraska,Dakota,1.0,Count,31043.0,1344
Nebraska,Dawes,1.0,Count,31045.0,1347
Nebraska,Dawson,4.0,Count,31047.0,1349
Nebraska,Deuel,0.0,Count,31049.0,1351
Nebraska,Dixon,0.0,Count,31051.0,1353
Nebraska,Dodge,2.0,Count,31053.0,1354
Nebraska,Douglas,10.0,Count,31055.0,1358
Nebraska,Dundy,0.0,Count,31057.0,1360
Nebraska,Fillmore,1.0,Count,31059.0,1363
Nebraska,Franklin,0.0,Count,31061.0,1369
Nebraska,Frontier,1.0,Count,31063.0,1371
Nebraska,Furnas,0.0,Count,31065.0,1374
Nebraska,Gage,3.0,Count,31067.0,1378
Nebraska,Garden,0.0,Count,31069.0,1381
Nebraska,Garfield,1.0,Count,31071.0,1391
Nebraska,Gosper,0.0,Count,31073.0,1393
Nebraska,Grant,0.0,Count,31075.0,1395
Nebraska,Greeley,0.0,Count,31077.0,1397
Nebraska,Hall,2.0,Count,31079.0,1402
Nebraska,Hamilton,1.0,Count,31081.0,1405
