State,County,WIC redemptions per capita (% change) 2011-16 (PCH_PC_WIC_REDEMP_11_16),Units,FIPS,FID
Louisiana,Concordia,-16.895322799682617,% change,22029,1098
Louisiana,De Soto,nan,% change,22031,1103
Louisiana,East Baton Rouge,-13.124587059020996,% change,22033,1108
Louisiana,East Carroll,nan,% change,22035,1111
Louisiana,East Feliciana,nan,% change,22037,1115
Louisiana,Evangeline,nan,% change,22039,1118
Louisiana,Franklin,nan,% change,22041,1123
Louisiana,Grant,nan,% change,22043,1127
Louisiana,Iberia,-10.883767127990723,% change,22045,1133
Louisiana,Iberville,-12.146380424499512,% change,22047,1134
Louisiana,Jackson,nan,% change,22049,1138
Louisiana,Jefferson,-6.457777500152588,% change,22051,1147
Louisiana,Jefferson Davis,-19.37173080444336,% change,22053,1155
Louisiana,Lafayette,-27.726030349731445,% change,22055,1161
Louisiana,Lafourche,-6.943553447723389,% change,22057,1280
Louisiana,La Salle,nan,% change,22059,1289
Louisiana,Lincoln,nan,% change,22061,1291
Louisiana,Livingston,-13.862257957458496,% change,22063,1295
Louisiana,Madison,nan,% change,22065,1297
Louisiana,Morehouse,-8.912393569946289,% change,22067,1299
Louisiana,Natchitoches,-17.808305740356445,% change,22069,1301
Louisiana,Orleans,1.4106297492980957,% change,22071,1304
Louisiana,Ouachita,-28.848665237426758,% change,22073,1306
Louisiana,Plaquemines,nan,% change,22075,1427
Louisiana,Pointe Coupee,-7.446115970611572,% change,22077,1431
Louisiana,Rapides,-12.260726928710938,% change,22079,1434
Louisiana,Red River,nan,% change,22081,1436
Louisiana,Richland,nan,% change,22083,1439
Louisiana,Sabine,-19.83452606201172,% change,22085,1441
Louisiana,St. Bernard,-12.897425651550293,% change,22087,1463
Louisiana,St. Charles,-15.953423500061035,% change,22089,1466
Louisiana,St. Helena,nan,% change,22091,1467
Louisiana,St. James,nan,% change,22093,1468
Louisiana,St. John the Baptist,-13.136490821838379,% change,22095,1469
Louisiana,St. Landry,-15.068860054016113,% change,22097,1471
Louisiana,St. Martin,-10.168196678161621,% change,22099,1473
Louisiana,St. Mary,42.86101531982422,% change,22101,1474
Louisiana,St. Tammany,-26.924165725708008,% change,22103,1475
Louisiana,Tangipahoa,-19.55494499206543,% change,22105,1476
Louisiana,Tensas,nan,% change,22107,1479
Louisiana,Terrebonne,-6.654170989990234,% change,22109,1501
Louisiana,Union,-27.99741554260254,% change,22111,1507
Louisiana,Vermilion,-10.820496559143066,% change,22113,1510
Louisiana,Vernon,nan,% change,22115,1513
Louisiana,Washington,-12.507155418395996,% change,22117,1516
Louisiana,Webster,1.197542428970337,% change,22119,1518
Louisiana,West Baton Rouge,-32.78986358642578,% change,22121,1520
Louisiana,West Carroll,nan,% change,22123,1522
Louisiana,West Feliciana,nan,% change,22125,1524
Louisiana,Winn,nan,% change,22127,1529
Maine,Androscoggin,-10.523614883422852,% change,23001,1532
Maine,Aroostook,-8.017304420471191,% change,23003,1535
Maine,Cumberland,-14.534083366394043,% change,23005,1608
Maine,Franklin,-6.521881103515625,% change,23007,1619
Maine,Hancock,-12.348191261291504,% change,23009,1748
Maine,Kennebec,-18.9390869140625,% change,23011,1755
Maine,Knox,-18.694211959838867,% change,23013,1774
Maine,Lincoln,-20.039342880249023,% change,23015,1835
Maine,Oxford,-15.824604988098145,% change,23017,1842
Maine,Penobscot,-10.895211219787598,% change,23019,1846
Maine,Piscataquis,0.5402266979217529,% change,23021,1851
Maine,Sagadahoc,nan,% change,23023,1855
Maine,Somerset,-16.081087112426758,% change,23025,1860
Maine,Waldo,-8.775301933288574,% change,23027,1865
Maine,Washington,-6.9985480308532715,% change,23029,1884
Maine,York,-21.9084415435791,% change,23031,1901
Maryland,Allegany,-1.1445183753967285,% change,24001,1905
Maryland,Anne Arundel,-8.672999382019043,% change,24003,1925
Maryland,Baltimore County,-1.300367832183838,% change,24005,1939
Maryland,Calvert,-15.045802116394043,% change,24009,1946
Maryland,Caroline,-14.803857803344727,% change,24011,1949
Maryland,Carroll,-8.792500495910645,% change,24013,1955
Maryland,Cecil,0.31789228320121765,% change,24015,1963
Maryland,Charles,-1.1498382091522217,% change,24017,1294
Maryland,Dorchester,nan,% change,24019,1346
Maryland,Frederick,-13.09538745880127,% change,24021,1357
Maryland,Garrett,8.455141067504883,% change,24023,1361
Maryland,Harford,-13.734957695007324,% change,24025,1372
Maryland,Howard,-5.168313503265381,% change,24027,1379
Maryland,Kent,-24.409236907958984,% change,24029,1394
Maryland,Montgomery,-10.168313026428223,% change,24031,1398
Maryland,Prince George's,8.050533294677734,% change,24033,1403
Maryland,Queen Anne's,-27.521059036254883,% change,24035,1413
Maryland,St. Mary's,-6.428668975830078,% change,24037,1421
Maryland,Somerset,nan,% change,24039,1430
Maryland,Talbot,-7.973960876464844,% change,24041,1438
Maryland,Washington,-3.1543331146240234,% change,24043,1445
Maryland,Wicomico,-1.980892539024353,% change,24045,1446
Maryland,Worcester,13.035385131835938,% change,24047,1456
Maryland,Baltimore City,9.896722793579102,% change,24510,1460
Massachusetts,Barnstable,-0.54982590675354,% change,25001,1478
Massachusetts,Berkshire,5.768256187438965,% change,25003,1480
Massachusetts,Bristol,-13.927027702331543,% change,25005,1486
Massachusetts,Dukes,nan,% change,25007,1491
Massachusetts,Essex,-16.43068504333496,% change,25009,1519
Massachusetts,Franklin,2.9912850856781006,% change,25011,1523
Massachusetts,Hampden,0.6031132936477661,% change,25013,1526
Massachusetts,Hampshire,-11.28122615814209,% change,25015,1527
Massachusetts,Middlesex,-6.9044904708862305,% change,25017,1533
Massachusetts,Nantucket,nan,% change,25019,1537
Massachusetts,Norfolk,0.19721317291259766,% change,25021,1543
Massachusetts,Plymouth,-2.367650032043457,% change,25023,1569
Massachusetts,Suffolk,-8.916871070861816,% change,25025,1585
Massachusetts,Worcester,-4.405303001403809,% change,25027,1599
Michigan,Alcona,nan,% change,26001,1603
Michigan,Alger,-79.5147933959961,% change,26003,1609
Michigan,Allegan,-18.67659568786621,% change,26005,1611
Michigan,Alpena,-84.85956573486328,% change,26007,1614
Michigan,Antrim,nan,% change,26009,1617
Michigan,Arenac,nan,% change,26011,1621
Michigan,Baraga,nan,% change,26013,1624
Michigan,Barry,-40.41865158081055,% change,26015,1627
Michigan,Bay,-7.471801280975342,% change,26017,1631
Michigan,Benzie,-24.157285690307617,% change,26019,1634
Michigan,Berrien,-8.516650199890137,% change,26021,1635
Michigan,Branch,-10.760958671569824,% change,26023,1640
Michigan,Calhoun,8.460963249206543,% change,26025,1641
Michigan,Cass,-8.084753036499023,% change,26027,1644
Michigan,Charlevoix,nan,% change,26029,1648
Michigan,Cheboygan,nan,% change,26031,1649
Michigan,Chippewa,-10.721935272216797,% change,26033,1660
Michigan,Clare,-53.27501678466797,% change,26035,1665
Michigan,Clinton,5.608300685882568,% change,26037,1669
Michigan,Crawford,nan,% change,26039,1672
Michigan,Delta,13.507712364196777,% change,26041,1675
Michigan,Dickinson,0.05743228644132614,% change,26043,1677
Michigan,Eaton,-16.87759017944336,% change,26045,1678
Michigan,Emmet,nan,% change,26047,1686
Michigan,Genesee,5.977064609527588,% change,26049,1688
Michigan,Gladwin,-73.19552612304688,% change,26051,1691
Michigan,Gogebic,nan,% change,26053,1693
Michigan,Grand Traverse,-15.036826133728027,% change,26055,1697
Michigan,Gratiot,-2.8186638355255127,% change,26057,1700
Michigan,Hillsdale,-5.131077766418457,% change,26059,1701
Michigan,Houghton,-16.603984832763672,% change,26061,1705
Michigan,Huron,-24.938505172729492,% change,26063,1708
Michigan,Ingham,-1.1812994480133057,% change,26065,1710
Michigan,Ionia,-16.75463104248047,% change,26067,1713
Michigan,Iosco,-86.38396453857422,% change,26069,1715
Michigan,Iron,nan,% change,26071,1716
Michigan,Isabella,nan,% change,26073,1717
Michigan,Jackson,-13.967500686645508,% change,26075,1719
Michigan,Kalamazoo,-4.719410419464111,% change,26077,1720
Michigan,Kalkaska,nan,% change,26079,1722
Michigan,Kent,-11.046525955200195,% change,26081,1726
Michigan,Keweenaw,nan,% change,26083,1743
Michigan,Lake,-25.76422119140625,% change,26085,1749
Michigan,Lapeer,-20.65328025817871,% change,26087,1752
Michigan,Leelanau,-24.537206649780273,% change,26089,1765
Michigan,Lenawee,-3.0811736583709717,% change,26091,1768
Michigan,Livingston,-23.937389373779297,% change,26093,1770
Michigan,Luce,nan,% change,26095,1773
Michigan,Mackinac,-82.35355377197266,% change,26097,1779
Michigan,Macomb,3.0854063034057617,% change,26099,1785
Michigan,Manistee,-73.659912109375,% change,26101,1787
Michigan,Marquette,-78.41570281982422,% change,26103,1793
Michigan,Mason,nan,% change,26105,1797
Michigan,Mecosta,-91.42501068115234,% change,26107,1800
Michigan,Menominee,-40.010005950927734,% change,26109,1802
Michigan,Midland,-90.03472900390625,% change,26111,1806
Michigan,Missaukee,nan,% change,26113,1810
Michigan,Monroe,-15.073123931884766,% change,26115,1812
Michigan,Montcalm,-28.65711784362793,% change,26117,1815
Michigan,Montmorency,nan,% change,26119,1816
Michigan,Muskegon,-10.951977729797363,% change,26121,1818
Michigan,Newaygo,-59.73203659057617,% change,26123,1820
Michigan,Oakland,-3.625303268432617,% change,26125,1824
Michigan,Oceana,-21.681655883789062,% change,26127,1825
Michigan,Ogemaw,nan,% change,26129,1827
Michigan,Ontonagon,nan,% change,26131,1829
Michigan,Osceola,-39.1820182800293,% change,26133,1830
Michigan,Oscoda,nan,% change,26135,1832
Michigan,Otsego,nan,% change,26137,1834
Michigan,Ottawa,-14.602989196777344,% change,26139,1837
Michigan,Presque Isle,nan,% change,26141,1840
Michigan,Roscommon,nan,% change,26143,1843
Michigan,Saginaw,-7.266244411468506,% change,26145,1845
Michigan,St. Clair,-16.125038146972656,% change,26147,1854
Michigan,St. Joseph,-12.48612117767334,% change,26149,1857
Michigan,Sanilac,-13.990219116210938,% change,26151,1858
Michigan,Schoolcraft,nan,% change,26153,1861
Michigan,Shiawassee,-1.4656099081039429,% change,26155,1863
Michigan,Tuscola,-16.31974983215332,% change,26157,1866
Michigan,Van Buren,-7.044793605804443,% change,26159,1867
Michigan,Washtenaw,-13.503135681152344,% change,26161,1869
Michigan,Wayne,0.8916710019111633,% change,26163,1871
Michigan,Wexford,nan,% change,26165,1873
Minnesota,Aitkin,-40.87174606323242,% change,27001,1875
Minnesota,Anoka,-2.1524181365966797,% change,27003,1877
Minnesota,Becker,-16.28706169128418,% change,27005,1878
Minnesota,Beltrami,4.866231441497803,% change,27007,1880
Minnesota,Benton,2.4313900470733643,% change,27009,1881
Minnesota,Big Stone,nan,% change,27011,1882
Minnesota,Blue Earth,-3.975062370300293,% change,27013,1886
Minnesota,Brown,-16.919322967529297,% change,27015,1892
Minnesota,Carlton,-9.64939022064209,% change,27017,1893
Minnesota,Carver,-11.192585945129395,% change,27019,1894
Minnesota,Cass,-13.41689682006836,% change,27021,1895
Minnesota,Chippewa,0.33943918347358704,% change,27023,1896
Minnesota,Chisago,-14.955669403076172,% change,27025,1897
Minnesota,Clay,10.242722511291504,% change,27027,1898
Minnesota,Clearwater,-75.3926010131836,% change,27029,1899
Minnesota,Cook,nan,% change,27031,1900
Minnesota,Cottonwood,-13.674921989440918,% change,27033,1902
Minnesota,Crow Wing,-16.02965545654297,% change,27035,1903
Minnesota,Dakota,-4.033538818359375,% change,27037,1904
Minnesota,Dodge,nan,% change,27039,1906
Minnesota,Douglas,-9.530418395996094,% change,27041,1907
Minnesota,Faribault,nan,% change,27043,1908
Minnesota,Fillmore,18.94617462158203,% change,27045,1909
Minnesota,Freeborn,nan,% change,27047,1910
Minnesota,Goodhue,-24.966739654541016,% change,27049,1911
Minnesota,Grant,nan,% change,27051,1912
Minnesota,Hennepin,-10.606410026550293,% change,27053,1913
Minnesota,Houston,8.02829360961914,% change,27055,1914
Minnesota,Hubbard,-17.38812255859375,% change,27057,1915
Minnesota,Isanti,-17.896015167236328,% change,27059,1916
Minnesota,Itasca,-9.430007934570312,% change,27061,1917
Minnesota,Jackson,nan,% change,27063,1918
Minnesota,Kanabec,nan,% change,27065,1919
Minnesota,Kandiyohi,4.656065464019775,% change,27067,1920
Minnesota,Kittson,-18.28341293334961,% change,27069,1921
Minnesota,Koochiching,-30.51100730895996,% change,27071,1922
Minnesota,Lac qui Parle,nan,% change,27073,1923
Minnesota,Lake,nan,% change,27075,1926
Minnesota,Lake of the Woods,nan,% change,27077,1927
Minnesota,Le Sueur,-12.659035682678223,% change,27079,1929
Minnesota,Lincoln,-16.991464614868164,% change,27081,1931
Minnesota,Lyon,8.652013778686523,% change,27083,1932
Minnesota,McLeod,-8.728676795959473,% change,27085,1934
Minnesota,Mahnomen,-17.367101669311523,% change,27087,1936
Minnesota,Marshall,-23.15642547607422,% change,27089,1937
Minnesota,Martin,-0.349526047706604,% change,27091,1940
Minnesota,Meeker,5.908705234527588,% change,27093,1941
Minnesota,Mille Lacs,44.19232940673828,% change,27095,1943
Minnesota,Morrison,-10.529813766479492,% change,27097,1944
Minnesota,Mower,-5.475890636444092,% change,27099,1945
Minnesota,Murray,nan,% change,27101,1947
Minnesota,Nicollet,nan,% change,27103,1948
Minnesota,Nobles,21.724872589111328,% change,27105,1950
Minnesota,Norman,-14.932940483093262,% change,27107,1951
Minnesota,Olmsted,-18.119667053222656,% change,27109,1953
Minnesota,Otter Tail,-5.425878524780273,% change,27111,1954
Minnesota,Pennington,nan,% change,27113,1956
Minnesota,Pine,-10.808542251586914,% change,27115,1957
Minnesota,Pipestone,13.612751007080078,% change,27117,1958
Minnesota,Polk,-5.164434909820557,% change,27119,1959
Minnesota,Pope,nan,% change,27121,1961
Minnesota,Ramsey,-0.32685303688049316,% change,27123,1964
Minnesota,Red Lake,nan,% change,27125,1966
Minnesota,Redwood,-4.885854721069336,% change,27127,1969
Minnesota,Renville,-7.161099433898926,% change,27129,1971
Minnesota,Rice,-10.852340698242188,% change,27131,1973
Minnesota,Rock,nan,% change,27133,1974
Minnesota,Roseau,-13.910735130310059,% change,27135,1976
Minnesota,St. Louis,-15.93808364868164,% change,27137,1978
Minnesota,Scott,-7.813607215881348,% change,27139,1979
Minnesota,Sherburne,-33.647979736328125,% change,27141,1980
Minnesota,Sibley,-29.570213317871094,% change,27143,1982
Minnesota,Stearns,24.00809097290039,% change,27145,1984
Minnesota,Steele,-10.428266525268555,% change,27147,1985
Minnesota,Stevens,nan,% change,27149,1987
Minnesota,Swift,nan,% change,27151,1988
Minnesota,Todd,-17.435699462890625,% change,27153,1989
Minnesota,Traverse,nan,% change,27155,1990
Minnesota,Wabasha,-9.21219253540039,% change,27157,1991
Minnesota,Wadena,7.451254844665527,% change,27159,1992
Minnesota,Waseca,nan,% change,27161,1993
Minnesota,Washington,-7.3563008308410645,% change,27163,1994
Minnesota,Watonwan,nan,% change,27165,1996
Minnesota,Wilkin,nan,% change,27167,1997
Minnesota,Winona,-9.061822891235352,% change,27169,1998
Minnesota,Wright,-18.002132415771484,% change,27171,1999
Minnesota,Yellow Medicine,nan,% change,27173,1531
Mississippi,Adams,nan,% change,28001,1534
Mississippi,Alcorn,nan,% change,28003,1538
Mississippi,Amite,nan,% change,28005,1539
Mississippi,Attala,nan,% change,28007,1541
Mississippi,Benton,nan,% change,28009,1544
Mississippi,Bolivar,nan,% change,28011,1547
Mississippi,Calhoun,nan,% change,28013,1548
Mississippi,Carroll,nan,% change,28015,1549
Mississippi,Chickasaw,nan,% change,28017,1550
Mississippi,Choctaw,nan,% change,28019,1552
Mississippi,Claiborne,nan,% change,28021,1555
Mississippi,Clarke,nan,% change,28023,1557
Mississippi,Clay,nan,% change,28025,1559
Mississippi,Coahoma,nan,% change,28027,1562
Mississippi,Copiah,nan,% change,28029,1564
Mississippi,Covington,nan,% change,28031,1567
Mississippi,DeSoto,nan,% change,28033,1571
Mississippi,Forrest,nan,% change,28035,1572
Mississippi,Franklin,nan,% change,28037,1575
Mississippi,George,nan,% change,28039,1577
Mississippi,Greene,nan,% change,28041,1579
Mississippi,Grenada,nan,% change,28043,1581
Mississippi,Hancock,nan,% change,28045,1583
Mississippi,Harrison,nan,% change,28047,1587
Mississippi,Hinds,nan,% change,28049,1591
Mississippi,Holmes,nan,% change,28051,1593
Mississippi,Humphreys,nan,% change,28053,1596
Mississippi,Issaquena,nan,% change,28055,1598
Mississippi,Itawamba,nan,% change,28057,1601
Mississippi,Jackson,nan,% change,28059,1605
Mississippi,Jasper,nan,% change,28061,1607
Mississippi,Jefferson,nan,% change,28063,1610
Mississippi,Jefferson Davis,nan,% change,28065,1612
Mississippi,Jones,nan,% change,28067,1615
Mississippi,Kemper,nan,% change,28069,1616
Mississippi,Lafayette,nan,% change,28071,1620
Mississippi,Lamar,nan,% change,28073,1623
Mississippi,Lauderdale,nan,% change,28075,1628
Mississippi,Lawrence,nan,% change,28077,1632
Mississippi,Leake,nan,% change,28079,1636
Mississippi,Lee,nan,% change,28081,1638
Mississippi,Leflore,nan,% change,28083,1643
Mississippi,Lincoln,nan,% change,28085,1645
Mississippi,Lowndes,nan,% change,28087,1647
Mississippi,Madison,nan,% change,28089,1651
Mississippi,Marion,nan,% change,28091,1653
Mississippi,Marshall,nan,% change,28093,1655
Mississippi,Monroe,nan,% change,28095,1656
Mississippi,Montgomery,nan,% change,28097,1658
Mississippi,Neshoba,nan,% change,28099,1661
Mississippi,Newton,nan,% change,28101,1663
Mississippi,Noxubee,nan,% change,28103,1666
Mississippi,Oktibbeha,nan,% change,28105,1668
Mississippi,Panola,nan,% change,28107,1671
Mississippi,Pearl River,nan,% change,28109,1676
Mississippi,Perry,nan,% change,28111,1679
Mississippi,Pike,nan,% change,28113,1680
Mississippi,Pontotoc,nan,% change,28115,1682
Mississippi,Prentiss,nan,% change,28117,1684
Mississippi,Quitman,nan,% change,28119,1685
Mississippi,Rankin,nan,% change,28121,1690
Mississippi,Scott,nan,% change,28123,1692
Mississippi,Sharkey,nan,% change,28125,1695
Mississippi,Simpson,nan,% change,28127,1698
Mississippi,Smith,nan,% change,28129,1709
Mississippi,Stone,nan,% change,28131,1712
Mississippi,Sunflower,nan,% change,28133,1721
Mississippi,Tallahatchie,nan,% change,28135,1725
Mississippi,Tate,nan,% change,28137,1727
Mississippi,Tippah,nan,% change,28139,1730
Mississippi,Tishomingo,nan,% change,28141,1732
Mississippi,Tunica,nan,% change,28143,1735
Mississippi,Union,nan,% change,28145,1737
Mississippi,Walthall,nan,% change,28147,1740
Mississippi,Warren,nan,% change,28149,1746
Mississippi,Washington,nan,% change,28151,1750
Mississippi,Wayne,nan,% change,28153,1753
Mississippi,Webster,nan,% change,28155,1756
Mississippi,Wilkinson,nan,% change,28157,1757
Mississippi,Winston,nan,% change,28159,1758
Mississippi,Yalobusha,nan,% change,28161,1759
Mississippi,Yazoo,nan,% change,28163,1760
Missouri,Adair,nan,% change,29001,1761
Missouri,Andrew,nan,% change,29003,1762
Missouri,Atchison,nan,% change,29005,1763
Missouri,Audrain,nan,% change,29007,1766
Missouri,Barry,-11.296021461486816,% change,29009,1767
Missouri,Barton,nan,% change,29011,1771
Missouri,Bates,nan,% change,29013,1776
Missouri,Benton,nan,% change,29015,1778
Missouri,Bollinger,nan,% change,29017,1781
Missouri,Boone,-11.020383834838867,% change,29019,1783
Missouri,Buchanan,-20.270061492919922,% change,29021,1789
Missouri,Butler,-9.826741218566895,% change,29023,1792
Missouri,Caldwell,nan,% change,29025,1795
Missouri,Callaway,-21.732866287231445,% change,29027,1799
Missouri,Camden,3.2539591789245605,% change,29029,1803
Missouri,Cape Girardeau,-17.55510139465332,% change,29031,1808
Missouri,Carroll,nan,% change,29033,1822
Missouri,Carter,nan,% change,29035,1001
Missouri,Cass,-15.774628639221191,% change,29037,1004
Missouri,Cedar,nan,% change,29039,1007
Missouri,Chariton,nan,% change,29041,1011
Missouri,Christian,-19.946046829223633,% change,29043,1014
Missouri,Clark,nan,% change,29045,1015
Missouri,Clay,-22.054216384887695,% change,29047,1018
Missouri,Clinton,nan,% change,29049,1021
Missouri,Cole,-8.34114933013916,% change,29051,1022
Missouri,Cooper,nan,% change,29053,1025
Missouri,Crawford,-8.783954620361328,% change,29055,1028
Missouri,Dade,nan,% change,29057,1030
Missouri,Dallas,nan,% change,29059,1032
Missouri,Daviess,nan,% change,29061,1036
Missouri,DeKalb,nan,% change,29063,1038
Missouri,Dent,nan,% change,29065,1040
Missouri,Douglas,nan,% change,29067,1043
Missouri,Dunklin,-10.36966323852539,% change,29069,1045
Missouri,Franklin,-9.9100923538208,% change,29071,1047
Missouri,Gasconade,2.2307331562042236,% change,29073,1049
Missouri,Gentry,nan,% change,29075,1052
Missouri,Greene,-7.041764736175537,% change,29077,1054
Missouri,Grundy,nan,% change,29079,1057
Missouri,Harrison,nan,% change,29081,1058
Missouri,Henry,nan,% change,29083,1061
Missouri,Hickory,nan,% change,29085,1063
Missouri,Holt,nan,% change,29087,1065
Missouri,Howard,nan,% change,29089,1068
Missouri,Howell,-17.607074737548828,% change,29091,1070
Missouri,Iron,nan,% change,29093,1072
Missouri,Jackson,-26.260780334472656,% change,29095,1074
Missouri,Jasper,-13.18765640258789,% change,29097,1078
Missouri,Jefferson,-12.484562873840332,% change,29099,1082
Missouri,Johnson,-24.54001235961914,% change,29101,1087
Missouri,Knox,nan,% change,29103,1091
Missouri,Laclede,-6.17810583114624,% change,29105,1096
Missouri,Lafayette,-46.16096878051758,% change,29107,1099
Missouri,Lawrence,-3.4884424209594727,% change,29109,1101
Missouri,Lewis,nan,% change,29111,1104
Missouri,Lincoln,-7.572669982910156,% change,29113,1106
Missouri,Linn,nan,% change,29115,1109
Missouri,Livingston,nan,% change,29117,1112
Missouri,McDonald,-14.637713432312012,% change,29119,1113
Missouri,Macon,nan,% change,29121,1116
Missouri,Madison,nan,% change,29123,1117
Missouri,Maries,nan,% change,29125,1120
Missouri,Marion,-13.49042797088623,% change,29127,1122
Missouri,Mercer,nan,% change,29129,1125
Missouri,Miller,-17.499191284179688,% change,29131,1128
Missouri,Mississippi,-28.330928802490234,% change,29133,1131
Missouri,Moniteau,nan,% change,29135,1135
Missouri,Monroe,nan,% change,29137,1139
Missouri,Montgomery,nan,% change,29139,1142
Missouri,Morgan,-7.026307106018066,% change,29141,1146
Missouri,New Madrid,-10.228717803955078,% change,29143,1149
Missouri,Newton,-17.749216079711914,% change,29145,1152
Missouri,Nodaway,nan,% change,29147,1156
Missouri,Oregon,nan,% change,29149,1158
Missouri,Osage,nan,% change,29151,1164
Missouri,Ozark,nan,% change,29153,1168
Missouri,Pemiscot,-6.688308238983154,% change,29155,1170
Missouri,Perry,nan,% change,29157,1172
Missouri,Pettis,-17.79649543762207,% change,29159,1174
Missouri,Phelps,-23.25235939025879,% change,29161,1176
Missouri,Pike,nan,% change,29163,1179
Missouri,Platte,-25.972116470336914,% change,29165,1181
Missouri,Polk,nan,% change,29167,1183
Missouri,Pulaski,-19.73433494567871,% change,29169,1185
Missouri,Putnam,nan,% change,29171,1188
Missouri,Ralls,nan,% change,29173,1191
Missouri,Randolph,nan,% change,29175,1194
Missouri,Ray,nan,% change,29177,1197
Missouri,Reynolds,nan,% change,29179,1200
Missouri,Ripley,nan,% change,29181,1203
Missouri,St. Charles,-12.928199768066406,% change,29183,1205
Missouri,St. Clair,nan,% change,29185,1208
Missouri,Ste. Genevieve,nan,% change,29186,1209
Missouri,St. Francois,-10.622864723205566,% change,29187,1212
Missouri,St. Louis County,-9.701967239379883,% change,29189,1216
Missouri,Saline,-25.171852111816406,% change,29195,1218
Missouri,Schuyler,nan,% change,29197,1221
Missouri,Scotland,nan,% change,29199,1224
Missouri,Scott,-61.848121643066406,% change,29201,1227
Missouri,Shannon,nan,% change,29203,1229
Missouri,Shelby,nan,% change,29205,1232
Missouri,Stoddard,-20.25912857055664,% change,29207,1236
Missouri,Stone,-14.372658729553223,% change,29209,1237
Missouri,Sullivan,nan,% change,29211,1240
Missouri,Taney,-9.869771003723145,% change,29213,1242
Missouri,Texas,-23.689380645751953,% change,29215,1245
Missouri,Vernon,nan,% change,29217,1248
Missouri,Warren,nan,% change,29219,1251
Missouri,Washington,nan,% change,29221,1253
Missouri,Wayne,nan,% change,29223,1256
Missouri,Webster,-13.223844528198242,% change,29225,1258
Missouri,Worth,nan,% change,29227,1261
Missouri,Wright,-11.051863670349121,% change,29229,1263
Missouri,St. Louis City,-20.00943946838379,% change,29510,1266
Montana,Beaverhead,nan,% change,30001,1269
Montana,Big Horn,-16.241193771362305,% change,30003,1274
Montana,Blaine,8.634178161621094,% change,30005,1124
Montana,Broadwater,nan,% change,30007,1132
Montana,Carbon,nan,% change,30009,1137
Montana,Carter,nan,% change,30011,1141
Montana,Cascade,-5.504912376403809,% change,30013,1144
Montana,Chouteau,nan,% change,30015,1150
Montana,Custer,nan,% change,30017,1153
Montana,Daniels,nan,% change,30019,1157
Montana,Dawson,nan,% change,30021,1160
Montana,Deer Lodge,nan,% change,30023,1163
Montana,Fallon,nan,% change,30025,1165
Montana,Fergus,nan,% change,30027,1169
Montana,Flathead,-15.947532653808594,% change,30029,1173
Montana,Gallatin,-14.122958183288574,% change,30031,1177
Montana,Garfield,nan,% change,30033,1182
Montana,Glacier,nan,% change,30035,1186
Montana,Golden Valley,nan,% change,30037,1189
Montana,Granite,nan,% change,30039,1192
Montana,Hill,nan,% change,30041,1195
Montana,Jefferson,nan,% change,30043,1199
Montana,Judith Basin,nan,% change,30045,1202
Montana,Lake,-3.3322877883911133,% change,30047,1207
Montana,Lewis and Clark,-18.657548904418945,% change,30049,1211
Montana,Liberty,nan,% change,30051,1214
Montana,Lincoln,20.75943374633789,% change,30053,1219
Montana,McCone,nan,% change,30055,1223
Montana,Madison,nan,% change,30057,1226
Montana,Meagher,nan,% change,30059,1231
Montana,Mineral,nan,% change,30061,1234
Montana,Missoula,-13.219207763671875,% change,30063,1239
Montana,Musselshell,nan,% change,30065,1241
Montana,Park,nan,% change,30067,1244
Montana,Petroleum,nan,% change,30069,1247
Montana,Phillips,nan,% change,30071,1250
Montana,Pondera,nan,% change,30073,1254
Montana,Powder River,nan,% change,30075,1259
Montana,Powell,nan,% change,30077,1262
Montana,Prairie,nan,% change,30079,1264
Montana,Ravalli,-24.596240997314453,% change,30081,1268
Montana,Richland,129.1942138671875,% change,30083,1271
Montana,Roosevelt,nan,% change,30085,1275
Montana,Rosebud,-2.098724603652954,% change,30087,1277
Montana,Sanders,-55.81117248535156,% change,30089,1278
Montana,Sheridan,nan,% change,30091,1281
Montana,Silver Bow,-19.070152282714844,% change,30093,1284
Montana,Stillwater,nan,% change,30095,1286
Montana,Sweet Grass,nan,% change,30097,1288
Montana,Teton,nan,% change,30099,1290
Montana,Toole,nan,% change,30101,1292
Montana,Treasure,nan,% change,30103,1293
Montana,Valley,nan,% change,30105,1296
Montana,Wheatland,nan,% change,30107,1298
Montana,Wibaux,nan,% change,30109,1300
Montana,Yellowstone,-64.91389465332031,% change,30111,1302
Nebraska,Adams,-13.787309646606445,% change,31001,1303
Nebraska,Antelope,nan,% change,31003,1305
Nebraska,Arthur,nan,% change,31005,1307
Nebraska,Banner,nan,% change,31007,1308
Nebraska,Blaine,nan,% change,31009,1309
Nebraska,Boone,-22.850025177001953,% change,31011,1310
Nebraska,Box Butte,nan,% change,31013,1315
Nebraska,Boyd,nan,% change,31015,1317
Nebraska,Brown,nan,% change,31017,1319
Nebraska,Buffalo,-17.05517578125,% change,31019,1321
Nebraska,Burt,-60.1569938659668,% change,31021,1323
Nebraska,Butler,nan,% change,31023,1325
Nebraska,Cass,-14.931544303894043,% change,31025,1326
Nebraska,Cedar,-51.821754455566406,% change,31027,1329
Nebraska,Chase,nan,% change,31029,1330
Nebraska,Cherry,nan,% change,31031,1333
Nebraska,Cheyenne,nan,% change,31033,1334
