State,County,Grocery stores per 1000 pop (% change) 2011-16 (PCH_GROCPTH_11_16),Units,FIPS,FID
Louisiana,De Soto,-34.403978783,% change,22031,1103
Louisiana,East Baton Rouge,-4.672359436,% change,22033,1108
Louisiana,East Carroll,5.628362533,% change,22035,1111
Louisiana,East Feliciana,2.883778108,% change,22037,1115
Louisiana,Evangeline,-13.045387125,% change,22039,1118
Louisiana,Franklin,-59.206442742,% change,22041,1123
Louisiana,Grant,0.327398305,% change,22043,1127
Louisiana,Iberia,-8.162147015,% change,22045,1133
Louisiana,Iberville,-45.440630397,% change,22047,1134
Louisiana,Jackson,3.174102354,% change,22049,1138
Louisiana,Jefferson,-1.015086035,% change,22051,1147
Louisiana,Jefferson Davis,-21.676761237,% change,22053,1155
Louisiana,Lafayette,-12.157838924,% change,22055,1161
Louisiana,Lafourche,-26.221391849,% change,22057,1280
Louisiana,La Salle,-33.873682346,% change,22059,1289
Louisiana,Lincoln,97.506663588,% change,22061,1291
Louisiana,Livingston,-0.887112126,% change,22063,1295
Louisiana,Madison,4.26643448,% change,22065,1297
Louisiana,Morehouse,-20.479277611,% change,22067,1299
Louisiana,Natchitoches,0.964226183,% change,22069,1301
Louisiana,Orleans,-12.083992807,% change,22071,1304
Louisiana,Ouachita,3.432396439,% change,22073,1306
Louisiana,Plaquemines,34.825166831,% change,22075,1427
Louisiana,Pointe Coupee,-38.264127099,% change,22077,1431
Louisiana,Rapides,-12.561602459,% change,22079,1434
Louisiana,Red River,0.0,% change,22081,1436
Louisiana,Richland,2.136710346,% change,22083,1439
Louisiana,Sabine,-27.587147423,% change,22085,1441
Louisiana,St. Bernard,-6.585141369,% change,22087,1463
Louisiana,St. Charles,43.111043853,% change,22089,1466
Louisiana,St. Helena,39.911230322,% change,22091,1467
Louisiana,St. James,1.642403882,% change,22093,1468
Louisiana,St. John the Baptist,-30.923029745,% change,22095,1469
Louisiana,St. Landry,6.547905217,% change,22097,1471
Louisiana,St. Martin,-14.176531807,% change,22099,1473
Louisiana,St. Mary,-11.064076798,% change,22101,1474
Louisiana,St. Tammany,-13.180797657,% change,22103,1475
Louisiana,Tangipahoa,-6.119902314,% change,22105,1476
Louisiana,Tensas,-45.563395339,% change,22107,1479
Louisiana,Terrebonne,4.450283424,% change,22109,1501
Louisiana,Union,-39.615197488,% change,22111,1507
Louisiana,Vermilion,-10.233263266,% change,22113,1510
Louisiana,Vernon,-66.265021341,% change,22115,1513
Louisiana,Washington,10.80867263,% change,22117,1516
Louisiana,Webster,-11.18841204,% change,22119,1518
Louisiana,West Baton Rouge,39.358831014,% change,22121,1520
Louisiana,West Carroll,29.35837527,% change,22123,1522
Louisiana,West Feliciana,-32.554649266,% change,22125,1524
Louisiana,Winn,4.231748435,% change,22127,1529
Maine,Androscoggin,9.219049136,% change,23001,1532
Maine,Aroostook,16.008143671,% change,23003,1535
Maine,Cumberland,4.083684659,% change,23005,1608
Maine,Franklin,10.055944521,% change,23007,1619
Maine,Hancock,11.366430955,% change,23009,1748
Maine,Kennebec,0.360180667,% change,23011,1755
Maine,Knox,30.798909828,% change,23013,1774
Maine,Lincoln,-30.196940999,% change,23015,1835
Maine,Oxford,28.741704561,% change,23017,1842
Maine,Penobscot,-1.821921177,% change,23019,1846
Maine,Piscataquis,-19.991572516,% change,23021,1851
Maine,Sagadahoc,-12.52490536,% change,23023,1855
Maine,Somerset,-14.590858549,% change,23025,1860
Maine,Waldo,18.237666455,% change,23027,1865
Maine,Washington,-7.875562314,% change,23029,1884
Maine,York,-6.342107475,% change,23031,1901
Maryland,Allegany,-16.059073469,% change,24001,1905
Maryland,Anne Arundel,-1.050569353,% change,24003,1925
Maryland,Baltimore County,3.446645845,% change,24005,1939
Maryland,Calvert,5.59163446,% change,24009,1946
Maryland,Caroline,-33.311034755,% change,24011,1949
Maryland,Carroll,4.272284104,% change,24013,1955
Maryland,Cecil,5.507573766,% change,24015,1963
Maryland,Charles,-0.484437528,% change,24017,1294
Maryland,Dorchester,1.341928286,% change,24019,1346
Maryland,Frederick,-6.900331656,% change,24021,1357
Maryland,Garrett,2.70242639,% change,24023,1361
Maryland,Harford,-17.900832804,% change,24025,1372
Maryland,Howard,-7.290371838,% change,24027,1379
Maryland,Kent,64.851938537,% change,24029,1394
Maryland,Montgomery,-5.247001904,% change,24031,1398
Maryland,Prince George's,-2.796906624,% change,24033,1403
Maryland,Queen Anne's,-45.4701967,% change,24035,1413
Maryland,St. Mary's,16.813992553,% change,24037,1421
Maryland,Somerset,-18.668369914,% change,24039,1430
Maryland,Talbot,10.502678923,% change,24041,1438
Maryland,Washington,7.570422535,% change,24043,1445
Maryland,Wicomico,8.430407305,% change,24045,1446
Maryland,Worcester,-25.013103234,% change,24047,1456
Maryland,Baltimore City,37.017238931,% change,24510,1460
Massachusetts,Barnstable,23.671833438,% change,25001,1478
Massachusetts,Berkshire,-2.698612153,% change,25003,1480
Massachusetts,Bristol,-10.370112797,% change,25005,1486
Massachusetts,Dukes,28.581330869,% change,25007,1491
Massachusetts,Essex,29.05324863,% change,25009,1519
Massachusetts,Franklin,-16.976871722,% change,25011,1523
Massachusetts,Hampden,11.126711962,% change,25013,1526
Massachusetts,Hampshire,5.222715548,% change,25015,1527
Massachusetts,Middlesex,-4.042921435,% change,25017,1533
Massachusetts,Nantucket,21.730243184,% change,25019,1537
Massachusetts,Norfolk,16.728500125,% change,25021,1543
Massachusetts,Plymouth,3.347067907,% change,25023,1569
Massachusetts,Suffolk,-2.368736187,% change,25025,1585
Massachusetts,Worcester,-8.332310083,% change,25027,1599
Michigan,Alcona,3.428681499,% change,26001,1603
Michigan,Alger,-10.543060889,% change,26003,1609
Michigan,Allegan,-27.490974729,% change,26005,1611
Michigan,Alpena,31.617804675,% change,26007,1614
Michigan,Antrim,1.092517125,% change,26009,1617
Michigan,Arenac,106.623917499,% change,26011,1621
Michigan,Baraga,106.865042174,% change,26013,1624
Michigan,Barry,8.524417203,% change,26015,1627
Michigan,Bay,-12.63990582,% change,26017,1631
Michigan,Benzie,15.781214335,% change,26019,1634
Michigan,Berrien,-21.94402837,% change,26021,1635
Michigan,Branch,51.573969671,% change,26023,1640
Michigan,Calhoun,5.017410358,% change,26025,1641
Michigan,Cass,-15.075149551,% change,26027,1644
Michigan,Charlevoix,-20.119439553,% change,26029,1648
Michigan,Cheboygan,1.889466226,% change,26031,1649
Michigan,Chippewa,11.684263582,% change,26033,1660
Michigan,Clare,13.270772581,% change,26035,1665
Michigan,Clinton,-45.626065896,% change,26037,1669
Michigan,Crawford,2.139893733,% change,26039,1672
Michigan,Delta,-25.219231654,% change,26041,1675
Michigan,Dickinson,-12.454858487,% change,26043,1677
Michigan,Eaton,-31.877199188,% change,26045,1678
Michigan,Emmet,-6.776909406,% change,26047,1686
Michigan,Genesee,-12.879865311,% change,26049,1688
Michigan,Gladwin,71.432548521,% change,26051,1691
Michigan,Gogebic,4.99055313,% change,26053,1693
Michigan,Grand Traverse,-3.90582501,% change,26055,1697
Michigan,Gratiot,-48.570800352,% change,26057,1700
Michigan,Hillsdale,-49.100880547,% change,26059,1701
Michigan,Houghton,-26.386860308,% change,26061,1705
Michigan,Huron,19.035052258,% change,26063,1708
Michigan,Ingham,0.0264588,% change,26065,1710
Michigan,Ionia,-0.51260478,% change,26067,1713
Michigan,Iosco,1.246488069,% change,26069,1715
Michigan,Iron,5.177964586,% change,26071,1716
Michigan,Isabella,-0.811156566,% change,26073,1717
Michigan,Jackson,-4.418870391,% change,26075,1719
Michigan,Kalamazoo,-7.508433973,% change,26077,1720
Michigan,Kalkaska,19.042774566,% change,26079,1722
Michigan,Kent,-22.677060186,% change,26081,1726
Michigan,Keweenaw,103.646563815,% change,26083,1743
Michigan,Lake,-3.431413877,% change,26085,1749
Michigan,Lapeer,-9.182704159,% change,26087,1752
Michigan,Leelanau,-10.305680919,% change,26089,1765
Michigan,Lenawee,-25.707675951,% change,26091,1768
Michigan,Livingston,-17.180354128,% change,26093,1770
Michigan,Luce,2.807128213,% change,26095,1773
Michigan,Mackinac,-9.898073686,% change,26097,1779
Michigan,Macomb,-11.922891567,% change,26099,1785
Michigan,Manistee,-7.848432769,% change,26101,1787
Michigan,Marquette,9.288385438,% change,26103,1793
Michigan,Mason,-0.738403938,% change,26105,1797
Michigan,Mecosta,14.952813331,% change,26107,1800
Michigan,Menominee,43.864605314,% change,26109,1802
Michigan,Midland,23.557824841,% change,26111,1806
Michigan,Missaukee,-33.954230974,% change,26113,1810
Michigan,Monroe,-10.684921225,% change,26115,1812
Michigan,Montcalm,-28.251512793,% change,26117,1815
Michigan,Montmorency,-21.562024766,% change,26119,1816
Michigan,Muskegon,-16.913149473,% change,26121,1818
Michigan,Newaygo,1.092324433,% change,26123,1820
Michigan,Oakland,-10.510642773,% change,26125,1824
Michigan,Oceana,0.643050112,% change,26127,1825
Michigan,Ogemaw,-31.441967276,% change,26129,1827
Michigan,Ontonagon,-16.211431462,% change,26131,1829
Michigan,Osceola,-15.59852114,% change,26133,1830
Michigan,Oscoda,-21.79557008,% change,26135,1832
Michigan,Otsego,-1.18925569,% change,26137,1834
Michigan,Ottawa,-21.088680351,% change,26139,1837
Michigan,Presque Isle,44.631827112,% change,26141,1840
Michigan,Roscommon,-18.443410073,% change,26143,1843
Michigan,Saginaw,0.820227787,% change,26145,1845
Michigan,St. Clair,-18.988382955,% change,26147,1854
Michigan,St. Joseph,-26.407482904,% change,26149,1857
Michigan,Sanilac,16.065906455,% change,26151,1858
Michigan,Schoolcraft,-20.456821026,% change,26153,1861
Michigan,Shiawassee,-23.441808553,% change,26155,1863
Michigan,Tuscola,-7.50112186,% change,26157,1866
Michigan,Van Buren,18.77501629,% change,26159,1867
Michigan,Washtenaw,3.96022503,% change,26161,1869
Michigan,Wayne,-11.594539377,% change,26163,1871
Michigan,Wexford,-13.695225144,% change,26165,1873
Minnesota,Aitkin,105.0836714,% change,27001,1875
Minnesota,Anoka,-4.097437301,% change,27003,1877
Minnesota,Becker,-41.763451055,% change,27005,1878
Minnesota,Beltrami,-16.100187222,% change,27007,1880
Minnesota,Benton,22.662663424,% change,27009,1881
Minnesota,Big Stone,3.89066241,% change,27011,1882
Minnesota,Blue Earth,-15.009661252,% change,27013,1886
Minnesota,Brown,42.166890983,% change,27015,1892
Minnesota,Carlton,-20.254332658,% change,27017,1893
Minnesota,Carver,23.335360039,% change,27019,1894
Minnesota,Cass,10.094827586,% change,27021,1895
Minnesota,Chippewa,2.276503822,% change,27023,1896
Minnesota,Chisago,-23.438746439,% change,27025,1897
Minnesota,Clay,11.174658224,% change,27027,1898
Minnesota,Clearwater,-26.201895949,% change,27029,1899
Minnesota,Cook,-1.939371117,% change,27031,1900
Minnesota,Cottonwood,-17.774657775,% change,27033,1902
Minnesota,Crow Wing,12.278532338,% change,27035,1903
Minnesota,Dakota,-3.74250457,% change,27037,1904
Minnesota,Dodge,-34.465696533,% change,27039,1906
Minnesota,Douglas,29.753674262,% change,27041,1907
Minnesota,Faribault,-10.53668093,% change,27043,1908
Minnesota,Fillmore,-43.10845233,% change,27045,1909
Minnesota,Freeborn,27.750550932,% change,27047,1910
Minnesota,Goodhue,8.767694243,% change,27049,1911
Minnesota,Grant,34.704659136,% change,27051,1912
Minnesota,Hennepin,3.456450539,% change,27053,1913
Minnesota,Houston,0.849404349,% change,27055,1914
Minnesota,Hubbard,-0.99425648,% change,27057,1915
Minnesota,Isanti,47.77886699,% change,27059,1916
Minnesota,Itasca,37.344680945,% change,27061,1917
Minnesota,Jackson,2.534701267,% change,27063,1918
Minnesota,Kanabec,2.121899005,% change,27065,1919
Minnesota,Kandiyohi,11.38085965,% change,27067,1920
Minnesota,Kittson,5.141269106,% change,27069,1921
Minnesota,Koochiching,-12.638030327,% change,27071,1922
Minnesota,Lac qui Parle,7.059172475,% change,27073,1923
Minnesota,Lake,2.51996957,% change,27075,1926
Minnesota,Lake of the Woods,5.663856691,% change,27077,1927
Minnesota,Le Sueur,-19.809482572,% change,27079,1929
Minnesota,Lincoln,1.75192712,% change,27081,1931
Minnesota,Lyon,-22.345531023,% change,27083,1932
Minnesota,McLeod,1.695199731,% change,27085,1934
Minnesota,Mahnomen,-0.364033491,% change,27087,1936
Minnesota,Marshall,-15.893003237,% change,27089,1937
Minnesota,Martin,-37.80693816,% change,27091,1940
Minnesota,Meeker,0.415602407,% change,27093,1941
Minnesota,Mille Lacs,-24.341180604,% change,27095,1943
Minnesota,Morrison,-11.622873633,% change,27097,1944
Minnesota,Mower,-9.906176104,% change,27099,1945
Minnesota,Murray,55.963855422,% change,27101,1947
Minnesota,Nicollet,-2.062039458,% change,27103,1948
Minnesota,Nobles,12.178156146,% change,27105,1950
Minnesota,Norman,-30.539410625,% change,27107,1951
Minnesota,Olmsted,7.609114305,% change,27109,1953
Minnesota,Otter Tail,28.426036115,% change,27111,1954
Minnesota,Pennington,-1.312188618,% change,27113,1956
Minnesota,Pine,-31.622629313,% change,27115,1957
Minnesota,Pipestone,-37.813553791,% change,27117,1958
Minnesota,Polk,-0.322427691,% change,27119,1959
Minnesota,Pope,-0.447039504,% change,27121,1961
Minnesota,Ramsey,-4.021898288,% change,27123,1964
Minnesota,Red Lake,-23.348348348,% change,27125,1966
Minnesota,Redwood,-12.362168548,% change,27127,1969
Minnesota,Renville,23.412208505,% change,27129,1971
Minnesota,Rice,26.354341822,% change,27131,1973
Minnesota,Rock,1.975990651,% change,27133,1974
Minnesota,Roseau,-16.907684727,% change,27135,1976
Minnesota,St. Louis,-8.409614563,% change,27137,1978
Minnesota,Scott,-19.899282849,% change,27139,1979
Minnesota,Sherburne,11.683970426,% change,27141,1980
Minnesota,Sibley,-23.14933748,% change,27143,1982
Minnesota,Stearns,-11.873207682,% change,27145,1984
Minnesota,Steele,32.835644679,% change,27147,1985
Minnesota,Stevens,-25.26161896,% change,27149,1987
Minnesota,Swift,2.498941127,% change,27151,1988
Minnesota,Todd,-10.753872316,% change,27153,1989
Minnesota,Traverse,5.027092113,% change,27155,1990
Minnesota,Wabasha,-24.443978179,% change,27157,1991
Minnesota,Wadena,25.764779596,% change,27159,1992
Minnesota,Waseca,-23.585882728,% change,27161,1993
Minnesota,Washington,18.144578368,% change,27163,1994
Minnesota,Watonwan,-18.144991293,% change,27165,1996
Minnesota,Wilkin,0.0,% change,27167,1997
Minnesota,Winona,-19.242019185,% change,27169,1998
Minnesota,Wright,-11.988104805,% change,27171,1999
Minnesota,Yellow Medicine,-37.64051759,% change,27173,1531
Mississippi,Adams,28.868479644,% change,28001,1534
Mississippi,Alcorn,16.757518797,% change,28003,1538
Mississippi,Amite,-73.58608206,% change,28005,1539
Mississippi,Attala,-47.783582893,% change,28007,1541
Mississippi,Benton,5.444646098,% change,28009,1544
Mississippi,Bolivar,-19.457552791,% change,28011,1547
Mississippi,Calhoun,2.355283939,% change,28013,1548
Mississippi,Carroll,0.0,% change,28015,1549
Mississippi,Chickasaw,1.514448184,% change,28017,1550
Mississippi,Choctaw,1.527176527,% change,28019,1552
Mississippi,Claiborne,60.71311206,% change,28021,1555
Mississippi,Clarke,-21.225465526,% change,28023,1557
Mississippi,Clay,-48.387096774,% change,28025,1559
Mississippi,Coahoma,-5.057724601,% change,28027,1562
Mississippi,Copiah,-14.688574259,% change,28029,1564
Mississippi,Covington,-18.778403169,% change,28031,1567
Mississippi,DeSoto,3.789151879,% change,28033,1571
Mississippi,Forrest,-14.103263898,% change,28035,1572
Mississippi,Franklin,-65.540307267,% change,28037,1575
Mississippi,George,-3.6685642,% change,28039,1577
Mississippi,Greene,-20.299287939,% change,28041,1579
Mississippi,Grenada,-59.266694943,% change,28043,1581
Mississippi,Hancock,-28.119171651,% change,28045,1583
Mississippi,Harrison,10.847949541,% change,28047,1587
Mississippi,Hinds,-10.656814949,% change,28049,1591
Mississippi,Holmes,77.023014105,% change,28051,1593
Mississippi,Humphreys,8.401210147,% change,28053,1596
Mississippi,Issaquena,0.0,% change,28055,1598
Mississippi,Itawamba,49.134726317,% change,28057,1601
Mississippi,Jackson,-24.678272863,% change,28059,1605
Mississippi,Jasper,1.561087337,% change,28061,1607
Mississippi,Jefferson,-48.149412729,% change,28063,1610
Mississippi,Jefferson Davis,-29.233542684,% change,28065,1612
Mississippi,Jones,-31.05151108,% change,28067,1615
Mississippi,Kemper,3.556359253,% change,28069,1616
Mississippi,Lafayette,20.540773014,% change,28071,1620
Mississippi,Lamar,-34.483749796,% change,28073,1623
Mississippi,Lauderdale,-40.34288082,% change,28075,1628
Mississippi,Lawrence,-0.617042881,% change,28077,1632
Mississippi,Leake,-48.86088754,% change,28079,1636
Mississippi,Lee,-0.950292398,% change,28081,1638
Mississippi,Leflore,21.291250378,% change,28083,1643
Mississippi,Lincoln,1.322520637,% change,28085,1645
Mississippi,Lowndes,-29.845778675,% change,28087,1647
Mississippi,Madison,-0.524540714,% change,28089,1651
Mississippi,Marion,6.207940111,% change,28091,1653
Mississippi,Marshall,-74.32783678,% change,28093,1655
Mississippi,Monroe,-32.030002599,% change,28095,1656
Mississippi,Montgomery,4.961497222,% change,28097,1658
Mississippi,Neshoba,0.988484663,% change,28099,1661
Mississippi,Newton,-33.230457486,% change,28101,1663
Mississippi,Noxubee,3.454278908,% change,28103,1666
Mississippi,Oktibbeha,140.63111398,% change,28105,1668
Mississippi,Panola,-24.31498829,% change,28107,1671
Mississippi,Pearl River,-10.530053586,% change,28109,1676
Mississippi,Perry,-49.693607155,% change,28111,1679
Mississippi,Pike,2.075338315,% change,28113,1680
Mississippi,Pontotoc,32.594077043,% change,28115,1682
Mississippi,Prentiss,-0.161455462,% change,28117,1684
Mississippi,Quitman,8.765532145,% change,28119,1685
Mississippi,Rankin,3.366065637,% change,28121,1690
Mississippi,Scott,33.173585172,% change,28123,1692
Mississippi,Sharkey,-46.25055139,% change,28125,1695
Mississippi,Simpson,-23.854707191,% change,28127,1698
Mississippi,Smith,3.506355269,% change,28129,1709
Mississippi,Stone,-50.169906969,% change,28131,1712
Mississippi,Sunflower,-32.464758043,% change,28133,1721
Mississippi,Tallahatchie,-29.004148416,% change,28135,1725
Mississippi,Tate,-49.116689089,% change,28137,1727
Mississippi,Tippah,-0.086187344,% change,28139,1730
Mississippi,Tishomingo,0.837615622,% change,28141,1732
Mississippi,Tunica,4.174871997,% change,28143,1735
Mississippi,Union,28.461312151,% change,28145,1737
Mississippi,Walthall,40.69091741,% change,28147,1740
Mississippi,Warren,28.361429391,% change,28149,1746
Mississippi,Washington,-2.018393338,% change,28151,1750
Mississippi,Wayne,-19.370171149,% change,28153,1753
Mississippi,Webster,-21.893218779,% change,28155,1756
Mississippi,Wilkinson,6.394316163,% change,28157,1757
Mississippi,Winston,3.703703704,% change,28159,1758
Mississippi,Yalobusha,0.216190247,% change,28161,1759
Mississippi,Yazoo,24.666617658,% change,28163,1760
Missouri,Adair,1.633429806,% change,29001,1761
Missouri,Andrew,32.226003037,% change,29003,1762
Missouri,Atchison,109.905838041,% change,29005,1763
Missouri,Audrain,-26.008695652,% change,29007,1766
Missouri,Barry,62.440221851,% change,29009,1767
Missouri,Barton,-47.955139556,% change,29011,1771
Missouri,Bates,72.734306599,% change,29013,1776
Missouri,Benton,50.848263834,% change,29015,1778
Missouri,Bollinger,1.442150115,% change,29017,1781
Missouri,Boone,-5.967545524,% change,29019,1783
Missouri,Buchanan,-8.770426923,% change,29021,1789
Missouri,Butler,-29.679356844,% change,29023,1792
Missouri,Caldwell,-18.138919515,% change,29025,1795
Missouri,Callaway,-1.779177851,% change,29027,1799
Missouri,Camden,-2.692794774,% change,29029,1803
Missouri,Cape Girardeau,-2.326827401,% change,29031,1808
Missouri,Carroll,4.483849108,% change,29033,1822
Missouri,Carter,35.954030396,% change,29035,1001
Missouri,Cass,8.074420013,% change,29037,1004
Missouri,Cedar,-24.864971914,% change,29039,1007
Missouri,Chariton,54.422898127,% change,29041,1011
Missouri,Christian,28.473187657,% change,29043,1014
Missouri,Clark,56.551775368,% change,29045,1015
Missouri,Clay,-8.641018567,% change,29047,1018
Missouri,Clinton,0.711154408,% change,29049,1021
Missouri,Cole,-8.693910778,% change,29051,1022
Missouri,Cooper,-50.378894984,% change,29053,1025
Missouri,Crawford,2.298613404,% change,29055,1028
Missouri,Dade,2.143044965,% change,29057,1030
Missouri,Dallas,-32.059422059,% change,29059,1032
Missouri,Daviess,0.753066926,% change,29061,1036
Missouri,DeKalb,-48.7485006,% change,29063,1038
Missouri,Dent,-19.190923825,% change,29065,1040
Missouri,Douglas,104.119233074,% change,29067,1043
Missouri,Dunklin,33.312308846,% change,29069,1045
Missouri,Franklin,-5.805543893,% change,29071,1047
Missouri,Gasconade,-18.226440678,% change,29073,1049
Missouri,Gentry,-22.965948471,% change,29075,1052
Missouri,Greene,-8.155356182,% change,29077,1054
Missouri,Grundy,-18.658730159,% change,29079,1057
Missouri,Harrison,-31.074893287,% change,29081,1058
Missouri,Henry,157.054632928,% change,29083,1061
Missouri,Hickory,2.538937487,% change,29085,1063
Missouri,Holt,116.030363921,% change,29087,1065
Missouri,Howard,1.610017889,% change,29089,1068
Missouri,Howell,1.121076233,% change,29091,1070
Missouri,Iron,30.925396669,% change,29093,1072
Missouri,Jackson,6.375771491,% change,29095,1074
Missouri,Jasper,-9.255394055,% change,29097,1078
Missouri,Jefferson,-5.827995685,% change,29099,1082
Missouri,Johnson,24.440830553,% change,29101,1087
Missouri,Knox,4.562737643,% change,29103,1091
Missouri,Laclede,-19.530301747,% change,29105,1096
Missouri,Lafayette,2.068096614,% change,29107,1099
Missouri,Lawrence,-13.693715242,% change,29109,1101
Missouri,Lewis,1.328969553,% change,29111,1104
Missouri,Lincoln,-3.843366071,% change,29113,1106
Missouri,Linn,3.682042834,% change,29115,1109
Missouri,Livingston,-0.145329634,% change,29117,1112
Missouri,McDonald,60.801159573,% change,29119,1113
Missouri,Macon,36.335820731,% change,29121,1116
Missouri,Madison,0.220750552,% change,29123,1117
Missouri,Maries,55.37525355,% change,29125,1120
Missouri,Marion,-13.950834459,% change,29127,1122
Missouri,Mercer,-48.428102788,% change,29129,1125
Missouri,Miller,31.839641514,% change,29131,1128
Missouri,Mississippi,3.49421271,% change,29133,1131
Missouri,Moniteau,-1.855438246,% change,29135,1135
Missouri,Monroe,0.474701864,% change,29137,1139
Missouri,Montgomery,6.377973338,% change,29139,1142
Missouri,Morgan,14.022463804,% change,29141,1146
Missouri,New Madrid,4.991615428,% change,29143,1149
Missouri,Newton,0.551366392,% change,29145,1152
Missouri,Nodaway,4.099235284,% change,29147,1156
Missouri,Oregon,-22.8699134,% change,29149,1158
Missouri,Osage,2.103559871,% change,29151,1164
Missouri,Ozark,-30.067849497,% change,29153,1168
Missouri,Pemiscot,-24.006381877,% change,29155,1170
Missouri,Perry,-1.031196292,% change,29157,1172
Missouri,Pettis,-22.496320824,% change,29159,1174
Missouri,Phelps,0.854376729,% change,29161,1176
Missouri,Pike,-49.567661046,% change,29163,1179
Missouri,Platte,-7.950087681,% change,29165,1181
Missouri,Polk,-33.783267541,% change,29167,1183
Missouri,Pulaski,-15.648185107,% change,29169,1185
Missouri,Putnam,2.980749327,% change,29171,1188
Missouri,Ralls,-33.085647243,% change,29173,1191
Missouri,Randolph,34.961954345,% change,29175,1194
Missouri,Ray,-100.0,% change,29177,1197
Missouri,Reynolds,106.248037677,% change,29179,1200
Missouri,Ripley,53.83136202,% change,29181,1203
Missouri,St. Charles,0.344669512,% change,29183,1205
Missouri,St. Clair,-47.847842462,% change,29185,1208
Missouri,Ste. Genevieve,-32.207307979,% change,29186,1209
Missouri,St. Francois,15.231023351,% change,29187,1212
Missouri,St. Louis County,-1.522823238,% change,29189,1216
Missouri,Saline,-31.92134897,% change,29195,1218
Missouri,Schuyler,-80.458695168,% change,29197,1221
Missouri,Scotland,47.738386308,% change,29199,1224
Missouri,Scott,-8.142447641,% change,29201,1227
Missouri,Shannon,-23.426128093,% change,29203,1229
Missouri,Shelby,54.58601884,% change,29205,1232
Missouri,Stoddard,18.107044738,% change,29207,1236
Missouri,Stone,-15.139214816,% change,29209,1237
Missouri,Sullivan,40.017867465,% change,29211,1240
Missouri,Taney,-19.904168721,% change,29213,1242
Missouri,Texas,-16.470034556,% change,29215,1245
Missouri,Vernon,-48.956407512,% change,29217,1248
Missouri,Warren,-3.669968949,% change,29219,1251
Missouri,Washington,-49.472454897,% change,29221,1253
Missouri,Wayne,-39.068675702,% change,29223,1256
Missouri,Webster,-23.539209247,% change,29225,1258
Missouri,Worth,4.536489152,% change,29227,1261
Missouri,Wright,2.013679891,% change,29229,1263
Missouri,St. Louis City,-2.646585916,% change,29510,1266
Montana,Beaverhead,-2.530707327,% change,30001,1269
Montana,Big Horn,-34.913868322,% change,30003,1274
Montana,Blaine,-1.261829653,% change,30005,1124
Montana,Broadwater,-1.01935038,% change,30007,1132
Montana,Carbon,60.189242395,% change,30009,1137
Montana,Carter,-3.483432455,% change,30011,1141
Montana,Cascade,-8.88340503,% change,30013,1144
Montana,Chouteau,-33.172247152,% change,30015,1150
Montana,Custer,-0.558328399,% change,30017,1153
Montana,Daniels,-49.221453287,% change,30019,1157
Montana,Dawson,-34.927332396,% change,30021,1160
Montana,Deer Lodge,-31.796964017,% change,30023,1163
Montana,Fallon,-5.208670333,% change,30025,1165
Montana,Fergus,30.323640961,% change,30027,1169
Montana,Flathead,20.073524788,% change,30029,1173
Montana,Gallatin,-24.808923493,% change,30031,1177
Montana,Garfield,-4.128440367,% change,30033,1182
Montana,Glacier,24.076377204,% change,30035,1186
Montana,Golden Valley,0.0,% change,30037,1189
Montana,Granite,-37.545565006,% change,30039,1192
Montana,Hill,99.25817828,% change,30041,1195
Montana,Jefferson,-35.593316341,% change,30043,1199
Montana,Judith Basin,3.078501796,% change,30045,1202
Montana,Lake,-2.500757295,% change,30047,1207
Montana,Lewis and Clark,38.929811954,% change,30049,1211
Montana,Liberty,95.799011532,% change,30051,1214
Montana,Lincoln,-9.303749928,% change,30053,1219
Montana,McCone,-1.725129385,% change,30055,1223
Montana,Madison,-4.090852052,% change,30057,1226
Montana,Meagher,1.900108578,% change,30059,1231
Montana,Mineral,2.109090909,% change,30061,1234
Montana,Missoula,5.623432503,% change,30063,1239
Montana,Musselshell,2.372735116,% change,30065,1241
Montana,Park,-3.677475463,% change,30067,1244
Montana,Petroleum,-0.401606426,% change,30069,1247
Montana,Phillips,1.822157434,% change,30071,1250
Montana,Pondera,2.670869277,% change,30073,1254
Montana,Powder River,-50.399543379,% change,30075,1259
Montana,Powell,3.344042056,% change,30077,1262
Montana,Prairie,-2.315608919,% change,30079,1264
Montana,Ravalli,-3.627376063,% change,30081,1268
Montana,Richland,-11.097475456,% change,30083,1271
Montana,Roosevelt,-6.471164988,% change,30085,1275
Montana,Rosebud,61.139773341,% change,30087,1277
Montana,Sanders,24.19326705,% change,30089,1278
Montana,Sheridan,-4.949944383,% change,30091,1281
Montana,Silver Bow,28.224512888,% change,30093,1284
Montana,Stillwater,-2.039073343,% change,30095,1286
Montana,Sweet Grass,-1.18522602,% change,30097,1288
Montana,Teton,0.748502994,% change,30099,1290
Montana,Toole,-30.78008466,% change,30101,1292
Montana,Treasure,0.0,% change,30103,1293
Montana,Valley,-1.048162399,% change,30105,1296
Montana,Wheatland,0.994789199,% change,30107,1298
Montana,Wibaux,-6.303724928,% change,30109,1300
Montana,Yellowstone,6.829614077,% change,30111,1302
Nebraska,Adams,-29.589032441,% change,31001,1303
Nebraska,Antelope,4.153555695,% change,31003,1305
Nebraska,Arthur,-0.425531915,% change,31005,1307
Nebraska,Banner,0.0,% change,31007,1308
Nebraska,Blaine,0.0,% change,31009,1309
Nebraska,Boone,0.933184024,% change,31011,1310
Nebraska,Box Butte,0.920300214,% change,31013,1315
