State,County,Full-service restaurants per 1000 pop (% change) 2011-16 (PCH_FSRPTH_11_16),Units,FIPS,FID
Louisiana,East Feliciana,54.325667162,% change,22037,1115
Louisiana,Evangeline,-28.334110268,% change,22039,1118
Louisiana,Franklin,1.983893145,% change,22041,1123
Louisiana,Grant,-100.0,% change,22043,1127
Louisiana,Iberia,0.584315174,% change,22045,1133
Louisiana,Iberville,-14.263847766,% change,22047,1134
Louisiana,Jackson,3.174102354,% change,22049,1138
Louisiana,Jefferson,-5.331288679,% change,22051,1147
Louisiana,Jefferson Davis,101.402613962,% change,22053,1155
Louisiana,Lafayette,5.858539038,% change,22055,1161
Louisiana,Lafourche,-12.321074372,% change,22057,1280
Louisiana,La Salle,48.784214722,% change,22059,1289
Louisiana,Lincoln,6.349741932,% change,22061,1291
Louisiana,Livingston,0.826275563,% change,22063,1295
Louisiana,Madison,-37.440139312,% change,22065,1297
Louisiana,Morehouse,19.281083584,% change,22067,1299
Louisiana,Natchitoches,9.041364277,% change,22069,1301
Louisiana,Orleans,10.251649833,% change,22071,1304
Louisiana,Ouachita,0.559274316,% change,22073,1306
Louisiana,Plaquemines,1.118875123,% change,22075,1427
Louisiana,Pointe Coupee,-6.460798634,% change,22077,1431
Louisiana,Rapides,-5.239175079,% change,22079,1434
Louisiana,Red River,-57.924484596,% change,22081,1436
Louisiana,Richland,-31.908859769,% change,22083,1439
Louisiana,Sabine,1.377993608,% change,22085,1441
Louisiana,St. Bernard,-20.158240486,% change,22087,1463
Louisiana,St. Charles,8.512769515,% change,22089,1466
Louisiana,St. Helena,-65.022192419,% change,22091,1467
Louisiana,St. James,-11.062896603,% change,22093,1468
Louisiana,St. John the Baptist,3.615455382,% change,22095,1469
Louisiana,St. Landry,-4.313107057,% change,22097,1471
Louisiana,St. Martin,16.766623392,% change,22099,1473
Louisiana,St. Mary,30.658948902,% change,22101,1474
Louisiana,St. Tammany,6.920086245,% change,22103,1475
Louisiana,Tangipahoa,-10.339232547,% change,22105,1476
Louisiana,Tensas,-56.450716271,% change,22107,1479
Louisiana,Terrebonne,17.233248867,% change,22109,1501
Louisiana,Union,-32.905774986,% change,22111,1507
Louisiana,Vermilion,1.066046253,% change,22113,1510
Louisiana,Vernon,1.204935976,% change,22115,1513
Louisiana,Washington,-19.809513228,% change,22117,1516
Louisiana,Webster,3.613519286,% change,22119,1518
Louisiana,West Baton Rouge,9.797866859,% change,22121,1520
Louisiana,West Carroll,-100.0,% change,22123,1522
Louisiana,West Feliciana,-8.948776509,% change,22125,1524
Louisiana,Winn,4.231748435,% change,22127,1529
Maine,Androscoggin,-13.151117554,% change,23001,1532
Maine,Aroostook,8.161599094,% change,23003,1535
Maine,Cumberland,9.670602594,% change,23005,1608
Maine,Franklin,12.952153587,% change,23007,1619
Maine,Hancock,-7.480195822,% change,23009,1748
Maine,Kennebec,-11.510378336,% change,23011,1755
Maine,Knox,-5.53412068,% change,23013,1774
Maine,Lincoln,28.714860569,% change,23015,1835
Maine,Oxford,11.691091904,% change,23017,1842
Maine,Penobscot,5.939649656,% change,23019,1846
Maine,Piscataquis,-6.483656187,% change,23021,1851
Maine,Sagadahoc,-0.028463,% change,23023,1855
Maine,Somerset,-18.532818924,% change,23025,1860
Maine,Waldo,-7.264575329,% change,23027,1865
Maine,Washington,-8.922430924,% change,23029,1884
Maine,York,-1.211111617,% change,23031,1901
Maryland,Allegany,16.787376044,% change,24001,1905
Maryland,Anne Arundel,7.077246743,% change,24003,1925
Maryland,Baltimore County,7.722404908,% change,24005,1939
Maryland,Calvert,15.876533921,% change,24009,1946
Maryland,Caroline,-31.227004591,% change,24011,1949
Maryland,Carroll,12.140979618,% change,24013,1955
Maryland,Cecil,0.815530221,% change,24015,1963
Maryland,Charles,-6.617049221,% change,24017,1294
Maryland,Dorchester,6.4090247,% change,24019,1346
Maryland,Frederick,15.883065442,% change,24021,1357
Maryland,Garrett,25.029040823,% change,24023,1361
Maryland,Harford,3.614811013,% change,24025,1372
Maryland,Howard,7.965642923,% change,24027,1379
Maryland,Kent,6.995248569,% change,24029,1394
Maryland,Montgomery,1.955506397,% change,24031,1398
Maryland,Prince George's,7.855668745,% change,24033,1403
Maryland,Queen Anne's,-5.012600704,% change,24035,1413
Maryland,St. Mary's,-2.196912118,% change,24037,1421
Maryland,Somerset,-20.927581861,% change,24039,1430
Maryland,Talbot,8.002618314,% change,24041,1438
Maryland,Washington,22.0261327,% change,24043,1445
Maryland,Wicomico,-9.805615742,% change,24045,1446
Maryland,Worcester,10.672484954,% change,24047,1456
Maryland,Baltimore City,13.321006943,% change,24510,1460
Massachusetts,Barnstable,3.759094979,% change,25001,1478
Massachusetts,Berkshire,5.772640751,% change,25003,1480
Massachusetts,Bristol,-4.394928794,% change,25005,1486
Massachusetts,Dukes,-1.929493405,% change,25007,1491
Massachusetts,Essex,4.342817058,% change,25009,1519
Massachusetts,Franklin,11.292652243,% change,25011,1523
Massachusetts,Hampden,0.865011083,% change,25013,1526
Massachusetts,Hampshire,-0.966855955,% change,25015,1527
Massachusetts,Middlesex,4.963948604,% change,25017,1533
Massachusetts,Nantucket,1.221343517,% change,25019,1537
Massachusetts,Norfolk,4.197749677,% change,25021,1543
Massachusetts,Plymouth,7.693678878,% change,25023,1569
Massachusetts,Suffolk,6.000212641,% change,25025,1585
Massachusetts,Worcester,0.180341639,% change,25027,1599
Michigan,Alcona,3.428681499,% change,26001,1603
Michigan,Alger,12.394615807,% change,26003,1609
Michigan,Allegan,-5.679316721,% change,26005,1611
Michigan,Alpena,15.165579091,% change,26007,1614
Michigan,Antrim,-3.119671089,% change,26009,1617
Michigan,Arenac,-5.297371147,% change,26011,1621
Michigan,Baraga,20.671274602,% change,26013,1624
Michigan,Barry,-21.579092464,% change,26015,1627
Michigan,Bay,7.448244178,% change,26017,1631
Michigan,Benzie,-0.758959142,% change,26019,1634
Michigan,Berrien,-1.002951536,% change,26021,1635
Michigan,Branch,-5.919605032,% change,26023,1640
Michigan,Calhoun,-8.720332276,% change,26025,1641
Michigan,Cass,15.806614249,% change,26027,1644
Michigan,Charlevoix,24.813375699,% change,26029,1648
Michigan,Cheboygan,7.549992127,% change,26031,1649
Michigan,Chippewa,33.023440495,% change,26033,1660
Michigan,Clare,1.943695323,% change,26035,1665
Michigan,Clinton,4.187473735,% change,26037,1669
Michigan,Crawford,2.139893733,% change,26039,1672
Michigan,Delta,18.969404187,% change,26041,1675
Michigan,Dickinson,34.053497942,% change,26043,1677
Michigan,Eaton,0.612136584,% change,26045,1678
Michigan,Emmet,23.216606698,% change,26047,1686
Michigan,Genesee,7.477499496,% change,26049,1688
Michigan,Gladwin,35.00313196,% change,26051,1691
Michigan,Gogebic,4.99055313,% change,26053,1693
Michigan,Grand Traverse,1.746773518,% change,26055,1697
Michigan,Gratiot,-2.85595622,% change,26057,1700
Michigan,Hillsdale,-1.837412484,% change,26059,1701
Michigan,Houghton,-10.831702814,% change,26061,1705
Michigan,Huron,12.835309953,% change,26063,1708
Michigan,Ingham,8.422619151,% change,26065,1710
Michigan,Ionia,13.699880251,% change,26067,1713
Michigan,Iosco,19.995837712,% change,26069,1715
Michigan,Iron,5.177964586,% change,26071,1716
Michigan,Isabella,-3.015353087,% change,26073,1717
Michigan,Jackson,-4.309384561,% change,26075,1719
Michigan,Kalamazoo,7.9768964,% change,26077,1720
Michigan,Kalkaska,19.042774566,% change,26079,1722
Michigan,Kent,3.42938588,% change,26081,1726
Michigan,Keweenaw,18.793828892,% change,26083,1743
Michigan,Lake,-33.609097041,% change,26085,1749
Michigan,Lapeer,-2.320952918,% change,26087,1752
Michigan,Leelanau,15.23228493,% change,26089,1765
Michigan,Lenawee,2.376455338,% change,26091,1768
Michigan,Livingston,18.678151965,% change,26093,1770
Michigan,Luce,-8.615886033,% change,26095,1773
Michigan,Mackinac,-0.055006,% change,26097,1779
Michigan,Macomb,0.300984139,% change,26099,1785
Michigan,Manistee,9.813950951,% change,26101,1787
Michigan,Marquette,12.27803732,% change,26103,1793
Michigan,Mason,-4.414759348,% change,26105,1797
Michigan,Mecosta,-5.702770314,% change,26107,1800
Michigan,Menominee,2.760432367,% change,26109,1802
Michigan,Midland,7.39473729,% change,26111,1806
Michigan,Missaukee,-11.938974632,% change,26113,1810
Michigan,Monroe,2.763087795,% change,26115,1812
Michigan,Montcalm,-5.460816857,% change,26117,1815
Michigan,Montmorency,44.808569662,% change,26119,1816
Michigan,Muskegon,-5.897847319,% change,26121,1818
Michigan,Newaygo,1.092324433,% change,26123,1820
Michigan,Oakland,6.474902108,% change,26125,1824
Michigan,Oceana,-4.653952525,% change,26127,1825
Michigan,Ogemaw,-5.073493151,% change,26129,1827
Michigan,Ontonagon,-6.901590513,% change,26131,1829
Michigan,Osceola,7.239526081,% change,26133,1830
Michigan,Oscoda,-42.070792652,% change,26135,1832
Michigan,Otsego,27.042385541,% change,26137,1834
Michigan,Ottawa,-0.704736066,% change,26139,1837
Michigan,Presque Isle,-9.605108055,% change,26141,1840
Michigan,Roscommon,5.461107665,% change,26143,1843
Michigan,Saginaw,13.543142405,% change,26145,1845
Michigan,St. Clair,-5.719238784,% change,26147,1854
Michigan,St. Joseph,-21.462531162,% change,26149,1857
Michigan,Sanilac,10.811894229,% change,26151,1858
Michigan,Schoolcraft,-10.258977568,% change,26153,1861
Michigan,Shiawassee,8.082152632,% change,26155,1863
Michigan,Tuscola,8.791294176,% change,26157,1866
Michigan,Van Buren,-11.225914549,% change,26159,1867
Michigan,Washtenaw,0.581892753,% change,26161,1869
Michigan,Wayne,11.537052289,% change,26163,1871
Michigan,Wexford,-8.411259336,% change,26165,1873
Minnesota,Aitkin,8.23860435,% change,27001,1875
Minnesota,Anoka,15.975192101,% change,27003,1877
Minnesota,Becker,8.708224698,% change,27005,1878
Minnesota,Beltrami,7.05965693,% change,27007,1880
Minnesota,Benton,-1.869869261,% change,27009,1881
Minnesota,Big Stone,-19.196151459,% change,27011,1882
Minnesota,Blue Earth,-9.5669302,% change,27013,1886
Minnesota,Brown,6.625168237,% change,27015,1892
Minnesota,Carlton,7.988924525,% change,27017,1893
Minnesota,Carver,16.219858499,% change,27019,1894
Minnesota,Cass,-4.524810765,% change,27021,1895
Minnesota,Chippewa,-34.914952113,% change,27023,1896
Minnesota,Chisago,-8.126495726,% change,27025,1897
Minnesota,Clay,-23.032928922,% change,27027,1898
Minnesota,Clearwater,-1.602527931,% change,27029,1899
Minnesota,Cook,-1.939371117,% change,27031,1900
Minnesota,Cottonwood,43.894348894,% change,27033,1902
Minnesota,Crow Wing,8.50798461,% change,27035,1903
Minnesota,Dakota,16.619657925,% change,27037,1904
Minnesota,Dodge,40.430650286,% change,27039,1906
Minnesota,Douglas,-18.166716801,% change,27041,1907
Minnesota,Faribault,21.769517623,% change,27043,1908
Minnesota,Fillmore,10.622453803,% change,27045,1909
Minnesota,Freeborn,-27.608021138,% change,27047,1910
Minnesota,Goodhue,-8.604923587,% change,27049,1911
Minnesota,Grant,-49.485752824,% change,27051,1912
Minnesota,Hennepin,7.947406756,% change,27053,1913
Minnesota,Houston,6.781722251,% change,27055,1914
Minnesota,Hubbard,-0.99425648,% change,27057,1915
Minnesota,Isanti,9.4658274,% change,27059,1916
Minnesota,Itasca,-9.193599375,% change,27061,1917
Minnesota,Jackson,105.069402535,% change,27063,1918
Minnesota,Kanabec,-17.025957058,% change,27065,1919
Minnesota,Kandiyohi,2.541108884,% change,27067,1920
Minnesota,Kittson,145.329627914,% change,27069,1921
Minnesota,Koochiching,-12.638030327,% change,27071,1922
Minnesota,Lac qui Parle,33.823965594,% change,27073,1923
Minnesota,Lake,2.51996957,% change,27075,1926
Minnesota,Lake of the Woods,26.79662803,% change,27077,1927
Minnesota,Le Sueur,21.340914529,% change,27079,1929
Minnesota,Lincoln,137.42116328,% change,27081,1931
Minnesota,Lyon,-14.421605617,% change,27083,1932
Minnesota,McLeod,12.994666368,% change,27085,1934
Minnesota,Mahnomen,32.847955345,% change,27087,1936
Minnesota,Marshall,45.785461056,% change,27089,1937
Minnesota,Martin,12.293028322,% change,27091,1940
Minnesota,Meeker,-30.964273345,% change,27093,1941
Minnesota,Mille Lacs,0.878425861,% change,27095,1943
Minnesota,Morrison,8.771847836,% change,27097,1944
Minnesota,Mower,-28.958275064,% change,27099,1945
Minnesota,Murray,22.880613363,% change,27101,1947
Minnesota,Nicollet,37.113144759,% change,27103,1948
Minnesota,Nobles,5.167021387,% change,27105,1950
Minnesota,Norman,-47.904557969,% change,27107,1951
Minnesota,Olmsted,-0.881850702,% change,27109,1953
Minnesota,Otter Tail,0.847368103,% change,27111,1954
Minnesota,Pennington,-1.312188618,% change,27113,1956
Minnesota,Pine,31.05662715,% change,27115,1957
Minnesota,Pipestone,3.644077015,% change,27117,1958
Minnesota,Polk,13.269968533,% change,27119,1959
Minnesota,Pope,-41.92743971,% change,27121,1961
Minnesota,Ramsey,-0.555340536,% change,27123,1964
Minnesota,Red Lake,-18.238238238,% change,27125,1966
Minnesota,Redwood,40.220530323,% change,27127,1969
Minnesota,Renville,-25.330428468,% change,27129,1971
Minnesota,Rice,1.00547695,% change,27131,1973
Minnesota,Rock,103.951981302,% change,27133,1974
Minnesota,Roseau,16.329241382,% change,27135,1976
Minnesota,St. Louis,-4.888144337,% change,27137,1978
Minnesota,Scott,8.928173048,% change,27139,1979
Minnesota,Sherburne,9.404705724,% change,27141,1980
Minnesota,Sibley,43.454570038,% change,27143,1982
Minnesota,Stearns,9.666467363,% change,27145,1984
Minnesota,Steele,-3.931364116,% change,27147,1985
Minnesota,Stevens,-0.34882528,% change,27149,1987
Minnesota,Swift,15.311308767,% change,27151,1988
Minnesota,Todd,-17.128595722,% change,27153,1989
Minnesota,Traverse,5.027092113,% change,27155,1990
Minnesota,Wabasha,-21.295810603,% change,27157,1991
Minnesota,Wadena,-39.632905794,% change,27159,1992
Minnesota,Waseca,1.885489696,% change,27161,1993
Minnesota,Washington,8.695419527,% change,27163,1994
Minnesota,Watonwan,47.793765721,% change,27165,1996
Minnesota,Wilkin,-40.785770573,% change,27167,1997
Minnesota,Winona,14.871265814,% change,27169,1998
Minnesota,Wright,-9.421091195,% change,27171,1999
Minnesota,Yellow Medicine,3.932470683,% change,27173,1531
Mississippi,Adams,-31.27014419,% change,28001,1534
Mississippi,Alcorn,9.460173872,% change,28003,1538
Mississippi,Amite,5.655671762,% change,28005,1539
Mississippi,Attala,91.460196057,% change,28007,1541
Mississippi,Benton,-100.0,% change,28009,1544
Mississippi,Bolivar,12.184122898,% change,28011,1547
Mississippi,Calhoun,70.592139898,% change,28013,1548
Mississippi,Carroll,-65.945222472,% change,28015,1549
Mississippi,Chickasaw,1.514448184,% change,28017,1550
Mississippi,Choctaw,-23.854617605,% change,28019,1552
Mississippi,Claiborne,nan,% change,28021,1555
Mississippi,Clarke,20.037385865,% change,28023,1557
Mississippi,Clay,3.225806452,% change,28025,1559
Mississippi,Coahoma,24.006237256,% change,28027,1562
Mississippi,Copiah,-14.688574259,% change,28029,1564
Mississippi,Covington,30.534709193,% change,28031,1567
Mississippi,DeSoto,-6.589763309,% change,28033,1571
Mississippi,Forrest,28.845104153,% change,28035,1572
Mississippi,Franklin,-65.540307267,% change,28037,1575
Mississippi,George,3.741546246,% change,28039,1577
Mississippi,Greene,59.401424121,% change,28041,1579
Mississippi,Grenada,-4.156929278,% change,28043,1581
Mississippi,Hancock,27.788139287,% change,28045,1583
Mississippi,Harrison,16.502692913,% change,28047,1587
Mississippi,Hinds,10.953025728,% change,28049,1591
Mississippi,Holmes,-29.190794358,% change,28051,1593
Mississippi,Humphreys,-100.0,% change,28053,1596
Mississippi,Issaquena,0.0,% change,28055,1598
Mississippi,Itawamba,-0.576849122,% change,28057,1601
Mississippi,Jackson,2.433011452,% change,28059,1605
Mississippi,Jasper,1.561087337,% change,28061,1607
Mississippi,Jefferson,-100.0,% change,28063,1610
Mississippi,Jefferson Davis,6.149685973,% change,28065,1612
Mississippi,Jones,-4.5574158,% change,28067,1615
Mississippi,Kemper,210.669077758,% change,28069,1616
Mississippi,Lafayette,10.294807308,% change,28071,1620
Mississippi,Lamar,5.909727774,% change,28073,1623
Mississippi,Lauderdale,-10.514321231,% change,28075,1628
Mississippi,Lawrence,-0.617042881,% change,28077,1632
Mississippi,Leake,-23.29133131,% change,28079,1636
Mississippi,Lee,22.264482822,% change,28081,1638
Mississippi,Leflore,18.082487141,% change,28083,1643
Mississippi,Lincoln,35.096694183,% change,28085,1645
Mississippi,Lowndes,12.1513062,% change,28087,1647
Mississippi,Madison,-14.104249794,% change,28089,1651
Mississippi,Marion,6.207940111,% change,28091,1653
Mississippi,Marshall,-63.756946043,% change,28093,1655
Mississippi,Monroe,-25.233002859,% change,28095,1656
Mississippi,Montgomery,-10.033002381,% change,28097,1658
Mississippi,Neshoba,0.988484663,% change,28099,1661
Mississippi,Newton,66.923856286,% change,28101,1663
Mississippi,Noxubee,3.454278908,% change,28103,1666
Mississippi,Oktibbeha,-6.095175032,% change,28105,1668
Mississippi,Panola,-9.177985948,% change,28107,1671
Mississippi,Pearl River,-2.817127171,% change,28109,1676
Mississippi,Perry,0.612785691,% change,28111,1679
Mississippi,Pike,6.936068711,% change,28113,1680
Mississippi,Pontotoc,57.850091718,% change,28115,1682
Mississippi,Prentiss,17.991007181,% change,28117,1684
Mississippi,Quitman,-45.617233928,% change,28119,1685
Mississippi,Rankin,-3.222101184,% change,28121,1690
Mississippi,Scott,45.280274733,% change,28123,1692
Mississippi,Sharkey,nan,% change,28125,1695
Mississippi,Simpson,-23.854707191,% change,28127,1698
Mississippi,Smith,38.008473692,% change,28129,1709
Mississippi,Stone,-14.576983375,% change,28131,1712
Mississippi,Sunflower,20.062652368,% change,28133,1721
Mississippi,Tallahatchie,-20.129666968,% change,28135,1725
Mississippi,Tate,1.766621823,% change,28137,1727
Mississippi,Tippah,-0.086187344,% change,28139,1730
Mississippi,Tishomingo,-4.764474135,% change,28141,1732
Mississippi,Tunica,45.844820796,% change,28143,1735
Mississippi,Union,40.139613255,% change,28145,1737
Mississippi,Walthall,5.518188058,% change,28147,1740
Mississippi,Warren,32.028898803,% change,28149,1746
Mississippi,Washington,21.464801647,% change,28151,1750
Mississippi,Wayne,-19.370171149,% change,28153,1753
Mississippi,Webster,-16.686100031,% change,28155,1756
Mississippi,Wilkinson,nan,% change,28157,1757
Mississippi,Winston,-22.222222222,% change,28159,1758
Mississippi,Yalobusha,100.432380495,% change,28161,1759
Mississippi,Yazoo,24.666617658,% change,28163,1760
Missouri,Adair,-18.693256155,% change,29001,1761
Missouri,Andrew,65.282503797,% change,29003,1762
Missouri,Atchison,-16.037664783,% change,29005,1763
Missouri,Audrain,61.435573123,% change,29007,1766
Missouri,Barry,-0.036787,% change,29009,1767
Missouri,Barton,21.438007702,% change,29011,1771
Missouri,Bates,-28.747098528,% change,29013,1776
Missouri,Benton,-14.906107581,% change,29015,1778
Missouri,Bollinger,136.698350268,% change,29017,1781
Missouri,Boone,-11.427494494,% change,29019,1783
Missouri,Buchanan,4.001713308,% change,29021,1789
Missouri,Butler,15.913148059,% change,29023,1792
Missouri,Caldwell,-14.728041161,% change,29025,1795
Missouri,Callaway,2.313356405,% change,29027,1799
Missouri,Camden,2.172565487,% change,29029,1803
Missouri,Cape Girardeau,0.545912969,% change,29031,1808
Missouri,Carroll,4.483849108,% change,29033,1822
Missouri,Carter,1.965522797,% change,29035,1001
Missouri,Cass,-1.164199763,% change,29037,1004
Missouri,Cedar,-21.287113434,% change,29039,1007
Missouri,Chariton,-31.367600832,% change,29041,1011
Missouri,Christian,-6.564954431,% change,29043,1014
Missouri,Clark,-30.42143317,% change,29045,1015
Missouri,Clay,1.560356531,% change,29047,1018
Missouri,Clinton,34.281539211,% change,29049,1021
Missouri,Cole,-8.693910778,% change,29051,1022
Missouri,Cooper,14.510242345,% change,29053,1025
Missouri,Crawford,63.677781446,% change,29055,1028
Missouri,Dade,-18.285564028,% change,29057,1030
Missouri,Dallas,-10.827991453,% change,29059,1032
Missouri,Daviess,-49.623466537,% change,29061,1036
Missouri,DeKalb,2.5029988,% change,29063,1038
Missouri,Dent,1.011345219,% change,29065,1040
Missouri,Douglas,-31.960255642,% change,29067,1043
Missouri,Dunklin,14.267693296,% change,29069,1045
Missouri,Franklin,8.176445686,% change,29071,1047
Missouri,Gasconade,-11.115696389,% change,29073,1049
Missouri,Gentry,19.830746823,% change,29075,1052
Missouri,Greene,4.047117335,% change,29077,1054
Missouri,Grundy,1.676587302,% change,29079,1057
Missouri,Harrison,-48.306169965,% change,29081,1058
Missouri,Henry,-10.589692895,% change,29083,1061
Missouri,Hickory,-23.095796885,% change,29085,1063
Missouri,Holt,44.020242614,% change,29087,1065
Missouri,Howard,-9.679984099,% change,29089,1068
Missouri,Howell,-5.402864169,% change,29091,1070
Missouri,Iron,19.703219812,% change,29093,1072
Missouri,Jackson,16.913932031,% change,29095,1074
Missouri,Jasper,-10.433895431,% change,29097,1078
Missouri,Jefferson,2.318663586,% change,29099,1082
Missouri,Johnson,-6.480830372,% change,29101,1087
Missouri,Knox,-21.577946768,% change,29103,1091
Missouri,Laclede,-3.005274427,% change,29105,1096
Missouri,Lafayette,2.068096614,% change,29107,1099
Missouri,Lawrence,-3.336961072,% change,29109,1101
Missouri,Lewis,-39.202618268,% change,29111,1104
Missouri,Lincoln,-24.448359056,% change,29113,1106
Missouri,Linn,24.4184514,% change,29115,1109
Missouri,Livingston,-8.466552165,% change,29117,1112
Missouri,McDonald,-16.249396056,% change,29119,1113
Missouri,Macon,-20.47077124,% change,29121,1116
Missouri,Madison,-33.186166299,% change,29123,1117
Missouri,Maries,65.733603786,% change,29125,1120
Missouri,Marion,0.390693131,% change,29127,1122
Missouri,Mercer,-48.428102788,% change,29129,1125
Missouri,Miller,-14.758852469,% change,29131,1128
Missouri,Mississippi,-42.503215161,% change,29133,1131
Missouri,Moniteau,-21.484350597,% change,29135,1135
Missouri,Monroe,22.802413389,% change,29137,1139
Missouri,Montgomery,-25.535418663,% change,29139,1142
Missouri,Morgan,15.832344182,% change,29141,1146
Missouri,New Madrid,21.144171647,% change,29143,1149
Missouri,Newton,-17.192992383,% change,29145,1152
Missouri,Nodaway,4.099235284,% change,29147,1156
Missouri,Oregon,-20.013243526,% change,29149,1158
Missouri,Osage,-21.4588001,% change,29151,1164
Missouri,Ozark,-65.033924749,% change,29153,1168
Missouri,Pemiscot,24.122909601,% change,29155,1170
Missouri,Perry,-16.257166093,% change,29157,1172
Missouri,Pettis,-18.146624544,% change,29159,1174
Missouri,Phelps,3.73593035,% change,29161,1176
Missouri,Pike,34.48623721,% change,29163,1179
Missouri,Platte,-10.251335489,% change,29165,1181
Missouri,Polk,16.85305728,% change,29167,1183
Missouri,Pulaski,7.006302321,% change,29169,1185
Missouri,Putnam,2.980749327,% change,29171,1188
Missouri,Ralls,401.857645679,% change,29173,1191
Missouri,Randolph,1.221465759,% change,29175,1194
Missouri,Ray,-28.151489811,% change,29177,1197
Missouri,Reynolds,3.124018838,% change,29179,1200
Missouri,Ripley,2.554241347,% change,29181,1203
Missouri,St. Charles,5.005339137,% change,29183,1205
Missouri,St. Clair,-37.417410954,% change,29185,1208
Missouri,Ste. Genevieve,-11.869500373,% change,29186,1209
Missouri,St. Francois,1.30199855,% change,29187,1212
Missouri,St. Louis County,0.92109296,% change,29189,1216
Missouri,Saline,-11.497753661,% change,29195,1218
Missouri,Schuyler,-2.293475841,% change,29197,1221
Missouri,Scotland,-21.206193969,% change,29199,1224
Missouri,Scott,-28.206070919,% change,29201,1227
Missouri,Shannon,-27.072502946,% change,29203,1229
Missouri,Shelby,-14.118878422,% change,29205,1232
Missouri,Stoddard,20.216099108,% change,29207,1236
Missouri,Stone,-26.453986174,% change,29209,1237
Missouri,Sullivan,-64.995533134,% change,29211,1240
Missouri,Taney,-8.063915402,% change,29213,1242
Missouri,Texas,29.717122808,% change,29215,1245
Missouri,Vernon,-4.293264085,% change,29217,1248
Missouri,Warren,-12.046493388,% change,29219,1251
Missouri,Washington,-11.57679607,% change,29221,1253
Missouri,Wayne,1.552207163,% change,29223,1256
Missouri,Webster,-29.91094181,% change,29225,1258
Missouri,Worth,4.536489152,% change,29227,1261
Missouri,Wright,-48.993160055,% change,29229,1263
Missouri,St. Louis City,3.366757418,% change,29510,1266
Montana,Beaverhead,-13.360628735,% change,30001,1269
Montana,Big Horn,-2.370802483,% change,30003,1274
Montana,Blaine,48.107255521,% change,30005,1124
Montana,Broadwater,18.776779544,% change,30007,1132
Montana,Carbon,66.014305755,% change,30009,1137
Montana,Carter,nan,% change,30011,1141
Montana,Cascade,-1.26768963,% change,30013,1144
Montana,Chouteau,-16.46530894,% change,30015,1150
Montana,Custer,7.728477568,% change,30017,1153
Montana,Daniels,-49.221453287,% change,30019,1157
Montana,Dawson,39.441430581,% change,30021,1160
Montana,Deer Lodge,13.671726639,% change,30023,1163
Montana,Fallon,-5.208670333,% change,30025,1165
Montana,Fergus,21.63539823,% change,30027,1169
Montana,Flathead,8.510889068,% change,30029,1173
Montana,Gallatin,2.222579219,% change,30031,1177
Montana,Garfield,-52.064220183,% change,30033,1182
Montana,Glacier,-31.280775702,% change,30035,1186
Montana,Golden Valley,nan,% change,30037,1189
Montana,Granite,87.363304982,% change,30039,1192
Montana,Hill,14.956641316,% change,30041,1195
Montana,Jefferson,18.078920042,% change,30043,1199
Montana,Judith Basin,106.157003592,% change,30045,1202
Montana,Lake,-15.796108573,% change,30047,1207
Montana,Lewis and Clark,-10.338648087,% change,30049,1211
Montana,Liberty,95.799011532,% change,30051,1214
Montana,Lincoln,53.049921997,% change,30053,1219
Montana,McCone,-1.725129385,% change,30055,1223
Montana,Madison,-18.477224244,% change,30057,1226
Montana,Meagher,27.375135722,% change,30059,1231
Montana,Mineral,22.530909091,% change,30061,1234
Montana,Missoula,4.162682904,% change,30063,1239
Montana,Musselshell,2.372735116,% change,30065,1241
Montana,Park,-6.147283784,% change,30067,1244
Montana,Petroleum,-0.401606426,% change,30069,1247
Montana,Phillips,52.733236152,% change,30071,1250
Montana,Pondera,-10.162989383,% change,30073,1254
Montana,Powder River,48.801369863,% change,30075,1259
Montana,Powell,-6.99036215,% change,30077,1262
Montana,Prairie,-51.15780446,% change,30079,1264
Montana,Ravalli,-12.8057212,% change,30081,1268
Montana,Richland,33.353786816,% change,30083,1271
Montana,Roosevelt,-6.471164988,% change,30085,1275
Montana,Rosebud,-19.43011333,% change,30087,1277
Montana,Sanders,5.97825455,% change,30089,1278
Montana,Sheridan,14.060066741,% change,30091,1281
Montana,Silver Bow,5.120997052,% change,30093,1284
Montana,Stillwater,-45.577262968,% change,30095,1286
Montana,Sweet Grass,72.925854465,% change,30097,1288
Montana,Teton,101.497005988,% change,30099,1290
Montana,Toole,-19.243432104,% change,30101,1292
Montana,Treasure,-47.95620438,% change,30103,1293
Montana,Valley,-12.042811021,% change,30105,1296
Montana,Wheatland,-49.5026054,% change,30107,1298
Montana,Wibaux,40.544412607,% change,30109,1300
Montana,Yellowstone,5.884219262,% change,30111,1302
Nebraska,Adams,-10.386041289,% change,31001,1303
Nebraska,Antelope,-25.604603075,% change,31003,1305
Nebraska,Arthur,-0.425531915,% change,31005,1307
Nebraska,Banner,nan,% change,31007,1308
Nebraska,Blaine,1.279317697,% change,31009,1309
Nebraska,Boone,51.399776036,% change,31011,1310
Nebraska,Box Butte,-19.263759828,% change,31013,1315
Nebraska,Boyd,57.424242424,% change,31015,1317
Nebraska,Brown,3.820375335,% change,31017,1319
Nebraska,Buffalo,9.452058209,% change,31019,1321
Nebraska,Burt,38.078509241,% change,31021,1323
Nebraska,Butler,3.110555903,% change,31023,1325
Nebraska,Cass,-8.987082309,% change,31025,1326
